# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,1.425899365534214272e-02,9.088272183840758259e-03,8.641114570290897925e-03,1.208345937805557595e-02,6.228906763033656424e-03,9.691928844197804371e-03,1.161472629743907393e-02,8.567072802443627400e-03,6.356258352732113530e-03
-1.096093750000000000e+01,1.548177975594527446e-02,9.815583101270067973e-03,9.339246970462185271e-03,1.324910998614240235e-02,6.619675968265787205e-03,1.014312331755425414e-02,1.228771513641718077e-02,9.781889643275771401e-03,6.724944922051802158e-03
-1.060156250000000000e+01,1.691795889838297595e-02,1.061967675772717938e-02,1.054928977876358996e-02,1.388980076772162314e-02,7.265372925406794573e-03,1.126575664266226025e-02,1.307721770660684110e-02,1.066087041776558018e-02,7.340106370497989814e-03
-1.024218750000000000e+01,1.803193909760541017e-02,1.166620555148036552e-02,1.150745932340047246e-02,1.451544250454748185e-02,7.821024545050059978e-03,1.183573979293321352e-02,1.393525843427883756e-02,1.163248291919803841e-02,8.176552975494990466e-03
-9.882812500000000000e+00,1.962361321721273547e-02,1.244581908975200130e-02,1.286981513201808716e-02,1.591635012682236783e-02,8.665787084730910972e-03,1.307291995985815879e-02,1.520840295560920222e-02,1.215261642850879939e-02,8.707326414541348772e-03
-9.523437500000000000e+00,2.115399233132904400e-02,1.363960461757286399e-02,1.373015032100134702e-02,1.724173810547407690e-02,9.118077799073781575e-03,1.358722621208952562e-02,1.618008853095417171e-02,1.372560269519388851e-02,9.360315205393300586e-03
-9.164062500000000000e+00,2.285065904632314557e-02,1.568239612550240136e-02,1.443384929296953785e-02,1.890983577634482854e-02,1.029228803529265435e-02,1.501460345434871627e-02,1.757837202700569812e-02,1.513641615233211543e-02,1.005665860147188229e-02
-8.804687500000000000e+00,2.496162929311061124e-02,1.690749196557865194e-02,1.624213758888003525e-02,2.025493026678515038e-02,1.150124173846336223e-02,1.668791958532721623e-02,1.908890465333830389e-02,1.621991939087065807e-02,1.109649955254710454e-02
-8.445312500000000000e+00,2.548424286605463843e-02,1.845715809854373696e-02,1.754584002882238203e-02,2.217951614519098752e-02,1.258359876036543173e-02,1.833335801806275367e-02,2.076042457583244377e-02,1.774256720908797685e-02,1.242504566414435151e-02
-8.085937500000000000e+00,2.761825994341208373e-02,1.948670783481102828e-02,1.951491763777259483e-02,2.349072373073670533e-02,1.392110702906509262e-02,2.028801282996706146e-02,2.222141394555151098e-02,1.916297852460229281e-02,1.341703082059820737e-02
