# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.411948978041074540e-02,1.634760592777023680e-02,1.761021481115738682e-02
-1.096093750000000000e+01,1.508533510645245108e-02,1.628405297816472655e-02,1.716694141208429183e-02
-1.060156250000000000e+01,1.662972999203535598e-02,1.668781340581750039e-02,1.934496259760007733e-02
-1.024218750000000000e+01,1.708872483184251459e-02,1.869469958369431029e-02,1.917610096372588183e-02
-9.882812500000000000e+00,1.707105266415304134e-02,2.045700197230782003e-02,2.214089870966768139e-02
-9.523437500000000000e+00,1.887301853140425575e-02,2.127146618347713555e-02,2.331388615912684606e-02
-9.164062500000000000e+00,2.013497459929350711e-02,2.264169603585727483e-02,2.351338962169502445e-02
-8.804687500000000000e+00,2.080225456511294521e-02,2.355486212514279823e-02,2.524747063198369210e-02
-8.445312500000000000e+00,2.265415230542854388e-02,2.676071707959162133e-02,2.612887236770617891e-02
-8.085937500000000000e+00,2.341067690617967476e-02,2.757673849694215751e-02,2.677243647626583942e-02
-7.726562500000000000e+00,2.653268635488234550e-02,2.908544588751018831e-02,2.841397853981852614e-02
-7.367187500000000000e+00,2.753993754505219826e-02,3.119039396608488252e-02,3.061022924506536305e-02
-7.007812500000000000e+00,2.945645597918318190e-02,3.316651519493078737e-02,3.236171259838985931e-02
-6.648437500000000000e+00,3.256208936126914893e-02,3.616130647650723368e-02,3.457988561531440130e-02
-6.289062500000000000e+00,3.494521215435043154e-02,3.646000808801223153e-02,3.759860822226284566e-02
-5.929687500000000000e+00,3.818637678767967253e-02,3.872955356735672400e-02,3.774828415328505132e-02
-5.570312500000000000e+00,3.938287806413021813e-02,4.160847983012452150e-02,4.019264982182989276e-02
-5.210937500000000000e+00,4.250501046376181646e-02,4.409748803111771670e-02,4.359657410807864925e-02
-4.851562500000000000e+00,4.442238499441723137e-02,4.720693804555604195e-02,4.629998020030275802e-02
-4.492187500000000000e+00,4.826061223236425418e-02,4.960721606964456354e-02,5.071100629230151230e-02
-4.132812500000000000e+00,4.971795345433281665e-02,5.066342938179539679e-02,5.257405786777735041e-02
-3.773437500000000000e+00,5.211332396112562659e-02,5.234789761531852270e-02,5.468546421352049602e-02
-3.414062500000000000e+00,5.789773823092838473e-02,5.741055144426786966e-02,5.711885522252866526e-02
-3.054687500000000000e+00,6.083577950024397774e-02,6.071734281561443763e-02,5.975682310186335860e-02
-2.695312500000000000e+00,6.202672332032850566e-02,6.355577052465775922e-02,6.222346269941730207e-02
-2.335937500000000000e+00,6.615358801064476213e-02,6.545736593940698622e-02,6.474842728591134744e-02
-1.976562500000000000e+00,6.925217670191134711e-02,6.857709434896763767e-02,6.579662350618382949e-02
-1.617187500000000000e+00,7.327292355226314169e-02,7.176323306809244407e-02,6.851777213259883925e-02
-1.257812500000000000e+00,7.878477746639275803e-02,7.405197434905887166e-02,7.145562310947561890e-02
-8.984375000000000000e-01,8.456854629075105656e-02,7.453897697995190419e-02,7.149305562051784524e-02
-5.390625000000000000e-01,8.675594420637632032e-02,7.532708029990659027e-02,7.803585650972606758e-02
-1.796875000000000000e-01,8.485452880414705301e-02,7.655273905416878910e-02,7.777207645244187117e-02
1.796875000000000000e-01,8.732896740502281430e-02,7.901124311852904258e-02,7.621430667735729081e-02
5.390625000000000000e-01,8.442484866426148982e-02,7.638326769925535276e-02,7.783420590988660015e-02
8.984375000000000000e-01,8.133449191764409447e-02,7.245714271362671544e-02,7.362905073690363678e-02
1.257812500000000000e+00,8.099811944316478995e-02,7.367076012129243623e-02,7.058429867292950743e-02
1.617187500000000000e+00,7.775515762771587069e-02,6.881014297414603242e-02,7.000150625377103697e-02
