# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,3.556349104820017426e-01,4.428088416784313197e-01,3.548983101968284926e-01
-8.006249999999999201e-01,3.711164319614482787e-01,4.538235245463532741e-01,3.750397720007047631e-01
-7.743750000000000355e-01,3.909144912914913617e-01,4.742361481714757465e-01,3.857201072992935686e-01
-7.481249999999999289e-01,4.175838489148577248e-01,4.894636331378832694e-01,4.028500563803419365e-01
-7.218750000000000444e-01,4.287860998200191398e-01,4.951108924383214038e-01,4.238790980959127874e-01
-6.956249999999999378e-01,4.416290790890342599e-01,5.082919995942976055e-01,4.400105864778196540e-01
-6.693750000000000533e-01,4.589903270680403824e-01,5.175806862919359874e-01,4.587796593051554073e-01
-6.431249999999999467e-01,4.700589187214543885e-01,5.304700069125839468e-01,4.793719463506383449e-01
-6.168750000000000622e-01,4.885736388848589407e-01,5.427016816518344111e-01,4.916939329070594278e-01
-5.906249999999999556e-01,5.037786239913570885e-01,5.555100504966867803e-01,5.062547461478170696e-01
-5.643749999999999600e-01,5.189940076519685697e-01,5.724044590583554637e-01,5.210904322234568564e-01
-5.381249999999999645e-01,5.333044291641939605e-01,5.859742970344226087e-01,5.326908537690693279e-01
-5.118749999999999689e-01,5.497782250813136873e-01,5.996973004820422837e-01,5.579668539299624808e-01
-4.856249999999999734e-01,5.713396566433155410e-01,6.099886542804319189e-01,5.683700788033633211e-01
-4.593749999999999778e-01,5.831093491356571512e-01,6.089276241743560858e-01,5.817761967431408499e-01
-4.331249999999999822e-01,5.891114395784617930e-01,6.163223538493853848e-01,5.926054564168964367e-01
-4.068749999999999867e-01,6.102456587411048128e-01,6.308263327731533643e-01,6.082380866999959057e-01
-3.806249999999999911e-01,6.264249840242666068e-01,6.421788140721563787e-01,6.172864241221071024e-01
-3.543749999999999956e-01,6.349807601936326984e-01,6.607686909581130807e-01,6.373103910486335177e-01
-3.281250000000000000e-01,6.464652767442411463e-01,6.606978118119706256e-01,6.551550823470202456e-01
-3.018749999999999489e-01,6.596195033257942208e-01,6.690883379531549213e-01,6.667101856902236667e-01
-2.756249999999999534e-01,6.732982491773263911e-01,6.757458776329472450e-01,6.747400837909905968e-01
-2.493749999999999578e-01,6.871572292643458590e-01,6.863795202265938755e-01,6.921437953212075112e-01
-2.231249999999999623e-01,7.099491036269403033e-01,6.932327148040967613e-01,7.030247440242349821e-01
-1.968749999999999667e-01,7.162230109073807194e-01,7.004703986874658561e-01,7.075131385490636138e-01
-1.706249999999999711e-01,7.153589083084639366e-01,7.053966155509755476e-01,7.085617004595541335e-01
-1.443749999999999756e-01,7.172207150020988298e-01,7.182788928277330509e-01,7.072950886289315342e-01
-1.181249999999999800e-01,7.271199377621411220e-01,7.030971708235289608e-01,7.273969982323632566e-01
-9.187499999999998446e-02,7.236386118521662691e-01,7.083610483669987579e-01,7.278138530589834954e-01
-6.562499999999998890e-02,7.258878628373616193e-01,7.026572878636048181e-01,7.379209832957688286e-01
-3.937499999999999334e-02,7.248714806844391845e-01,7.071658008004604312e-01,7.455461951419033451e-01
-1.312499999999999778e-02,7.414185123433119085e-01,6.994640231563885591e-01,7.470630147252759201e-01
1.312499999999999778e-02,7.412426647464863683e-01,6.943395042846575160e-01,7.510326683131918202e-01
3.937499999999999334e-02,7.421085425058042695e-01,6.916403241862956186e-01,7.455590226343624671e-01
6.562499999999998890e-02,7.339889454839751970e-01,6.877498000114736776e-01,7.482895358545534892e-01
9.187499999999998446e-02,7.262116222852437186e-01,6.877612350152626508e-01,7.506766006414533621e-01
1.181249999999999800e-01,7.256418671494647699e-01,6.842415195024085239e-01,7.314886537111017217e-01
1.443749999999999756e-01,7.289046390627951233e-01,6.675145763587869707e-01,7.312096311461684373e-01
1.706249999999999711e-01,7.208567699095389525e-01,6.623533735952787938e-01,7.245407693726690912e-01
1.968750000000000222e-01,7.030196620096699212e-01,6.680797496267419922e-01,7.206402346725464536e-01
2.231250000000000178e-01,7.019944795327599518e-01,6.624924280704818091e-01,7.193444237313791900e-01
