# value,p_w
8.984375000000000000e-02,7.714388963710357150e-05
2.695312500000000000e-01,2.159879145991936387e-03
4.492187500000000000e-01,4.715025362517403541e-03
6.289062500000000000e-01,9.548885927092385512e-03
8.085937500000000000e-01,1.334583005587494479e-02
9.882812500000000000e-01,1.633646396240082468e-02
1.167968750000000000e+00,2.404065288214382243e-02
1.347656250000000000e+00,2.918896072921726981e-02
1.527343750000000000e+00,3.550405135288214192e-02
1.707031250000000000e+00,4.204169129430195689e-02
1.886718750000000000e+00,4.832144080558958832e-02
2.066406250000000000e+00,5.158492656096894807e-02
2.246093750000000000e+00,5.838444518115989967e-02
2.425781250000000000e+00,6.254608068922269670e-02
2.605468750000000000e+00,6.724543522086058600e-02
2.785156250000000000e+00,7.240021039881416876e-02
2.964843750000000000e+00,7.976260209733954110e-02
3.144531250000000000e+00,8.148180938130150652e-02
3.324218750000000000e+00,8.176039110040445035e-02
3.503906250000000000e+00,8.768061695600880279e-02
3.683593750000000000e+00,8.946184825457324796e-02
3.863281250000000000e+00,8.759041620964755359e-02
4.042968750000000000e+00,9.481676254214529975e-02
4.222656250000000000e+00,9.826794243016574726e-02
4.402343750000000000e+00,9.876686949208628163e-02
4.582031250000000000e+00,9.867222629547084400e-02
4.761718750000000000e+00,1.004345707464138898e-01
4.941406250000000000e+00,1.047794217953200990e-01
5.121093750000000000e+00,1.082100861875203573e-01
5.300781250000000000e+00,1.109270228456305796e-01
5.480468750000000000e+00,1.109856314063573102e-01
5.660156250000000000e+00,1.107507340025687265e-01
5.839843750000000000e+00,1.129140770531284338e-01
6.019531250000000000e+00,1.109574132444943739e-01
6.199218750000000000e+00,1.145448420714969412e-01
6.378906250000000000e+00,1.121685259626748754e-01
6.558593750000000000e+00,1.123372539199427866e-01
6.738281250000000000e+00,1.124868544152081290e-01
6.917968750000000000e+00,1.140297114564799708e-01
7.097656250000000000e+00,1.124999217925489042e-01
7.277343750000000000e+00,1.108534820968536116e-01
7.457031250000000000e+00,1.123755673708340119e-01
7.636718750000000000e+00,1.144818710495950354e-01
7.816406250000000000e+00,1.145852361526653179e-01
7.996093750000000000e+00,1.115758769713365434e-01
8.175781250000000000e+00,1.140198289403493992e-01
8.355468750000000000e+00,1.097377727673259917e-01
8.535156250000000000e+00,1.122635861362092785e-01
8.714843750000000000e+00,1.103895398296429048e-01
8.894531250000000000e+00,1.110373349325075726e-01
9.074218750000000000e+00,1.109334887354501281e-01
9.253906250000000000e+00,1.068610718091802109e-01
9.433593750000000000e+00,1.030024090359057815e-01
9.613281250000000000e+00,1.062868492480159993e-01
9.792968750000000000e+00,1.055742406643224579e-01
9.972656250000000000e+00,1.028242366249863399e-01
1.015234375000000000e+01,1.039093096659004650e-01
1.033203125000000000e+01,1.026646272072787858e-01
1.051171875000000000e+01,1.059279414551779347e-01
1.069140625000000000e+01,1.050812406216934392e-01
1.087109375000000000e+01,1.008412044321122941e-01
1.105078125000000000e+01,1.041292455166525771e-01
1.123046875000000000e+01,1.031531401921167018e-01
1.141015625000000000e+01,9.897961473061168969e-02
