# value,p_w
8.984375000000000000e-02,3.925017435863853519e-04
2.695312500000000000e-01,2.088140836240001772e-03
4.492187500000000000e-01,5.224343786384604352e-03
6.289062500000000000e-01,9.210642000774085444e-03
8.085937500000000000e-01,1.569916241263903320e-02
9.882812500000000000e-01,2.024763245855885560e-02
1.167968750000000000e+00,2.708739217479543340e-02
1.347656250000000000e+00,3.240670869863348375e-02
1.527343750000000000e+00,4.091218241375484815e-02
1.707031250000000000e+00,4.827776089207237720e-02
1.886718750000000000e+00,5.421349836859228749e-02
2.066406250000000000e+00,5.686880552184096771e-02
2.246093750000000000e+00,6.707181595077682523e-02
2.425781250000000000e+00,7.478776997318389852e-02
2.605468750000000000e+00,7.469445329386853460e-02
2.785156250000000000e+00,8.013643922861560243e-02
2.964843750000000000e+00,8.554843217106118669e-02
3.144531250000000000e+00,9.250082779300611291e-02
3.324218750000000000e+00,9.492823314757521669e-02
3.503906250000000000e+00,1.007879625216673569e-01
3.683593750000000000e+00,1.025002645738832124e-01
3.863281250000000000e+00,1.012006642646690463e-01
4.042968750000000000e+00,1.032330289851927790e-01
4.222656250000000000e+00,1.059807611384789294e-01
4.402343750000000000e+00,1.085844452657843823e-01
4.582031250000000000e+00,1.134438987336459370e-01
4.761718750000000000e+00,1.139978722557877661e-01
4.941406250000000000e+00,1.107275411421771855e-01
5.121093750000000000e+00,1.111701948209825458e-01
5.300781250000000000e+00,1.106452121341134631e-01
5.480468750000000000e+00,1.137044942350744076e-01
5.660156250000000000e+00,1.173911027620347380e-01
5.839843750000000000e+00,1.123983149384638197e-01
6.019531250000000000e+00,1.131159055857230977e-01
6.199218750000000000e+00,1.137833966582351836e-01
6.378906250000000000e+00,1.147405762667573770e-01
6.558593750000000000e+00,1.137823882007787529e-01
6.738281250000000000e+00,1.130197778697074051e-01
6.917968750000000000e+00,1.152108533084496983e-01
7.097656250000000000e+00,1.151922090454510772e-01
7.277343750000000000e+00,1.154018406650163392e-01
7.457031250000000000e+00,1.130774630281161652e-01
7.636718750000000000e+00,1.140354464851494470e-01
7.816406250000000000e+00,1.068131499313206001e-01
7.996093750000000000e+00,1.111022252265258109e-01
8.175781250000000000e+00,1.077022910409575207e-01
8.355468750000000000e+00,1.064224112915449771e-01
8.535156250000000000e+00,1.084654483143357578e-01
8.714843750000000000e+00,1.062004276524359248e-01
8.894531250000000000e+00,1.045413242601102577e-01
9.074218750000000000e+00,9.949900057014884891e-02
9.253906250000000000e+00,9.728168693076255646e-02
9.433593750000000000e+00,9.647618759233511643e-02
9.613281250000000000e+00,9.627607120115025396e-02
9.792968750000000000e+00,9.366719463962881742e-02
9.972656250000000000e+00,9.099586313971015639e-02
1.015234375000000000e+01,9.273434928423565649e-02
1.033203125000000000e+01,8.566443080626404138e-02
1.051171875000000000e+01,8.814723135657855091e-02
1.069140625000000000e+01,8.811747245689098562e-02
1.087109375000000000e+01,8.635479085219417705e-02
1.105078125000000000e+01,8.583312053421675303e-02
1.123046875000000000e+01,8.337826627116418088e-02
1.141015625000000000e+01,8.012209020050702069e-02
