# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,3.073237801389673840e-01,4.387427906144207301e-01,3.484966856750000841e-01
-8.006249999999999201e-01,3.237648569051476133e-01,4.521335222010889887e-01,3.681916684611484247e-01
-7.743750000000000355e-01,3.477881622555667462e-01,4.653730749806470057e-01,3.905817208736528379e-01
-7.481249999999999289e-01,3.649558067898517333e-01,4.740203760262674537e-01,4.039084807930539145e-01
-7.218750000000000444e-01,3.793862745944224235e-01,4.993757615005334216e-01,4.116722470966328595e-01
-6.956249999999999378e-01,3.907609398586301963e-01,5.066187468277815187e-01,4.338301644764639420e-01
-6.693750000000000533e-01,4.087760775362624388e-01,5.269983985236975643e-01,4.522365877433018877e-01
-6.431249999999999467e-01,4.231107328388492017e-01,5.446470845648442305e-01,4.691946296638474512e-01
-6.168750000000000622e-01,4.400844091533409608e-01,5.496830122517250006e-01,4.873426446686142666e-01
-5.906249999999999556e-01,4.572761411383845509e-01,5.662468490195969872e-01,5.040018063485349753e-01
-5.643749999999999600e-01,4.665291561147845156e-01,5.775445131458675219e-01,5.274648491839858400e-01
-5.381249999999999645e-01,4.778522552012802738e-01,5.934828007630400526e-01,5.413841788076393380e-01
-5.118749999999999689e-01,5.005282905681570638e-01,6.042425506152228065e-01,5.512760368351591334e-01
-4.856249999999999734e-01,5.213492033790718683e-01,6.098294126670492643e-01,5.684353728020090646e-01
-4.593749999999999778e-01,5.314702174062436724e-01,6.147984413365127354e-01,5.769150902562085736e-01
-4.331249999999999822e-01,5.486211539337103593e-01,6.342760063094181611e-01,5.978063479062812879e-01
-4.068749999999999867e-01,5.589131808234620857e-01,6.342503990175669681e-01,6.031552289567431169e-01
-3.806249999999999911e-01,5.802757404092431237e-01,6.495949080330007952e-01,6.228531265812038420e-01
-3.543749999999999956e-01,5.926714448723904294e-01,6.617157326088257685e-01,6.327519482516904548e-01
-3.281250000000000000e-01,6.096265110146183996e-01,6.679516372299140192e-01,6.477259967803067342e-01
-3.018749999999999489e-01,6.239021314949252384e-01,6.759087472272892194e-01,6.712319837310678494e-01
-2.756249999999999534e-01,6.339821127601596995e-01,6.895890980219735455e-01,6.798825839074129629e-01
-2.493749999999999578e-01,6.443552560124019557e-01,6.958090605296173292e-01,6.906751092636217448e-01
