# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.560255037580294581e-02,1.511830719124342311e-02,1.619657833562614113e-02
-1.096093750000000000e+01,1.634493578336146738e-02,1.642245738703945399e-02,1.677803735648935105e-02
-1.060156250000000000e+01,1.720658102084392238e-02,1.736166962610138226e-02,1.727658264589719550e-02
-1.024218750000000000e+01,1.766580476136097450e-02,1.909951787073449481e-02,1.871504534289390731e-02
-9.882812500000000000e+00,1.899203552847567381e-02,1.953035019798558120e-02,2.065258245382294369e-02
-9.523437500000000000e+00,2.050240498068689118e-02,2.066824863773880291e-02,2.134721747168849201e-02
-9.164062500000000000e+00,2.197647978675133784e-02,2.194660290365451141e-02,2.230145431060963704e-02
-8.804687500000000000e+00,2.264967069841290065e-02,2.245147657029780697e-02,2.426027796730347019e-02
-8.445312500000000000e+00,2.407408094933468842e-02,2.633143455228620020e-02,2.632055219299548818e-02
-8.085937500000000000e+00,2.632736676346849117e-02,2.634586732990871691e-02,2.754848451681607066e-02
-7.726562500000000000e+00,2.643179449050953381e-02,2.822264725695385751e-02,2.816137459939684756e-02
-7.367187500000000000e+00,2.913095699395534463e-02,3.005756365306410174e-02,3.038963526153373035e-02
-7.007812500000000000e+00,3.059005740481978222e-02,3.121313567616375989e-02,3.242836006050243275e-02
-6.648437500000000000e+00,3.162823105484052072e-02,3.332242429324518834e-02,3.439286965075256247e-02
-6.289062500000000000e+00,3.517681993726057971e-02,3.520465993640412017e-02,3.398011576695526836e-02
-5.929687500000000000e+00,3.616232117001082907e-02,3.762966129857529818e-02,3.804143402473768310e-02
-5.570312500000000000e+00,3.933259332408113595e-02,4.208981030069967183e-02,3.942683085310344504e-02
-5.210937500000000000e+00,4.042635162126681503e-02,4.291880751166980007e-02,4.341250000051793262e-02
-4.851562500000000000e+00,4.388869317239486173e-02,4.641774482630219023e-02,4.452502513285920560e-02
-4.492187500000000000e+00,4.768792383370017846e-02,4.812062472833218002e-02,4.651810249338329817e-02
-4.132812500000000000e+00,5.028511086219467768e-02,5.044808014998501677e-02,5.217773612200612282e-02
-3.773437500000000000e+00,4.988450839658790936e-02,5.388160222680718481e-02,5.651129708742273772e-02
-3.414062500000000000e+00,5.434682816479764755e-02,5.769728213468508504e-02,6.009743956962929762e-02
-3.054687500000000000e+00,5.742917633567971164e-02,6.296124276089321015e-02,6.373925326334184405e-02
-2.695312500000000000e+00,6.137474370210222602e-02,6.481713630901428380e-02,6.395360374184673458e-02
-2.335937500000000000e+00,6.859863462569315562e-02,6.949329603613996209e-02,6.781089271063665824e-02
-1.976562500000000000e+00,7.065697589009357904e-02,7.177958434753961559e-02,7.248487520193853950e-02
-1.617187500000000000e+00,7.539236996335742236e-02,7.216360642989530505e-02,7.354617435484790688e-02
-1.257812500000000000e+00,8.124825976217887880e-02,7.452300976467071680e-02,7.714744680850581238e-02
-8.984375000000000000e-01,8.344651469757519147e-02,8.017435694438773686e-02,7.803149419038542256e-02
-5.390625000000000000e-01,8.649039772885347421e-02,8.170764616942392811e-02,7.983668294132315046e-02
-1.796875000000000000e-01,8.880944609527126332e-02,8.108602898329801689e-02,7.948781401592171225e-02
