# value,p_norm_ratio
3.906250000000000000e-02,5.945377870065066822e-02
1.171875000000000000e-01,2.706699602183266218e-01
1.953125000000000000e-01,4.714186367561637447e-01
2.734375000000000000e-01,6.316408659843399942e-01
3.515625000000000000e-01,7.433372439378365115e-01
4.296875000000000000e-01,8.286634045987762986e-01
5.078125000000000000e-01,8.768175380296316934e-01
5.859375000000000000e-01,8.894218419588652003e-01
6.640625000000000000e-01,8.784111271312825542e-01
7.421875000000000000e-01,8.299791631904437361e-01
8.203125000000000000e-01,7.858444013519685356e-01
8.984375000000000000e-01,7.225768366070367543e-01
9.765625000000000000e-01,6.439243871276993936e-01
1.054687500000000000e+00,5.664897595717707235e-01
1.132812500000000000e+00,4.983037424448772956e-01
1.210937500000000000e+00,4.321069463931698773e-01
1.289062500000000000e+00,3.697250598086576079e-01
1.367187500000000000e+00,3.190977608282721811e-01
1.445312500000000000e+00,2.675387305587551556e-01
1.523437500000000000e+00,2.294848155306983273e-01
1.601562500000000000e+00,1.964361017841076695e-01
1.679687500000000000e+00,1.667702561030332820e-01
1.757812500000000000e+00,1.421272186975450491e-01
1.835937500000000000e+00,1.227293090020141614e-01
1.914062500000000000e+00,1.066991172746282746e-01
1.992187500000000000e+00,9.182540147516141116e-02
2.070312500000000000e+00,7.997450924561717855e-02
2.148437500000000000e+00,6.734874107814840805e-02
2.226562500000000000e+00,5.989140611851868912e-02
2.304687500000000000e+00,5.244892045823553589e-02
2.382812500000000000e+00,4.667658302770822526e-02
2.460937500000000000e+00,4.118357393678880041e-02
2.539062500000000000e+00,3.549057919860731936e-02
2.617187500000000000e+00,3.073072508818305848e-02
2.695312500000000000e+00,2.691271751973753693e-02
2.773437500000000000e+00,2.311531573743212317e-02
2.851562500000000000e+00,2.081219440954905006e-02
2.929687500000000000e+00,1.812681610027612120e-02
3.007812500000000000e+00,1.581035473777876732e-02
3.085937500000000000e+00,1.409756961110380374e-02
3.164062500000000000e+00,1.273482214306296059e-02
3.242187500000000000e+00,1.042034873504783972e-02
3.320312500000000000e+00,9.880362729979835432e-03
3.398437500000000000e+00,9.059612576596494382e-03
3.476562500000000000e+00,8.477523540793244217e-03
3.554687500000000000e+00,8.186913928983595434e-03
3.632812500000000000e+00,7.596638077390452728e-03
3.710937500000000000e+00,7.233420753539467757e-03
3.789062500000000000e+00,6.253391237752762427e-03
3.867187500000000000e+00,5.820981406586480875e-03
3.945312500000000000e+00,5.190817705746169318e-03
4.023437500000000000e+00,4.139122523491577631e-03
4.101562500000000000e+00,3.808268255723487161e-03
4.179687500000000000e+00,3.486586478209367790e-03
4.257812500000000000e+00,3.075921377604481227e-03
4.335937500000000000e+00,3.136911486461103644e-03
4.414062500000000000e+00,2.835828555816997769e-03
4.492187500000000000e+00,2.514430957609942955e-03
4.570312500000000000e+00,2.555618749944477998e-03
4.648437500000000000e+00,2.454615995742252810e-03
4.726562500000000000e+00,2.084940753533325551e-03
4.804687500000000000e+00,1.542900833326368024e-03
4.882812500000000000e+00,1.743214479504733103e-03
4.960937500000000000e+00,1.653395384223993762e-03
