# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.694114575567722686e-02,1.717639226809928796e-02,1.748448525836754364e-02
-1.096093750000000000e+01,1.771793014369466013e-02,1.820767494878847148e-02,1.852792671609093320e-02
-1.060156250000000000e+01,1.871589278841032794e-02,1.909461217097004060e-02,1.957559736554001159e-02
-1.024218750000000000e+01,2.005673530541890459e-02,2.014489188028363575e-02,2.058434591243161679e-02
-9.882812500000000000e+00,2.096248435010836589e-02,2.124237541840616472e-02,2.165848968127915067e-02
-9.523437500000000000e+00,2.217127145868598090e-02,2.240003916534126852e-02,2.298342098784928594e-02
-9.164062500000000000e+00,2.345314914938788006e-02,2.351413469021058564e-02,2.433955358330039051e-02
-8.804687500000000000e+00,2.476371177565809753e-02,2.473605677289938964e-02,2.544926464176814479e-02
-8.445312500000000000e+00,2.644554721911006323e-02,2.612077642866145188e-02,2.707461841405645053e-02
-8.085937500000000000e+00,2.786546439898428956e-02,2.781009206819401794e-02,2.844120323011253143e-02
-7.726562500000000000e+00,2.958808955670864244e-02,2.956333497335028940e-02,2.991621178044467921e-02
-7.367187500000000000e+00,3.093521736364760605e-02,3.119655594357483366e-02,3.159553963531950421e-02
-7.007812500000000000e+00,3.242050468136328800e-02,3.289699767861123392e-02,3.343485761626693170e-02
-6.648437500000000000e+00,3.420074503539419219e-02,3.445777373131973798e-02,3.506414146277345850e-02
-6.289062500000000000e+00,3.623535189327251743e-02,3.644210300275171205e-02,3.694737726255156035e-02
-5.929687500000000000e+00,3.808523390448492058e-02,3.850466277961807349e-02,3.864085621850804619e-02
-5.570312500000000000e+00,4.022846450354850001e-02,4.049985834522378675e-02,4.100763681082579548e-02
-5.210937500000000000e+00,4.248503544953924349e-02,4.260942045844320208e-02,4.363533886627435354e-02
-4.851562500000000000e+00,4.465816802353148735e-02,4.510608876091951741e-02,4.603831935645733703e-02
-4.492187500000000000e+00,4.694755787738966180e-02,4.791532695870734382e-02,4.879084728568860996e-02
-4.132812500000000000e+00,4.958341973750167442e-02,5.101620637288448168e-02,5.161812367202492369e-02
-3.773437500000000000e+00,5.257606376080878330e-02,5.373011956947693762e-02,5.413769827833463111e-02
-3.414062500000000000e+00,5.560926089051114463e-02,5.621823319896725180e-02,5.670148466080274230e-02
-3.054687500000000000e+00,5.912531110027542669e-02,5.919940750512481947e-02,5.901037205266457947e-02
-2.695312500000000000e+00,6.163289065848629594e-02,6.172047079362621980e-02,6.239822106698107024e-02
-2.335937500000000000e+00,6.544359184775908056e-02,6.457941427629873554e-02,6.554840161629239825e-02
-1.976562500000000000e+00,6.892648451615070171e-02,6.740862484350686190e-02,6.800604049688298292e-02
-1.617187500000000000e+00,7.177644120030644836e-02,7.043519569910410005e-02,7.029162617166806459e-02
-1.257812500000000000e+00,7.528969746858199530e-02,7.338642289266850138e-02,7.269617967501663947e-02
-8.984375000000000000e-01,7.802774948250817966e-02,7.538761493904877486e-02,7.509892035109255737e-02
-5.390625000000000000e-01,7.907238644550557138e-02,7.739301308490235953e-02,7.700450587239483780e-02
-1.796875000000000000e-01,8.057201464265176249e-02,7.792069946471424924e-02,7.841079739843404006e-02
1.796875000000000000e-01,8.099829543865459669e-02,7.829550569344714828e-02,7.872950081783258724e-02
5.390625000000000000e-01,8.006709930679448139e-02,7.692228872317163901e-02,7.731789230571174676e-02
8.984375000000000000e-01,7.747135399373315801e-02,7.481610588351414459e-02,7.514524147300255530e-02
1.257812500000000000e+00,7.442398472270470022e-02,7.228018754428333636e-02,7.263529869440109310e-02
1.617187500000000000e+00,7.143614927193302211e-02,7.029782021833037853e-02,6.927134437786149068e-02
1.976562500000000000e+00,6.816421644751846642e-02,6.767884769442096549e-02,6.620739900937112898e-02
2.335937500000000000e+00,6.491213973533647985e-02,6.527628485330297381e-02,6.408379507526597296e-02
2.695312500000000000e+00,6.243355421493926305e-02,6.198851828673324071e-02,6.124527996508215971e-02
3.054687500000000000e+00,5.933539282641626250e-02,5.893780205654392673e-02,5.861152917578609650e-02
3.414062500000000000e+00,5.594940863314961516e-02,5.609989790077798272e-02,5.532819400092190559e-02
3.773437500000000000e+00,5.309720784323676557e-02,5.319532067629139521e-02,5.273074960976623787e-02
4.132812500000000000e+00,5.038900309582266396e-02,5.040421794410090278e-02,5.014992697056373794e-02
4.492187500000000000e+00,4.728396480973631744e-02,4.789183833447719502e-02,4.748114442783378519e-02
4.851562500000000000e+00,4.489150453007278996e-02,4.594635619724040526e-02,4.503602108365861029e-02
5.210937500000000000e+00,4.210408001252850807e-02,4.350099437719873174e-02,4.270251679313716298e-02
5.570312500000000000e+00,4.000796929489638942e-02,4.109520352436142610e-02,4.068299078986728490e-02
5.929687500000000000e+00,3.803808590366850040e-02,3.876851313215521483e-02,3.827139263572904015e-02
6.289062500000000000e+00,3.569129477082078755e-02,3.685215425007833112e-02,3.613289585518834890e-02
6.648437500000000000e+00,3.404056119349910259e-02,3.482009386343268981e-02,3.438158808887819412e-02
7.007812500000000000e+00,3.219035558000723357e-02,3.316508447033398449e-02,3.275184840560767946e-02
7.367187500000000000e+00,3.058450228190185555e-02,3.139287297006360805e-02,3.106729896209770719e-02
7.726562500000000000e+00,2.902844143226914614e-02,2.945714482673147949e-02,2.952586119764757239e-02
8.085937500000000000e+00,2.740355882090092857e-02,2.796315487446123307e-02,2.777430611211417419e-02
8.445312500000000000e+00,2.591586854050567656e-02,2.703303155655112713e-02,2.615051455823786189e-02
8.804687500000000000e+00,2.470052480135808901e-02,2.543460141057383647e-02,2.482178337064684659e-02
9.164062500000000000e+00,2.317727665194528608e-02,2.416763586275613371e-02,2.359331241448530195e-02
9.523437500000000000e+00,2.217125799116415746e-02,2.286337902623838264e-02,2.230923082597781673e-02
9.882812500000000000e+00,2.085134526894811755e-02,2.167843732793515651e-02,2.126341991067198095e-02
1.024218750000000000e+01,1.984889580556266353e-02,2.059368844277990190e-02,2.022764224857786369e-02
1.060156250000000000e+01,1.883073220184234078e-02,1.954779091852223635e-02,1.931087759843733501e-02
1.096093750000000000e+01,1.778461977900702012e-02,1.855574596995669331e-02,1.822149992381058570e-02
1.132031250000000000e+01,1.687303806623498617e-02,1.765358575670922942e-02,1.733399557550516917e-02
