# value,p_norm_ratio
3.906250000000000000e-02,6.642400012689793354e-02
1.171875000000000000e-01,3.025341904573475849e-01
1.953125000000000000e-01,5.222728269036674975e-01
2.734375000000000000e-01,6.921374882459423450e-01
3.515625000000000000e-01,8.032425211726605951e-01
4.296875000000000000e-01,8.676257450341013922e-01
5.078125000000000000e-01,8.983644465497347964e-01
5.859375000000000000e-01,8.930980876282329506e-01
6.640625000000000000e-01,8.657853773559773813e-01
7.421875000000000000e-01,8.191232395513468045e-01
8.203125000000000000e-01,7.560613115263987716e-01
8.984375000000000000e-01,6.800323188890542436e-01
9.765625000000000000e-01,6.067006650737745144e-01
1.054687500000000000e+00,5.310929417470832137e-01
1.132812500000000000e+00,4.610399746746071670e-01
1.210937500000000000e+00,4.008941184573620586e-01
1.289062500000000000e+00,3.464345519893740066e-01
1.367187500000000000e+00,3.002295963052388217e-01
1.445312500000000000e+00,2.579932652483052369e-01
1.523437500000000000e+00,2.212280414657014083e-01
1.601562500000000000e+00,1.895343604338928789e-01
1.679687500000000000e+00,1.634019176519730387e-01
1.757812500000000000e+00,1.414584334596278303e-01
1.835937500000000000e+00,1.226010615054514696e-01
1.914062500000000000e+00,1.054474681923288082e-01
1.992187500000000000e+00,9.186298682971501262e-02
2.070312500000000000e+00,8.030599637388115275e-02
2.148437500000000000e+00,7.063660002516661263e-02
2.226562500000000000e+00,6.115756561739323777e-02
2.304687500000000000e+00,5.397470357461878199e-02
2.382812500000000000e+00,4.733446119317319400e-02
2.460937500000000000e+00,4.147048141591570813e-02
2.539062500000000000e+00,3.670444908287540803e-02
2.617187500000000000e+00,3.256480799046769514e-02
2.695312500000000000e+00,2.852562892966562652e-02
2.773437500000000000e+00,2.510250133157345548e-02
2.851562500000000000e+00,2.244387402635041051e-02
2.929687500000000000e+00,1.996732601863513909e-02
3.007812500000000000e+00,1.786079430539351878e-02
3.085937500000000000e+00,1.598025913945110704e-02
3.164062500000000000e+00,1.435409464579197672e-02
3.242187500000000000e+00,1.282876970876573736e-02
3.320312500000000000e+00,1.161245193364015757e-02
3.398437500000000000e+00,1.047121352570671432e-02
3.476562500000000000e+00,9.587239918228509725e-03
3.554687500000000000e+00,8.619030085637455207e-03
3.632812500000000000e+00,7.732075099644384469e-03
3.710937500000000000e+00,7.156998402111578762e-03
3.789062500000000000e+00,6.428531424374014577e-03
3.867187500000000000e+00,5.864128605935917463e-03
3.945312500000000000e+00,5.266543858246767323e-03
4.023437500000000000e+00,4.912565531895475394e-03
4.101562500000000000e+00,4.434049445652301323e-03
4.179687500000000000e+00,4.011993648272230324e-03
4.257812500000000000e+00,3.669970123338214037e-03
4.335937500000000000e+00,3.309171607998282437e-03
4.414062500000000000e+00,3.099947812567073555e-03
4.492187500000000000e+00,2.867631941437617793e-03
4.570312500000000000e+00,2.623254325501849643e-03
4.648437500000000000e+00,2.489836522277142153e-03
4.726562500000000000e+00,2.269408997664206992e-03
4.804687500000000000e+00,2.010649999339400498e-03
4.882812500000000000e+00,1.918589917664472681e-03
4.960937500000000000e+00,1.811467417956710022e-03
