# value,p_norm_ratio
3.906250000000000000e-02,6.992837379559727062e-02
1.171875000000000000e-01,3.251440866770483606e-01
1.953125000000000000e-01,5.880655496178627262e-01
2.734375000000000000e-01,7.450592422632039691e-01
3.515625000000000000e-01,8.700735538812864878e-01
4.296875000000000000e-01,9.401828138285155401e-01
5.078125000000000000e-01,9.824905278034704592e-01
5.859375000000000000e-01,9.683240078635360071e-01
6.640625000000000000e-01,9.288240853495901561e-01
7.421875000000000000e-01,8.881819169773585987e-01
8.203125000000000000e-01,8.133209847294624595e-01
8.984375000000000000e-01,7.274622359187705722e-01
9.765625000000000000e-01,6.156290551505098074e-01
1.054687500000000000e+00,5.218312069992115942e-01
1.132812500000000000e+00,4.443858971487139042e-01
1.210937500000000000e+00,3.815798489959212891e-01
1.289062500000000000e+00,3.095721858145432659e-01
1.367187500000000000e+00,2.547998591013732050e-01
1.445312500000000000e+00,2.151009413352263366e-01
1.523437500000000000e+00,1.760518821634310116e-01
1.601562500000000000e+00,1.509572984745455870e-01
1.679687500000000000e+00,1.282600196434573459e-01
1.757812500000000000e+00,1.014007000068698205e-01
1.835937500000000000e+00,9.119740998890765726e-02
1.914062500000000000e+00,7.548182447549217633e-02
1.992187500000000000e+00,6.207213792988885981e-02
2.070312500000000000e+00,5.391497142234290274e-02
2.148437500000000000e+00,4.424948481759783531e-02
2.226562500000000000e+00,3.772441124169505916e-02
2.304687500000000000e+00,3.576399867787155573e-02
2.382812500000000000e+00,2.892074574669164719e-02
2.460937500000000000e+00,2.419216050071272897e-02
2.539062500000000000e+00,2.006623546931624383e-02
2.617187500000000000e+00,1.921463657810942860e-02
2.695312500000000000e+00,1.529639261185580107e-02
2.773437500000000000e+00,1.762003194289664398e-02
2.851562500000000000e+00,1.436858800331503212e-02
2.929687500000000000e+00,1.113494588318589794e-02
3.007812500000000000e+00,1.008836687972518124e-02
3.085937500000000000e+00,9.330755039896887482e-03
3.164062500000000000e+00,8.288641855355204438e-03
3.242187500000000000e+00,7.691717554980530107e-03
3.320312500000000000e+00,7.047758758100818553e-03
3.398437500000000000e+00,6.127574721293450530e-03
3.476562500000000000e+00,4.888617252380317649e-03
3.554687500000000000e+00,5.448073741732460500e-03
3.632812500000000000e+00,3.843943391852966580e-03
3.710937500000000000e+00,3.447714632532235951e-03
3.789062500000000000e+00,3.923959395053606448e-03
3.867187500000000000e+00,3.361307182071330245e-03
3.945312500000000000e+00,4.083991401454887052e-03
4.023437500000000000e+00,3.444498423494217389e-03
4.101562500000000000e+00,2.721814204110660149e-03
4.179687500000000000e+00,3.203815366247848503e-03
4.257812500000000000e+00,2.641163153265570565e-03
4.335937500000000000e+00,2.241083137262371659e-03
4.414062500000000000e+00,1.720344068813763018e-03
4.492187500000000000e+00,1.720979116458212516e-03
4.570312500000000000e+00,1.160232046409282423e-03
4.648437500000000000e+00,1.160867094053732139e-03
4.726562500000000000e+00,1.242788240187720720e-03
4.804687500000000000e+00,1.242788240187720720e-03
4.882812500000000000e+00,8.001600320064014994e-04
4.960937500000000000e+00,1.282796241788040654e-03
