# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,3.173505801200433019e-01,4.262036028123163400e-01,3.570039334203991555e-01
-8.006249999999999201e-01,3.318228205777262185e-01,4.422031634142721823e-01,3.754800014939855823e-01
-7.743750000000000355e-01,3.531458425713887572e-01,4.466780582596951432e-01,3.855506661692804093e-01
-7.481249999999999289e-01,3.703683331279702395e-01,4.689619241181786080e-01,4.030717676972326857e-01
-7.218750000000000444e-01,3.917009199807738318e-01,4.871586306239210074e-01,4.214593330459436848e-01
-6.956249999999999378e-01,4.055981804628525089e-01,5.033849695818293224e-01,4.332176895666616789e-01
-6.693750000000000533e-01,4.143700468687327443e-01,5.108923984889890413e-01,4.477577144166557388e-01
-6.431249999999999467e-01,4.277561766954904865e-01,5.313169468341677470e-01,4.622832132740268829e-01
-6.168750000000000622e-01,4.380828192416706957e-01,5.435786023793852673e-01,4.764877016937362764e-01
-5.906249999999999556e-01,4.629378338607774701e-01,5.570343518565656904e-01,4.910568466912774155e-01
-5.643749999999999600e-01,4.901233226860324810e-01,5.765414237254891106e-01,5.104335398230960275e-01
-5.381249999999999645e-01,5.010502656629735041e-01,5.806869909670875352e-01,5.261513517712640420e-01
-5.118749999999999689e-01,5.149893136739712718e-01,5.875115343805544788e-01,5.468386415100889852e-01
-4.856249999999999734e-01,5.315877034834208814e-01,5.998981887926215784e-01,5.686042196699433449e-01
-4.593749999999999778e-01,5.441715322653046805e-01,6.205296554110620866e-01,5.793637311688196734e-01
-4.331249999999999822e-01,5.615144947673064157e-01,6.315471905369715033e-01,5.983008863728982440e-01
-4.068749999999999867e-01,5.853977927366916800e-01,6.413597683099278024e-01,6.140269089899219601e-01
-3.806249999999999911e-01,5.981880257950283886e-01,6.459226021552851860e-01,6.319175690637184317e-01
-3.543749999999999956e-01,6.066574371175285085e-01,6.559572403024106491e-01,6.460109840156934569e-01
-3.281250000000000000e-01,6.223614359189297840e-01,6.696621151677683015e-01,6.426573634743176777e-01
-3.018749999999999489e-01,6.311295369056801885e-01,6.719580656913876071e-01,6.495594296005625656e-01
-2.756249999999999534e-01,6.388340491182875613e-01,6.823215251593477415e-01,6.632472772934127070e-01
-2.493749999999999578e-01,6.569903736396023319e-01,6.966333437144079932e-01,6.808540068486607089e-01
-2.231249999999999623e-01,6.666175354713587131e-01,6.979207158482721995e-01,6.845965750115927673e-01
-1.968749999999999667e-01,6.738214086864062757e-01,6.995276302864055218e-01,7.067984070283743758e-01
-1.706249999999999711e-01,6.811068004522028430e-01,7.016131231291007353e-01,7.100786599886289574e-01
-1.443749999999999756e-01,6.924887896010673005e-01,7.105781213303388189e-01,7.180349629579622084e-01
-1.181249999999999800e-01,7.063339438774113299e-01,7.115671793177972271e-01,7.234726009260743496e-01
-9.187499999999998446e-02,7.214800195401704919e-01,7.054129012490615303e-01,7.308587659299748962e-01
-6.562499999999998890e-02,7.244493260785658251e-01,7.080406222597706023e-01,7.461205295567822082e-01
-3.937499999999999334e-02,7.344164250199698429e-01,7.128790490654983714e-01,7.457682190626390151e-01
-1.312499999999999778e-02,7.460780071315218365e-01,7.168826978121207727e-01,7.432322988304952416e-01
1.312499999999999778e-02,7.383000001771897747e-01,7.080612705662753248e-01,7.466389467893262966e-01
3.937499999999999334e-02,7.387558367087380118e-01,6.993033223940123833e-01,7.417182217259771226e-01
6.562499999999998890e-02,7.498199242749995497e-01,6.890695145387624176e-01,7.395201127108634864e-01
9.187499999999998446e-02,7.590332321477781807e-01,6.871580535573512671e-01,7.392540571173887853e-01
1.181249999999999800e-01,7.476489446888436863e-01,6.881686136501048434e-01,7.312694320066072118e-01
1.443749999999999756e-01,7.558479580717634150e-01,6.830202650425424293e-01,7.319769208317808973e-01
1.706249999999999711e-01,7.479101380036110580e-01,6.763419423757734972e-01,7.281898431188468246e-01
1.968750000000000222e-01,7.414180899446256578e-01,6.670550128778051091e-01,7.224129801999000788e-01
2.231250000000000178e-01,7.365617773396023749e-01,6.643279263995556239e-01,7.081737153861009659e-01
2.493750000000000133e-01,7.295363358460946746e-01,6.543461493221118808e-01,7.017101520425370609e-01
2.756250000000000089e-01,7.196272850006826260e-01,6.404811920444031248e-01,6.922516285679364278e-01
3.018750000000000044e-01,7.190812805756600090e-01,6.319676010079112727e-01,6.830528380801534905e-01
