# value,p_w
8.984375000000000000e-02,3.434077376585047549e-04
2.695312500000000000e-01,2.144771794879402928e-03
4.492187500000000000e-01,5.461078022818251047e-03
6.289062500000000000e-01,9.805956406091666591e-03
8.085937500000000000e-01,1.455871667903539321e-02
9.882812500000000000e-01,2.219030020994162966e-02
1.167968750000000000e+00,2.642332473397281806e-02
1.347656250000000000e+00,3.363782253348567702e-02
1.527343750000000000e+00,4.020572778120880958e-02
1.707031250000000000e+00,4.845770840166844368e-02
1.886718750000000000e+00,5.235790389842508163e-02
2.066406250000000000e+00,6.056483346368225079e-02
2.246093750000000000e+00,6.312573797740901604e-02
2.425781250000000000e+00,6.690668564754922998e-02
2.605468750000000000e+00,7.190518261730458049e-02
2.785156250000000000e+00,7.774442251406718518e-02
2.964843750000000000e+00,8.331350144624369292e-02
3.144531250000000000e+00,8.700927766417237974e-02
3.324218750000000000e+00,9.079968637376956142e-02
3.503906250000000000e+00,9.320695889621108399e-02
3.683593750000000000e+00,9.784951480815846925e-02
3.863281250000000000e+00,1.027231968935252565e-01
4.042968750000000000e+00,1.041078493608734862e-01
4.222656250000000000e+00,1.047037076698376090e-01
4.402343750000000000e+00,1.085809644985388372e-01
4.582031250000000000e+00,1.081974103029207657e-01
4.761718750000000000e+00,1.111582810596967175e-01
4.941406250000000000e+00,1.134434337033545792e-01
5.121093750000000000e+00,1.139183162908391916e-01
5.300781250000000000e+00,1.147266907820105597e-01
5.480468750000000000e+00,1.152073827192650474e-01
5.660156250000000000e+00,1.168664045193194140e-01
5.839843750000000000e+00,1.191612955769402182e-01
6.019531250000000000e+00,1.183491033528082936e-01
6.199218750000000000e+00,1.172050356285730677e-01
6.378906250000000000e+00,1.174001023164866070e-01
6.558593750000000000e+00,1.172424017468753354e-01
6.738281250000000000e+00,1.166389336781655656e-01
6.917968750000000000e+00,1.165786657358750950e-01
7.097656250000000000e+00,1.149003072552456928e-01
7.277343750000000000e+00,1.115320192552721745e-01
7.457031250000000000e+00,1.126096958051641117e-01
7.636718750000000000e+00,1.111454282362595025e-01
7.816406250000000000e+00,1.094371179407862132e-01
7.996093750000000000e+00,1.101719907405130094e-01
8.175781250000000000e+00,1.106110630234448666e-01
8.355468750000000000e+00,1.083992605232566436e-01
8.535156250000000000e+00,1.072715898731356476e-01
8.714843750000000000e+00,1.051383601797365730e-01
8.894531250000000000e+00,1.047902630990905221e-01
9.074218750000000000e+00,1.003252038599379420e-01
9.253906250000000000e+00,1.000720358957763595e-01
9.433593750000000000e+00,9.739750994085936975e-02
9.613281250000000000e+00,9.596037644736672700e-02
9.792968750000000000e+00,9.500410041653997717e-02
9.972656250000000000e+00,9.357299328855959997e-02
1.015234375000000000e+01,8.973440512062776098e-02
1.033203125000000000e+01,8.871131017876966729e-02
1.051171875000000000e+01,9.073639554001718122e-02
1.069140625000000000e+01,8.661821369107462754e-02
1.087109375000000000e+01,8.722756588670392552e-02
1.105078125000000000e+01,8.593115453119418157e-02
1.123046875000000000e+01,8.318677066947324783e-02
1.141015625000000000e+01,8.051056446186774518e-02
