# value,p_norm_ratio
3.906250000000000000e-02,5.563734199121547069e-02
1.171875000000000000e-01,2.518207911026406620e-01
1.953125000000000000e-01,4.523490753990919155e-01
2.734375000000000000e-01,6.044417409554240228e-01
3.515625000000000000e-01,7.213973320941632350e-01
4.296875000000000000e-01,7.963892616828859294e-01
5.078125000000000000e-01,8.416054135452214480e-01
5.859375000000000000e-01,8.674652692048508973e-01
6.640625000000000000e-01,8.549664318262668594e-01
7.421875000000000000e-01,8.224274984194113181e-01
8.203125000000000000e-01,7.722516465615931747e-01
8.984375000000000000e-01,7.082501173688549034e-01
9.765625000000000000e-01,6.385733263048839481e-01
1.054687500000000000e+00,5.685716632598576403e-01
1.132812500000000000e+00,4.989640714526404897e-01
1.210937500000000000e+00,4.378893321826459739e-01
1.289062500000000000e+00,3.791542855683461832e-01
1.367187500000000000e+00,3.263661104324416251e-01
1.445312500000000000e+00,2.823774463976833071e-01
1.523437500000000000e+00,2.439185031653390567e-01
1.601562500000000000e+00,2.099731409535702531e-01
1.679687500000000000e+00,1.788513224671040291e-01
1.757812500000000000e+00,1.561797355739898419e-01
1.835937500000000000e+00,1.356091094776303296e-01
1.914062500000000000e+00,1.175440029633075950e-01
1.992187500000000000e+00,1.020200562446693798e-01
2.070312500000000000e+00,8.877576328345444800e-02
2.148437500000000000e+00,7.704144305917033642e-02
2.226562500000000000e+00,6.751798172298430212e-02
2.304687500000000000e+00,5.957039636229219393e-02
2.382812500000000000e+00,5.239952037320512457e-02
2.460937500000000000e+00,4.642579177608121416e-02
2.539062500000000000e+00,4.118076210434275936e-02
2.617187500000000000e+00,3.602710710461903137e-02
2.695312500000000000e+00,3.240749119245739385e-02
2.773437500000000000e+00,2.890802926348558580e-02
2.851562500000000000e+00,2.619521524745545282e-02
2.929687500000000000e+00,2.280847396654228643e-02
3.007812500000000000e+00,2.047451863902072233e-02
3.085937500000000000e+00,1.842730346663335947e-02
3.164062500000000000e+00,1.635853810145380255e-02
3.242187500000000000e+00,1.468237087968006158e-02
3.320312500000000000e+00,1.318863564999492484e-02
3.398437500000000000e+00,1.191980627123152316e-02
3.476562500000000000e+00,1.067614792370679029e-02
3.554687500000000000e+00,9.512597467544193705e-03
3.632812500000000000e+00,8.764984412780747053e-03
3.710937500000000000e+00,7.936178072708362230e-03
3.789062500000000000e+00,7.136006877636664157e-03
3.867187500000000000e+00,6.566470413724852587e-03
3.945312500000000000e+00,6.000667127360105428e-03
4.023437500000000000e+00,5.607218949815320763e-03
4.101562500000000000e+00,4.900421501414745952e-03
4.179687500000000000e+00,4.559501295421287785e-03
4.257812500000000000e+00,4.137784944066813693e-03
4.335937500000000000e+00,3.709954357778344394e-03
4.414062500000000000e+00,3.512607964659617433e-03
4.492187500000000000e+00,3.157317613474769878e-03
4.570312500000000000e+00,2.963726608796673091e-03
4.648437500000000000e+00,2.689860789205766357e-03
4.726562500000000000e+00,2.474360821496634708e-03
4.804687500000000000e+00,2.322099058814701585e-03
4.882812500000000000e+00,2.108363229347417610e-03
4.960937500000000000e+00,1.960555510415412737e-03
