# value,p_norm_ratio
3.906250000000000000e-02,7.395588692751171866e-02
1.171875000000000000e-01,3.503095908480297060e-01
1.953125000000000000e-01,6.091336444452267740e-01
2.734375000000000000e-01,7.812864160133680125e-01
3.515625000000000000e-01,8.834591291018132342e-01
4.296875000000000000e-01,9.422232833663577445e-01
5.078125000000000000e-01,9.743212544198588398e-01
5.859375000000000000e-01,9.456628857773674568e-01
6.640625000000000000e-01,9.077927003731603994e-01
7.421875000000000000e-01,8.428925928554935609e-01
8.203125000000000000e-01,7.713130337281021154e-01
8.984375000000000000e-01,7.057247599033417140e-01
9.765625000000000000e-01,6.077165253839326153e-01
1.054687500000000000e+00,5.169479364382881803e-01
1.132812500000000000e+00,4.392026587601241538e-01
1.210937500000000000e+00,3.694621361548389715e-01
1.289062500000000000e+00,3.103718541967562250e-01
1.367187500000000000e+00,2.544068465510889165e-01
1.445312500000000000e+00,2.098545464341252664e-01
1.523437500000000000e+00,1.774618108465549626e-01
1.601562500000000000e+00,1.509193390137338331e-01
1.679687500000000000e+00,1.229856826460014180e-01
1.757812500000000000e+00,1.078701557003648587e-01
1.835937500000000000e+00,9.558538435797503396e-02
1.914062500000000000e+00,8.071992278639845975e-02
1.992187500000000000e+00,6.824047861287410588e-02
2.070312500000000000e+00,5.980003988508783563e-02
2.148437500000000000e+00,5.164731871105313760e-02
2.226562500000000000e+00,4.387169292537407977e-02
2.304687500000000000e+00,3.881673416096397683e-02
2.382812500000000000e+00,3.281426382562728505e-02
2.460937500000000000e+00,3.000477207576694033e-02
2.539062500000000000e+00,2.527807148731355327e-02
2.617187500000000000e+00,2.151606972700241191e-02
2.695312500000000000e+00,2.040094654875689723e-02
2.773437500000000000e+00,1.896063800573747141e-02
2.851562500000000000e+00,1.611373990107810641e-02
2.929687500000000000e+00,1.354687732221310920e-02
3.007812500000000000e+00,1.290164843004449474e-02
3.085937500000000000e+00,1.200684581360722189e-02
3.164062500000000000e+00,1.040843089252774939e-02
3.242187500000000000e+00,8.369927953844745472e-03
3.320312500000000000e+00,7.851094028329477087e-03
3.398437500000000000e+00,7.410370963081502026e-03
3.476562500000000000e+00,6.890287427685222454e-03
3.554687500000000000e+00,6.609575883430642354e-03
3.632812500000000000e+00,5.286771640042282200e-03
3.710937500000000000e+00,5.247398686086412849e-03
3.789062500000000000e+00,4.486611608035884387e-03
3.867187500000000000e+00,4.085896544388235331e-03
3.945312500000000000e+00,4.367857698523823148e-03
4.023437500000000000e+00,3.405125469538346304e-03
4.101562500000000000e+00,3.002505262957349402e-03
4.179687500000000000e+00,3.324474418693257587e-03
4.257812500000000000e+00,2.887561639311986023e-03
4.335937500000000000e+00,2.441758192908420610e-03
4.414062500000000000e+00,2.925029450334507529e-03
4.492187500000000000e+00,2.563687340642729125e-03
4.570312500000000000e+00,2.323004283396359806e-03
4.648437500000000000e+00,1.762257213347431448e-03
4.726562500000000000e+00,2.522409243753510194e-03
4.804687500000000000e+00,1.401550151300102109e-03
4.882812500000000000e+00,1.682876257791241512e-03
4.960937500000000000e+00,1.243423287832170435e-03
