# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.528059598185083079e-02,1.664016673057751305e-02,1.745916096984924393e-02
-1.096093750000000000e+01,1.661739434697599369e-02,1.800362722023854042e-02,1.878304226017417020e-02
-1.060156250000000000e+01,1.653469897181775519e-02,1.988338002193706933e-02,1.856983847798006695e-02
-1.024218750000000000e+01,1.725575833610588569e-02,2.071394202368267642e-02,2.061211622557086731e-02
-9.882812500000000000e+00,2.038153832993511855e-02,1.994430413279812617e-02,2.196912701960051020e-02
-9.523437500000000000e+00,2.177398383685003047e-02,2.153207677607517703e-02,2.277189634385256081e-02
-9.164062500000000000e+00,2.222183336450290689e-02,2.366691228744558992e-02,2.431193511142917124e-02
-8.804687500000000000e+00,2.378697352665888262e-02,2.484761143743379960e-02,2.416215954619055362e-02
-8.445312500000000000e+00,2.479270970840647195e-02,2.556275477254564554e-02,2.727020146156611605e-02
-8.085937500000000000e+00,2.649298088343366581e-02,2.677392822626046415e-02,2.893498920688485077e-02
-7.726562500000000000e+00,2.844184878444288439e-02,2.698041325620223821e-02,3.078304825720734952e-02
-7.367187500000000000e+00,2.871291297581470003e-02,2.860030660001183084e-02,3.308160840153760024e-02
-7.007812500000000000e+00,2.907495619010833435e-02,3.189289605484583318e-02,3.445168164830111207e-02
-6.648437500000000000e+00,3.386454785958389890e-02,3.291843074423401322e-02,3.536683699257771318e-02
-6.289062500000000000e+00,3.411395749334517058e-02,3.673120346539102132e-02,3.753800806193608591e-02
-5.929687500000000000e+00,3.705709687633230304e-02,3.904956195950617936e-02,4.106274941256501942e-02
-5.570312500000000000e+00,4.001432811168518372e-02,4.248120327012391839e-02,4.298341664407812762e-02
-5.210937500000000000e+00,4.090292668840354168e-02,4.359928703915446485e-02,4.458132780446411036e-02
-4.851562500000000000e+00,4.375374280683080874e-02,4.524810988600708878e-02,4.745866402866907169e-02
-4.492187500000000000e+00,4.641634389307010972e-02,4.871482611685891417e-02,5.004390689209904652e-02
-4.132812500000000000e+00,5.107189369825505809e-02,4.990172571016663478e-02,5.273527433248417079e-02
-3.773437500000000000e+00,5.365953355651142259e-02,5.530110738812287624e-02,5.577554524393490282e-02
-3.414062500000000000e+00,5.812856833303513965e-02,5.751467930625128039e-02,5.833572946410868487e-02
-3.054687500000000000e+00,6.128568701371753247e-02,6.198746232454137306e-02,6.141196907974285496e-02
-2.695312500000000000e+00,6.654350419955373797e-02,6.228680284798929212e-02,6.301390798811942751e-02
-2.335937500000000000e+00,6.849316061107051101e-02,6.521820527049947136e-02,6.510242937348506564e-02
-1.976562500000000000e+00,7.165172654442553135e-02,6.802082460112102158e-02,6.895181398753824631e-02
-1.617187500000000000e+00,7.324054304257424097e-02,6.981584254217666763e-02,7.099088214017362786e-02
-1.257812500000000000e+00,7.712534533456628927e-02,6.998177113676884442e-02,7.389465785731071101e-02
-8.984375000000000000e-01,8.117478414451985425e-02,7.271163911407380054e-02,7.598834813642814379e-02
-5.390625000000000000e-01,8.227593002472502470e-02,7.657124328477474262e-02,7.496566139284198405e-02
-1.796875000000000000e-01,8.385153358467810347e-02,7.785845087337826820e-02,7.809773971685485261e-02
1.796875000000000000e-01,8.796200942763270081e-02,8.015910504248817403e-02,7.759041583092946004e-02
5.390625000000000000e-01,8.668328693759672077e-02,7.655109647403823825e-02,7.530013755288748889e-02
8.984375000000000000e-01,8.033993091258885555e-02,7.379800938888694817e-02,7.237428746471682994e-02
1.257812500000000000e+00,7.976316961654818238e-02,7.209195511915021670e-02,7.088587429096465664e-02
1.617187500000000000e+00,7.696039105907381828e-02,7.075883428080206872e-02,6.681043098279193515e-02
1.976562500000000000e+00,7.049666244992906783e-02,6.891392779715624362e-02,6.498054247304164976e-02
2.335937500000000000e+00,6.509902379129969829e-02,6.244224558592627317e-02,6.375773526516607947e-02
2.695312500000000000e+00,6.566476437220135354e-02,6.233663336765712937e-02,6.030145751471239352e-02
3.054687500000000000e+00,5.924049765026096620e-02,6.013702032159196076e-02,5.602168050318234727e-02
3.414062500000000000e+00,5.451858882858602595e-02,5.707781466748059612e-02,5.284754237364659712e-02
3.773437500000000000e+00,5.344370425722429208e-02,5.626033535954316073e-02,5.012681924937217176e-02
4.132812500000000000e+00,5.167414710510030706e-02,5.328718054525492798e-02,4.829876437461604749e-02
4.492187500000000000e+00,4.817047006658805447e-02,4.806344365907119082e-02,4.608371200929764488e-02
4.851562500000000000e+00,4.477880676720867592e-02,4.579399597460397098e-02,4.297274921885398113e-02
5.210937500000000000e+00,4.133913581933156001e-02,4.383981456771557372e-02,4.183568422090400835e-02
5.570312500000000000e+00,3.878650027994151595e-02,4.256212759252742117e-02,3.912042012911700478e-02
5.929687500000000000e+00,3.802236581097233337e-02,3.972119669654652213e-02,3.800813065285985060e-02
6.289062500000000000e+00,3.468907972137390272e-02,3.801064093862949189e-02,3.624184967731570312e-02
6.648437500000000000e+00,3.289164818973932397e-02,3.585361043074326154e-02,3.468238423334771975e-02
7.007812500000000000e+00,3.010898335501515505e-02,3.332084518799399708e-02,3.278991640469760410e-02
7.367187500000000000e+00,2.880585333865724740e-02,3.212541228099269341e-02,3.238051487811013235e-02
7.726562500000000000e+00,2.830979472739603153e-02,2.989057785527249322e-02,3.075125492201250671e-02
8.085937500000000000e+00,2.597040475981239951e-02,2.737803731992187461e-02,2.883351437169223014e-02
8.445312500000000000e+00,2.372707902404581556e-02,2.597126727978770963e-02,2.799214237798300017e-02
8.804687500000000000e+00,2.169896295156210908e-02,2.504754618770894947e-02,2.636777312116902333e-02
9.164062500000000000e+00,2.045439843866368734e-02,2.312398040733652793e-02,2.382572468534266061e-02
9.523437500000000000e+00,1.952294365069871113e-02,2.236225685636570107e-02,2.363323947570133629e-02
9.882812500000000000e+00,1.852874942758136328e-02,2.153363250158402478e-02,2.117360402207875414e-02
1.024218750000000000e+01,1.648496886241505519e-02,1.981539386328969726e-02,1.989526883236178781e-02
1.060156250000000000e+01,1.495732393113461713e-02,1.959944115816730434e-02,1.858237824643380748e-02
1.096093750000000000e+01,1.436696278483790175e-02,1.724848091670113520e-02,1.914016600590340636e-02
1.132031250000000000e+01,1.315474828338427347e-02,1.657813960605692902e-02,1.754290681141735045e-02
