# value,p_w
8.984375000000000000e-02,3.344354042413766521e-04
2.695312500000000000e-01,1.816220531628000420e-03
4.492187500000000000e-01,5.142324326032017556e-03
6.289062500000000000e-01,9.007000731467498800e-03
8.085937500000000000e-01,1.367827409969998333e-02
9.882812500000000000e-01,1.962669168349417612e-02
1.167968750000000000e+00,2.569011021317239504e-02
1.347656250000000000e+00,3.323148715034550393e-02
1.527343750000000000e+00,3.993240151674410515e-02
1.707031250000000000e+00,4.627263369391611258e-02
1.886718750000000000e+00,5.102328247805855421e-02
2.066406250000000000e+00,5.690061856968425813e-02
2.246093750000000000e+00,6.323313948477000956e-02
2.425781250000000000e+00,6.756698084772734536e-02
2.605468750000000000e+00,7.166598472611157566e-02
2.785156250000000000e+00,7.664274692352068818e-02
2.964843750000000000e+00,8.053219866534080951e-02
3.144531250000000000e+00,8.578083662002972121e-02
3.324218750000000000e+00,8.762096714327198554e-02
3.503906250000000000e+00,8.901048058186226963e-02
3.683593750000000000e+00,9.465239067094377567e-02
3.863281250000000000e+00,9.485992710940777117e-02
4.042968750000000000e+00,9.928739496959949895e-02
4.222656250000000000e+00,1.016574650589841533e-01
4.402343750000000000e+00,1.039822078800253236e-01
4.582031250000000000e+00,1.047705286171298072e-01
4.761718750000000000e+00,1.080989778327525463e-01
4.941406250000000000e+00,1.087420799567119928e-01
5.121093750000000000e+00,1.122272594130737794e-01
5.300781250000000000e+00,1.134569283637196641e-01
5.480468750000000000e+00,1.134296837481887366e-01
5.660156250000000000e+00,1.140155643329048424e-01
5.839843750000000000e+00,1.158140592844476152e-01
6.019531250000000000e+00,1.155978404129755222e-01
6.199218750000000000e+00,1.140246672374333609e-01
6.378906250000000000e+00,1.149669588810643406e-01
6.558593750000000000e+00,1.139818021187155722e-01
6.738281250000000000e+00,1.153696990731837568e-01
6.917968750000000000e+00,1.150605345300305810e-01
7.097656250000000000e+00,1.150415499364923211e-01
7.277343750000000000e+00,1.146622196553242490e-01
7.457031250000000000e+00,1.129030050933813589e-01
7.636718750000000000e+00,1.138005734596860552e-01
7.816406250000000000e+00,1.097740790789214910e-01
7.996093750000000000e+00,1.100757716915999607e-01
8.175781250000000000e+00,1.086841074070294122e-01
8.355468750000000000e+00,1.073357865970838848e-01
8.535156250000000000e+00,1.069749132082925130e-01
8.714843750000000000e+00,1.067650509768894029e-01
8.894531250000000000e+00,1.058236276834054468e-01
9.074218750000000000e+00,1.058236748428645346e-01
9.253906250000000000e+00,1.040834761769867389e-01
9.433593750000000000e+00,1.024091836384134063e-01
9.613281250000000000e+00,1.010625091188020047e-01
9.792968750000000000e+00,1.004934738312876219e-01
9.972656250000000000e+00,9.921334094046736773e-02
1.015234375000000000e+01,9.703484484832573809e-02
1.033203125000000000e+01,9.684114004344739068e-02
1.051171875000000000e+01,9.459353928917495213e-02
1.069140625000000000e+01,9.437877487189480497e-02
1.087109375000000000e+01,9.103465457818331330e-02
1.105078125000000000e+01,9.067235068731345493e-02
1.123046875000000000e+01,8.821987987429527611e-02
1.141015625000000000e+01,8.881107889236397601e-02
