# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.684726198351527149e-02,1.645593575150159846e-02,1.666446664525588275e-02
-1.096093750000000000e+01,1.767183471624568514e-02,1.727436424077969865e-02,1.772513686820206477e-02
-1.060156250000000000e+01,1.864854834586316193e-02,1.806920232636351556e-02,1.881397971216024201e-02
-1.024218750000000000e+01,1.958683744583793532e-02,1.903964748914781235e-02,1.980468017693802832e-02
-9.882812500000000000e+00,2.061817585280522475e-02,1.993827901819439710e-02,2.082738611837144788e-02
-9.523437500000000000e+00,2.184619043907054872e-02,2.126154871469226534e-02,2.182930945188711960e-02
-9.164062500000000000e+00,2.302659454614935236e-02,2.223481624055842834e-02,2.318206716711661286e-02
-8.804687500000000000e+00,2.409393057614662645e-02,2.372772036723513195e-02,2.424978253057622629e-02
-8.445312500000000000e+00,2.530574413290047689e-02,2.554934470139573477e-02,2.556144459086564721e-02
-8.085937500000000000e+00,2.674808463584729679e-02,2.706076211091744746e-02,2.705591719986948432e-02
-7.726562500000000000e+00,2.819800315184921649e-02,2.858399424156408616e-02,2.873622986923260805e-02
-7.367187500000000000e+00,2.937511629313168532e-02,3.002379031127732148e-02,3.052293472104233851e-02
-7.007812500000000000e+00,3.109767072982640157e-02,3.180378448178543260e-02,3.235550902187779576e-02
-6.648437500000000000e+00,3.286921550370915102e-02,3.367918376874230041e-02,3.441288604237346255e-02
-6.289062500000000000e+00,3.507012895282287518e-02,3.579115130131912959e-02,3.618296038608249249e-02
-5.929687500000000000e+00,3.734856303475606043e-02,3.805325775518363790e-02,3.824430382455362015e-02
-5.570312500000000000e+00,3.939836164249477246e-02,4.012671664905042429e-02,4.042202381741186179e-02
-5.210937500000000000e+00,4.186468685938810746e-02,4.263864890495731169e-02,4.293057524775592548e-02
-4.851562500000000000e+00,4.409541692509575533e-02,4.541913952237718738e-02,4.591264773914794511e-02
-4.492187500000000000e+00,4.657176796512126071e-02,4.768685712330809900e-02,4.876582009606659357e-02
-4.132812500000000000e+00,4.954658727092075415e-02,5.038769928989420693e-02,5.142356787520367678e-02
-3.773437500000000000e+00,5.261354085028326077e-02,5.366201548519648062e-02,5.437510260110718641e-02
-3.414062500000000000e+00,5.548669119578784892e-02,5.668780188357196159e-02,5.761787511371702086e-02
-3.054687500000000000e+00,5.949049011970895806e-02,5.989148419006852520e-02,6.045653952371980722e-02
-2.695312500000000000e+00,6.280201530285434153e-02,6.296916948642214407e-02,6.336261757144343032e-02
-2.335937500000000000e+00,6.668509598130889504e-02,6.605973267433783158e-02,6.652211895118069485e-02
-1.976562500000000000e+00,7.074708251234301803e-02,6.873688805995148421e-02,6.938009476466715231e-02
-1.617187500000000000e+00,7.403916121700332420e-02,7.211668307288457425e-02,7.294001677619477153e-02
-1.257812500000000000e+00,7.767824393329786359e-02,7.533033318580331650e-02,7.558965103548197229e-02
-8.984375000000000000e-01,8.096815362629428137e-02,7.696820635422826906e-02,7.766980317833192815e-02
-5.390625000000000000e-01,8.414956092448519498e-02,7.900925552903252658e-02,7.944508360003307845e-02
-1.796875000000000000e-01,8.542946755808884796e-02,8.007620894409261947e-02,8.038394279154900679e-02
1.796875000000000000e-01,8.515471515501153721e-02,8.086838523692432834e-02,8.046868917380163577e-02
5.390625000000000000e-01,8.348032488985875077e-02,7.970000788486564236e-02,7.924474356023591959e-02
8.984375000000000000e-01,8.058420206188716961e-02,7.738192536559278245e-02,7.761398861595533716e-02
1.257812500000000000e+00,7.725682404377591517e-02,7.517177102835320701e-02,7.439465553263746589e-02
1.617187500000000000e+00,7.354576744680850486e-02,7.208842806865363440e-02,7.133739221635176930e-02
1.976562500000000000e+00,6.944422612320730326e-02,6.952722439831006407e-02,6.877854629740134951e-02
2.335937500000000000e+00,6.586202892552112109e-02,6.615607638186035699e-02,6.539435561511273975e-02
2.695312500000000000e+00,6.220872004858310489e-02,6.281802909542696933e-02,6.227884925823116979e-02
3.054687500000000000e+00,5.903431835871539302e-02,5.970355795655787196e-02,5.907291242622636496e-02
3.414062500000000000e+00,5.584002973371803014e-02,5.707918673378719471e-02,5.583385955153096630e-02
3.773437500000000000e+00,5.223149795326534339e-02,5.383494007465921410e-02,5.283031286787774616e-02
4.132812500000000000e+00,4.901474819384457615e-02,5.093843141618244197e-02,4.988448592142113308e-02
4.492187500000000000e+00,4.634622119426214798e-02,4.822753435004258071e-02,4.731006443720776888e-02
4.851562500000000000e+00,4.373396387386683376e-02,4.506669659540342432e-02,4.481255049102802340e-02
5.210937500000000000e+00,4.108287898328061988e-02,4.279761028798956257e-02,4.228464678945388633e-02
5.570312500000000000e+00,3.862436196722492804e-02,4.028793949219326015e-02,4.003282101186411701e-02
5.929687500000000000e+00,3.630826051414574179e-02,3.791994785152996705e-02,3.756167153410884529e-02
6.289062500000000000e+00,3.423985627882353971e-02,3.601666600265315127e-02,3.557519839632998504e-02
6.648437500000000000e+00,3.240724429934515455e-02,3.401696855035814954e-02,3.378422257378455723e-02
7.007812500000000000e+00,3.060722700745901678e-02,3.229661028336712481e-02,3.164771177479561853e-02
7.367187500000000000e+00,2.915688055206167723e-02,3.071270419103595828e-02,2.975750583725714909e-02
7.726562500000000000e+00,2.768652211840399308e-02,2.889402646296070076e-02,2.801716327604825835e-02
8.085937500000000000e+00,2.623631356102000198e-02,2.700914238770113843e-02,2.654010005358052940e-02
8.445312500000000000e+00,2.471112883923612044e-02,2.557897604223091301e-02,2.521213823574665683e-02
8.804687500000000000e+00,2.350757624382444552e-02,2.412277472232785686e-02,2.397516939511810594e-02
9.164062500000000000e+00,2.231022526955014906e-02,2.288036160161855195e-02,2.261361918806234148e-02
9.523437500000000000e+00,2.124664615176757865e-02,2.173652152139063376e-02,2.130846402566965656e-02
9.882812500000000000e+00,2.019736630668351324e-02,2.079094840868788222e-02,2.029147414000099375e-02
1.024218750000000000e+01,1.900554183071307898e-02,1.974482334303769709e-02,1.915810293297627240e-02
1.060156250000000000e+01,1.810292097823663210e-02,1.860268776193569132e-02,1.825415634912610358e-02
1.096093750000000000e+01,1.716921361324728196e-02,1.770804656646473782e-02,1.731932885387330728e-02
1.132031250000000000e+01,1.635271890986644133e-02,1.661612241223501402e-02,1.665332030993758178e-02
