# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,8.482395488407923692e-03,1.174755336214606399e-02,1.164629886402946887e-02,1.205533343687481725e-02,8.551635015897682615e-03,1.183629819157815295e-02,1.205104111158363314e-02,1.177993263892031066e-02,8.501980535593190585e-03
-1.096093750000000000e+01,9.156507351752616111e-03,1.271204777866100956e-02,1.248674239726095016e-02,1.295257403712753337e-02,9.334851953265154226e-03,1.269186405070792459e-02,1.278533994772843539e-02,1.258246583753805728e-02,9.242041514394439689e-03
-1.060156250000000000e+01,1.003880496763643639e-02,1.363558740413432953e-02,1.347791825456231413e-02,1.382226022378431340e-02,1.011297290393082041e-02,1.359754041844086180e-02,1.367876006084704950e-02,1.346605656160159391e-02,1.005370977134155408e-02
-1.024218750000000000e+01,1.086153624493384900e-02,1.473907957037990865e-02,1.450249773246494768e-02,1.468953798869899498e-02,1.089279685838608243e-02,1.461751540791369347e-02,1.461494265082075375e-02,1.452878737073268027e-02,1.063188612619941388e-02
-9.882812500000000000e+00,1.179094675345732958e-02,1.579114973587525048e-02,1.549057223211090101e-02,1.573864687944104973e-02,1.186756772537232718e-02,1.572990430139835361e-02,1.573261397752745427e-02,1.567077654232550826e-02,1.170357601692662008e-02
-9.523437500000000000e+00,1.285589650485285777e-02,1.689202944836682568e-02,1.653623894022209287e-02,1.685016153492054081e-02,1.287656224907442193e-02,1.688277482124797210e-02,1.687581011231193556e-02,1.681613693661617240e-02,1.280953095620278835e-02
-9.164062500000000000e+00,1.405022494824611883e-02,1.810381648857484899e-02,1.768529128869959430e-02,1.813437268726333582e-02,1.397616548448886963e-02,1.816329948749339715e-02,1.796554314638602878e-02,1.801120073171671304e-02,1.398985617408967166e-02
-8.804687500000000000e+00,1.519171365104735917e-02,1.931290743096517395e-02,1.912882907137648109e-02,1.944611378144604774e-02,1.515678956828510685e-02,1.941620638844978458e-02,1.914874918299079229e-02,1.927755754473879646e-02,1.507087005189579505e-02
-8.445312500000000000e+00,1.651127987373742639e-02,2.088968478740729773e-02,2.070966615968345206e-02,2.109721189708503586e-02,1.643453844741776110e-02,2.087567696353854335e-02,2.053811417943036607e-02,2.089756662137130794e-02,1.636781147923406510e-02
-8.085937500000000000e+00,1.812210076181295162e-02,2.226558857200290273e-02,2.214942223455637973e-02,2.238033230204982890e-02,1.803449735654544944e-02,2.248267746874049386e-02,2.250614191672625775e-02,2.253526628470189919e-02,1.796156692483794406e-02
-7.726562500000000000e+00,1.963377805141556728e-02,2.391106494124285720e-02,2.400799106096462854e-02,2.416323013662318581e-02,1.977406321123171065e-02,2.452487603169025560e-02,2.412338644291355666e-02,2.412829117261826653e-02,1.960969465556228891e-02
-7.367187500000000000e+00,2.147228608671103434e-02,2.597376227509900007e-02,2.602284768842758056e-02,2.614231398268032983e-02,2.154073828677790028e-02,2.656570785288522515e-02,2.592004241860470723e-02,2.595849034989333379e-02,2.136172627346789171e-02
-7.007812500000000000e+00,2.332352695000579346e-02,2.786883993867102227e-02,2.792190069551294535e-02,2.842363622442157720e-02,2.334788568770348322e-02,2.831133763201362091e-02,2.828754749743573119e-02,2.804642663267713915e-02,2.331298111665570938e-02
