# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
6.357558082962943002e-01,8.093710645416061666e+00,1.109680959914971732e+00,1.311915054824407889e+01,-6.216117033745264392e-02,1.114012713472382204e-01,5.698652548478488553e-03,2.894355751228363041e-02,4.161373759673880207e-02,-4.536197718371760834e-02,-1.827352714253791255e-01,5.294295189467584928e-01,6.107133666287962726e-01,5.253149377711473500e-01,1.709608871779275674e+01,1.311915054824407889e+01,9.911106251135610279e+00,8.406148213792696833e-01
