# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.666185336217951632e-02,1.880848663316530417e-02,2.001500393540828204e-02
-1.096093750000000000e+01,1.747714881925303138e-02,1.894512607729431641e-02,1.949119965988526174e-02
-1.060156250000000000e+01,1.810766057803866666e-02,2.120758259055237002e-02,2.157287679906919400e-02
-1.024218750000000000e+01,1.930758036638375794e-02,2.095205974098973342e-02,2.159545964796888082e-02
-9.882812500000000000e+00,2.068653375272041031e-02,2.219179190603695270e-02,2.403964037345805022e-02
-9.523437500000000000e+00,2.258482876417077997e-02,2.429185450708514979e-02,2.474141047478926533e-02
-9.164062500000000000e+00,2.345402019172088473e-02,2.417555668376832056e-02,2.560912968352257318e-02
-8.804687500000000000e+00,2.426564261707974887e-02,2.654312182515537050e-02,2.672184954441124416e-02
-8.445312500000000000e+00,2.724389279656934740e-02,2.700196799878876869e-02,2.860175935755633961e-02
-8.085937500000000000e+00,2.873907902430446193e-02,3.002973175643327414e-02,3.019437266421171398e-02
-7.726562500000000000e+00,2.992999282741623523e-02,3.078993828752569009e-02,3.298433914170392084e-02
-7.367187500000000000e+00,3.108117045323347677e-02,3.249690359891951180e-02,3.372497271023061627e-02
-7.007812500000000000e+00,3.297013206651884520e-02,3.335644252505731711e-02,3.544924824587378231e-02
-6.648437500000000000e+00,3.641724822042962523e-02,3.579575119388772597e-02,3.818683116127252752e-02
-6.289062500000000000e+00,3.797658664661866107e-02,3.677139465391516399e-02,4.020981700701793671e-02
-5.929687500000000000e+00,3.954171555242565889e-02,3.954472190344049398e-02,4.128348327277111401e-02
-5.570312500000000000e+00,4.037633485978936454e-02,4.120209065481034855e-02,4.472148301954317895e-02
-5.210937500000000000e+00,4.221701624921690710e-02,4.257894276006361778e-02,4.658343905833705473e-02
-4.851562500000000000e+00,4.505706911288848843e-02,4.534535761904383289e-02,4.982206722652935543e-02
-4.492187500000000000e+00,4.874922786251074253e-02,4.713531457547883580e-02,5.253049997405082050e-02
-4.132812500000000000e+00,4.853150373716266092e-02,4.949140037864124819e-02,5.549982593448122420e-02
-3.773437500000000000e+00,5.061853180185914292e-02,5.216897257152623008e-02,5.662833406958044796e-02
-3.414062500000000000e+00,5.334721501277928796e-02,5.567398439365397328e-02,5.730217422706432306e-02
-3.054687500000000000e+00,5.833541213021570249e-02,5.795955952363937569e-02,5.995395203395322697e-02
-2.695312500000000000e+00,6.274972587872461316e-02,6.137251745197960795e-02,6.389921813538952666e-02
-2.335937500000000000e+00,6.446324986693041659e-02,6.519419177343521721e-02,6.679895530344839849e-02
-1.976562500000000000e+00,6.685192417399718479e-02,6.809780675287947782e-02,6.680714139473833968e-02
-1.617187500000000000e+00,7.100327159617793316e-02,7.191059361289389718e-02,6.969404711905538563e-02
-1.257812500000000000e+00,7.475301010038938598e-02,7.247331842511577082e-02,7.239659539969847679e-02
-8.984375000000000000e-01,7.784478839444471110e-02,7.379608284021915710e-02,7.176536425078466896e-02
-5.390625000000000000e-01,7.910302122648456280e-02,7.514225747346779671e-02,7.510546786840688327e-02
-1.796875000000000000e-01,7.939308960835320117e-02,7.584641643502680608e-02,7.553523125305401653e-02
1.796875000000000000e-01,7.985074542499619177e-02,7.343848369723786351e-02,7.258812859795045480e-02
5.390625000000000000e-01,7.985444137666992959e-02,7.356501972385659505e-02,7.188451960851405254e-02
8.984375000000000000e-01,7.742490509857796743e-02,7.404446039561028703e-02,6.766618035735340320e-02
1.257812500000000000e+00,7.531017709923308601e-02,7.166730796411877047e-02,6.704346710117271846e-02
1.617187500000000000e+00,7.042170617710895308e-02,6.910194333718809589e-02,6.613309399009426048e-02
1.976562500000000000e+00,6.998015123457432263e-02,6.485017112516897053e-02,6.422484600119207632e-02
2.335937500000000000e+00,6.700375871767563773e-02,6.374979612390541117e-02,6.099657863543556796e-02
2.695312500000000000e+00,6.322133447916274129e-02,5.853025207532695784e-02,5.784449500423041735e-02
3.054687500000000000e+00,5.927680985839405697e-02,5.580510072555831119e-02,5.610108069927228353e-02
3.414062500000000000e+00,5.813970294167494085e-02,5.512162192134893723e-02,5.313178315966778781e-02
3.773437500000000000e+00,5.271826267629481366e-02,5.179468409849335292e-02,5.156237985202079266e-02
4.132812500000000000e+00,5.012576776684964791e-02,4.884713331541332137e-02,4.839715350874376071e-02
4.492187500000000000e+00,4.645434720843818338e-02,4.735763783550939188e-02,4.484173738404303305e-02
4.851562500000000000e+00,4.586775614855557320e-02,4.309629746561159658e-02,4.469115563347297870e-02
5.210937500000000000e+00,4.341758331950090061e-02,4.272034220077373240e-02,4.125398088086439791e-02
5.570312500000000000e+00,4.080333260526095018e-02,4.036266149754040578e-02,3.952226693098606636e-02
5.929687500000000000e+00,3.771368908254088548e-02,3.835867689975027556e-02,3.852575346634005971e-02
6.289062500000000000e+00,3.635512867599375447e-02,3.650722821636279841e-02,3.506392714991239667e-02
6.648437500000000000e+00,3.301825553060182272e-02,3.588980665719140178e-02,3.281774640737578769e-02
7.007812500000000000e+00,3.141640163457404267e-02,3.331640952865171090e-02,3.190348458303201434e-02
7.367187500000000000e+00,2.996158424458544162e-02,3.276035652482641586e-02,3.041063289814275802e-02
7.726562500000000000e+00,2.766852007138991681e-02,3.091874262993156083e-02,2.929129133175329552e-02
8.085937500000000000e+00,2.654751314480090565e-02,2.878338183553327823e-02,2.733926762294504320e-02
8.445312500000000000e+00,2.516497308517676862e-02,2.831965594202112343e-02,2.715426979435619018e-02
8.804687500000000000e+00,2.487403342647493895e-02,2.804534710643111564e-02,2.563262354233643639e-02
9.164062500000000000e+00,2.305673638408253442e-02,2.626886496260625453e-02,2.402236301344407715e-02
9.523437500000000000e+00,2.195441164946530799e-02,2.589004699427394432e-02,2.224338673543529293e-02
9.882812500000000000e+00,2.145292294949305983e-02,2.331005654920524639e-02,2.240593162450148570e-02
1.024218750000000000e+01,1.982764299600760921e-02,2.236435445334821609e-02,2.009112838264965131e-02
1.060156250000000000e+01,1.911255191652177707e-02,2.071981719157012236e-02,2.117484866402572288e-02
1.096093750000000000e+01,1.755638294090396123e-02,2.070537751148161451e-02,1.837584880696444337e-02
1.132031250000000000e+01,1.721768813561020198e-02,1.810642002242915383e-02,1.880815433667761341e-02
