# value,p_w
8.984375000000000000e-02,4.045793361181357285e-04
2.695312500000000000e-01,2.191727486065167801e-03
4.492187500000000000e-01,4.622415368781847451e-03
6.289062500000000000e-01,8.464392247764769908e-03
8.085937500000000000e-01,1.382125963240019538e-02
9.882812500000000000e-01,1.923361691100319154e-02
1.167968750000000000e+00,2.403749926566744327e-02
1.347656250000000000e+00,2.970955407287959038e-02
1.527343750000000000e+00,3.700317816287240075e-02
1.707031250000000000e+00,4.111062634788430897e-02
1.886718750000000000e+00,4.639471660794026314e-02
2.066406250000000000e+00,5.178242103809762437e-02
2.246093750000000000e+00,5.761954502178319448e-02
2.425781250000000000e+00,6.187879531897734486e-02
2.605468750000000000e+00,6.556062750716981635e-02
2.785156250000000000e+00,6.888306751250759807e-02
2.964843750000000000e+00,7.398175260127974606e-02
3.144531250000000000e+00,8.141127490194939587e-02
3.324218750000000000e+00,8.214203218172727583e-02
3.503906250000000000e+00,8.586893386837211872e-02
3.683593750000000000e+00,9.063623643687043763e-02
3.863281250000000000e+00,9.219367104727563267e-02
4.042968750000000000e+00,9.743532233336105186e-02
4.222656250000000000e+00,1.009431640179454942e-01
4.402343750000000000e+00,1.053129648681063874e-01
4.582031250000000000e+00,1.071020668658792807e-01
4.761718750000000000e+00,1.075468223121886502e-01
4.941406250000000000e+00,1.059415831882205977e-01
5.121093750000000000e+00,1.068945804133443617e-01
5.300781250000000000e+00,1.086215729123325147e-01
5.480468750000000000e+00,1.087952467642599175e-01
5.660156250000000000e+00,1.096962472920194609e-01
5.839843750000000000e+00,1.111670948732958186e-01
6.019531250000000000e+00,1.109630751156052836e-01
6.199218750000000000e+00,1.118765836907236605e-01
6.378906250000000000e+00,1.140429687777508583e-01
6.558593750000000000e+00,1.117940215089619771e-01
6.738281250000000000e+00,1.140205856258109940e-01
6.917968750000000000e+00,1.148628126908974451e-01
7.097656250000000000e+00,1.126632054580520431e-01
7.277343750000000000e+00,1.138036063992137886e-01
7.457031250000000000e+00,1.151233105167416837e-01
7.636718750000000000e+00,1.147730087180239139e-01
7.816406250000000000e+00,1.130119368343180802e-01
7.996093750000000000e+00,1.125885301116289067e-01
8.175781250000000000e+00,1.125324093255857805e-01
8.355468750000000000e+00,1.113675811351775846e-01
8.535156250000000000e+00,1.084884175119652377e-01
8.714843750000000000e+00,1.094965761743139365e-01
8.894531250000000000e+00,1.105241675189903017e-01
9.074218750000000000e+00,1.093648172975589389e-01
9.253906250000000000e+00,1.080063618958621297e-01
9.433593750000000000e+00,1.069693546881945317e-01
9.613281250000000000e+00,1.064806534229936902e-01
9.792968750000000000e+00,1.058300396573777641e-01
9.972656250000000000e+00,1.044445311101398488e-01
1.015234375000000000e+01,1.028290160186186991e-01
1.033203125000000000e+01,1.022585880049327600e-01
1.051171875000000000e+01,1.020717407002811744e-01
1.069140625000000000e+01,1.002633056168905773e-01
1.087109375000000000e+01,1.005790192971119656e-01
1.105078125000000000e+01,9.707627233062433858e-02
1.123046875000000000e+01,9.959686570209877465e-02
1.141015625000000000e+01,9.910543973154387065e-02
