# value,p_norm_ratio
3.906250000000000000e-02,5.875558054520844259e-02
1.171875000000000000e-01,2.727176094262211414e-01
1.953125000000000000e-01,4.766420110200286220e-01
2.734375000000000000e-01,6.371731612202246042e-01
3.515625000000000000e-01,7.470528782728088624e-01
4.296875000000000000e-01,8.231101679251111580e-01
5.078125000000000000e-01,8.650245922216630579e-01
5.859375000000000000e-01,8.811826471261999805e-01
6.640625000000000000e-01,8.629432409367985279e-01
7.421875000000000000e-01,8.258647748991605475e-01
8.203125000000000000e-01,7.730401485685253204e-01
8.984375000000000000e-01,7.102064534500776016e-01
9.765625000000000000e-01,6.345376289270165948e-01
1.054687500000000000e+00,5.592259821332447034e-01
1.132812500000000000e+00,4.878688746509931007e-01
1.210937500000000000e+00,4.237094215693345545e-01
1.289062500000000000e+00,3.661599739264032594e-01
1.367187500000000000e+00,3.165839205367543818e-01
1.445312500000000000e+00,2.731529201054293532e-01
1.523437500000000000e+00,2.330522309418467386e-01
1.601562500000000000e+00,2.011717529151865191e-01
1.679687500000000000e+00,1.731881848789511014e-01
1.757812500000000000e+00,1.485237293756290489e-01
1.835937500000000000e+00,1.284079489538419994e-01
1.914062500000000000e+00,1.103120788184839690e-01
1.992187500000000000e+00,9.635527201434118671e-02
2.070312500000000000e+00,8.320377791804987877e-02
2.148437500000000000e+00,7.117344983996667929e-02
2.226562500000000000e+00,6.262393750160666350e-02
2.304687500000000000e+00,5.499417313532322521e-02
2.382812500000000000e+00,4.893049702638659765e-02
2.460937500000000000e+00,4.303920134378113466e-02
2.539062500000000000e+00,3.760419998686054949e-02
2.617187500000000000e+00,3.376375839357511482e-02
2.695312500000000000e+00,2.996996931148389678e-02
2.773437500000000000e+00,2.656516140869078987e-02
2.851562500000000000e+00,2.335705201838759321e-02
2.929687500000000000e+00,2.057058397345401871e-02
3.007812500000000000e+00,1.848148982026270523e-02
3.085937500000000000e+00,1.643780070755690090e-02
3.164062500000000000e+00,1.496571323281104329e-02
3.242187500000000000e+00,1.328250030006495642e-02
3.320312500000000000e+00,1.216495880183154042e-02
3.398437500000000000e+00,1.091193562395264410e-02
3.476562500000000000e+00,9.790601742079272501e-03
3.554687500000000000e+00,8.888605349716289725e-03
3.632812500000000000e+00,7.904441222778292239e-03
3.710937500000000000e+00,7.132652423049088558e-03
3.789062500000000000e+00,6.531297482795131275e-03
3.867187500000000000e+00,5.878542871082928500e-03
3.945312500000000000e+00,5.481938947677659005e-03
4.023437500000000000e+00,4.984534440242965013e-03
4.101562500000000000e+00,4.525425988591303024e-03
4.179687500000000000e+00,4.083779768338877819e-03
4.257812500000000000e+00,3.805677393937144555e-03
4.335937500000000000e+00,3.487385579294122618e-03
4.414062500000000000e+00,3.191696739730205418e-03
4.492187500000000000e+00,2.907929934099834877e-03
4.570312500000000000e+00,2.644828742108474174e-03
4.648437500000000000e+00,2.475123141122733805e-03
4.726562500000000000e+00,2.315361273763460407e-03
4.804687500000000000e+00,2.155604485253309957e-03
4.882812500000000000e+00,2.008970118830432153e-03
4.960937500000000000e+00,1.802256651984319091e-03
