# value,p_w
8.984375000000000000e-02,2.728986537694303447e-04
2.695312500000000000e-01,1.912263717266191087e-03
4.492187500000000000e-01,4.868118121625695030e-03
6.289062500000000000e-01,8.388079289618913595e-03
8.085937500000000000e-01,1.373012822545533265e-02
9.882812500000000000e-01,2.015239390007789178e-02
1.167968750000000000e+00,2.520489573137146139e-02
1.347656250000000000e+00,3.007449781380852616e-02
1.527343750000000000e+00,3.516914553523036585e-02
1.707031250000000000e+00,3.976862407453303494e-02
1.886718750000000000e+00,4.547872710064961022e-02
2.066406250000000000e+00,5.048570435927610123e-02
2.246093750000000000e+00,5.627763787083156499e-02
2.425781250000000000e+00,6.031399989933196315e-02
2.605468750000000000e+00,6.431599841066347467e-02
2.785156250000000000e+00,7.036521531918803196e-02
2.964843750000000000e+00,7.622132978214316013e-02
3.144531250000000000e+00,7.896904402962667824e-02
3.324218750000000000e+00,8.275917932124139675e-02
3.503906250000000000e+00,8.559941547384754268e-02
3.683593750000000000e+00,8.905792664532433123e-02
3.863281250000000000e+00,9.381867218045213119e-02
4.042968750000000000e+00,9.535910255551172110e-02
4.222656250000000000e+00,9.736913354626947070e-02
4.402343750000000000e+00,9.997817930589407431e-02
4.582031250000000000e+00,1.035457772413170274e-01
4.761718750000000000e+00,1.068395379814055385e-01
4.941406250000000000e+00,1.099504766282306256e-01
5.121093750000000000e+00,1.112935234855096517e-01
5.300781250000000000e+00,1.094183405571045320e-01
5.480468750000000000e+00,1.122889774487042941e-01
5.660156250000000000e+00,1.139043808242133915e-01
5.839843750000000000e+00,1.149969435134974988e-01
6.019531250000000000e+00,1.161988448563117116e-01
6.199218750000000000e+00,1.163267739353062435e-01
6.378906250000000000e+00,1.140369292386973626e-01
6.558593750000000000e+00,1.138208582143077213e-01
6.738281250000000000e+00,1.147772435097521443e-01
6.917968750000000000e+00,1.156243763531987628e-01
7.097656250000000000e+00,1.161210414044507450e-01
7.277343750000000000e+00,1.147990970195884031e-01
7.457031250000000000e+00,1.146055824058015565e-01
7.636718750000000000e+00,1.164536832759383300e-01
7.816406250000000000e+00,1.128482477353999203e-01
7.996093750000000000e+00,1.138303807159957853e-01
8.175781250000000000e+00,1.132454083523766336e-01
8.355468750000000000e+00,1.129426627128953392e-01
8.535156250000000000e+00,1.142450754565531995e-01
8.714843750000000000e+00,1.109930879051505836e-01
8.894531250000000000e+00,1.074968613393382927e-01
9.074218750000000000e+00,1.115365156691278531e-01
9.253906250000000000e+00,1.073591056698264684e-01
9.433593750000000000e+00,1.076751417179547116e-01
9.613281250000000000e+00,1.032923487509951888e-01
9.792968750000000000e+00,1.047175475774996117e-01
9.972656250000000000e+00,1.026502734537283190e-01
1.015234375000000000e+01,1.008559930682455669e-01
1.033203125000000000e+01,1.003252144102578514e-01
1.051171875000000000e+01,9.792337069177313447e-02
1.069140625000000000e+01,9.913964027854212102e-02
1.087109375000000000e+01,9.605223904280958680e-02
1.105078125000000000e+01,9.709312788439818098e-02
1.123046875000000000e+01,9.606361438311458723e-02
1.141015625000000000e+01,9.401883573200041366e-02
