# value,p_w
8.984375000000000000e-02,3.180349153040246558e-04
2.695312500000000000e-01,2.198284748942872565e-03
4.492187500000000000e-01,5.763027628355894653e-03
6.289062500000000000e-01,1.027332633555335523e-02
8.085937500000000000e-01,1.593181574760049388e-02
9.882812500000000000e-01,2.222565228407102911e-02
1.167968750000000000e+00,2.855861985312322868e-02
1.347656250000000000e+00,3.470432549943341244e-02
1.527343750000000000e+00,4.075477209829900249e-02
1.707031250000000000e+00,4.668851023664509492e-02
1.886718750000000000e+00,5.258564161169038131e-02
2.066406250000000000e+00,5.892749339192970143e-02
2.246093750000000000e+00,6.403163955970124499e-02
2.425781250000000000e+00,6.985738267784721844e-02
2.605468750000000000e+00,7.520508293005696843e-02
2.785156250000000000e+00,8.016628021877007793e-02
2.964843750000000000e+00,8.314928985176085752e-02
3.144531250000000000e+00,8.658870304228234727e-02
3.324218750000000000e+00,8.958368681653954002e-02
3.503906250000000000e+00,9.384723024010128978e-02
3.683593750000000000e+00,9.755501538970969000e-02
3.863281250000000000e+00,1.002484776715378140e-01
4.042968750000000000e+00,1.022739676914832946e-01
4.222656250000000000e+00,1.042589326543834904e-01
4.402343750000000000e+00,1.061562277444965813e-01
4.582031250000000000e+00,1.073384840066541335e-01
4.761718750000000000e+00,1.085912359185765008e-01
4.941406250000000000e+00,1.110618496830967361e-01
5.121093750000000000e+00,1.117435875698211123e-01
5.300781250000000000e+00,1.121893010082889164e-01
5.480468750000000000e+00,1.136067078337095609e-01
5.660156250000000000e+00,1.134023152593028466e-01
5.839843750000000000e+00,1.137776049831267233e-01
6.019531250000000000e+00,1.134741289968776712e-01
6.199218750000000000e+00,1.139988159210166274e-01
6.378906250000000000e+00,1.134353972650864462e-01
6.558593750000000000e+00,1.133094026617541550e-01
6.738281250000000000e+00,1.127661839197399013e-01
6.917968750000000000e+00,1.128694651082497585e-01
7.097656250000000000e+00,1.127993588559954991e-01
7.277343750000000000e+00,1.118226878886715014e-01
7.457031250000000000e+00,1.105822078475319353e-01
7.636718750000000000e+00,1.097236869703591688e-01
7.816406250000000000e+00,1.094739976641237178e-01
7.996093750000000000e+00,1.075568489505413644e-01
8.175781250000000000e+00,1.069098241086221951e-01
8.355468750000000000e+00,1.063175073469834753e-01
8.535156250000000000e+00,1.052426577893478543e-01
8.714843750000000000e+00,1.043463766992642899e-01
8.894531250000000000e+00,1.038642662522608617e-01
9.074218750000000000e+00,1.030528504006322787e-01
9.253906250000000000e+00,1.014235036341894353e-01
9.433593750000000000e+00,1.008882149181864335e-01
9.613281250000000000e+00,9.972990943933453256e-02
9.792968750000000000e+00,9.823827045797015045e-02
9.972656250000000000e+00,9.694042379579223545e-02
1.015234375000000000e+01,9.610091967137923685e-02
1.033203125000000000e+01,9.528179197587648142e-02
1.051171875000000000e+01,9.415997399104195087e-02
1.069140625000000000e+01,9.247855495239111490e-02
1.087109375000000000e+01,9.099205388652771564e-02
1.105078125000000000e+01,8.899401828617986565e-02
1.123046875000000000e+01,8.832567367489956023e-02
1.141015625000000000e+01,8.655591087132373518e-02
