# value,p_norm_ratio
3.906250000000000000e-02,8.019766779776635324e-02
1.171875000000000000e-01,3.444897888948083020e-01
1.953125000000000000e-01,5.666512309118267865e-01
2.734375000000000000e-01,7.533851265900951555e-01
3.515625000000000000e-01,8.707347409061981791e-01
4.296875000000000000e-01,9.278541422570311115e-01
5.078125000000000000e-01,9.498562078007050102e-01
5.859375000000000000e-01,9.575411037148625626e-01
6.640625000000000000e-01,9.238838858401544618e-01
7.421875000000000000e-01,8.689213316293608047e-01
8.203125000000000000e-01,7.973530189908999422e-01
8.984375000000000000e-01,7.098160031391896885e-01
9.765625000000000000e-01,6.332781968580104559e-01
1.054687500000000000e+00,5.363068312587279118e-01
1.132812500000000000e+00,4.456666858205280968e-01
1.210937500000000000e+00,3.685181685594771106e-01
1.289062500000000000e+00,3.082913561719096696e-01
1.367187500000000000e+00,2.599138977821245922e-01
1.445312500000000000e+00,2.161935510502056568e-01
1.523437500000000000e+00,1.724169718736409118e-01
1.601562500000000000e+00,1.487963747383396207e-01
1.679687500000000000e+00,1.275361882412321679e-01
1.757812500000000000e+00,1.075352397668450366e-01
1.835937500000000000e+00,9.302186090059542944e-02
1.914062500000000000e+00,8.374311831132008610e-02
1.992187500000000000e+00,7.196556566817551015e-02
2.070312500000000000e+00,5.918840706185156397e-02
2.148437500000000000e+00,5.061712803390092802e-02
2.226562500000000000e+00,4.326075660600577077e-02
2.304687500000000000e+00,3.595514801885085765e-02
2.382812500000000000e+00,2.799734550084632262e-02
2.460937500000000000e+00,2.595066888441712946e-02
2.539062500000000000e+00,2.430898878188356843e-02
2.617187500000000000e+00,2.053871091678668992e-02
2.695312500000000000e+00,2.074383130594388558e-02
2.773437500000000000e+00,1.754448175861502909e-02
2.851562500000000000e+00,1.493759069274181589e-02
2.929687500000000000e+00,1.545705966590153052e-02
3.007812500000000000e+00,1.457370839247223472e-02
3.085937500000000000e+00,1.309662854229838753e-02
3.164062500000000000e+00,1.228944201538726723e-02
3.242187500000000000e+00,8.451214052334288240e-03
3.320312500000000000e+00,7.207811249909988269e-03
3.398437500000000000e+00,7.007115708856048036e-03
3.476562500000000000e+00,5.009255819417840656e-03
3.554687500000000000e+00,5.807510708490891058e-03
3.632812500000000000e+00,4.411040938346390793e-03
3.710937500000000000e+00,4.929260301625087298e-03
3.789062500000000000e+00,4.485976560391433804e-03
3.867187500000000000e+00,4.045253495143464814e-03
3.945312500000000000e+00,3.483236329805637892e-03
4.023437500000000000e+00,2.963767356645928899e-03
4.101562500000000000e+00,2.602425246954150062e-03
4.179687500000000000e+00,2.323004283396360239e-03
4.257812500000000000e+00,3.202545270958949506e-03
4.335937500000000000e+00,1.842908264192521248e-03
4.414062500000000000e+00,1.724154354680460443e-03
4.492187500000000000e+00,1.923559315037610615e-03
4.570312500000000000e+00,2.042313224549670986e-03
4.648437500000000000e+00,1.242153192543271221e-03
4.726562500000000000e+00,1.882916265792841182e-03
4.804687500000000000e+00,1.122129187742310985e-03
4.882812500000000000e+00,9.208190844518114506e-04
4.960937500000000000e+00,1.041478136897221185e-03
