# value,p_w
8.984375000000000000e-02,2.427034548127238699e-04
2.695312500000000000e-01,1.977619300951009244e-03
4.492187500000000000e-01,4.597495687563443734e-03
6.289062500000000000e-01,8.196538714545816354e-03
8.085937500000000000e-01,1.246435716720397345e-02
9.882812500000000000e-01,1.913662124568846906e-02
1.167968750000000000e+00,2.407669361002459651e-02
1.347656250000000000e+00,3.001396811515252144e-02
1.527343750000000000e+00,3.572478478534271695e-02
1.707031250000000000e+00,4.315824031324898974e-02
1.886718750000000000e+00,5.028216605181119042e-02
2.066406250000000000e+00,5.291654740251752059e-02
2.246093750000000000e+00,5.817748949812524828e-02
2.425781250000000000e+00,6.043465751977118022e-02
2.605468750000000000e+00,6.876862972305052002e-02
2.785156250000000000e+00,7.090334743658899264e-02
2.964843750000000000e+00,7.507806568441481587e-02
3.144531250000000000e+00,8.237483819262959861e-02
3.324218750000000000e+00,8.806955571155883344e-02
3.503906250000000000e+00,8.790253855842641850e-02
3.683593750000000000e+00,9.081486208685564387e-02
3.863281250000000000e+00,9.760860891976429199e-02
4.042968750000000000e+00,9.769416133132680091e-02
4.222656250000000000e+00,9.732140167751802962e-02
4.402343750000000000e+00,9.999433119121610425e-02
4.582031250000000000e+00,1.032479133239864594e-01
4.761718750000000000e+00,1.092527949678021720e-01
4.941406250000000000e+00,1.043068374261658660e-01
5.121093750000000000e+00,1.119318112758653921e-01
5.300781250000000000e+00,1.053195847075223957e-01
5.480468750000000000e+00,1.119371272637871423e-01
5.660156250000000000e+00,1.118026718026221555e-01
5.839843750000000000e+00,1.115653489402147758e-01
6.019531250000000000e+00,1.115180639737071711e-01
6.199218750000000000e+00,1.089878894068734838e-01
6.378906250000000000e+00,1.129548666579760635e-01
6.558593750000000000e+00,1.137842462859264686e-01
6.738281250000000000e+00,1.115835461322799149e-01
6.917968750000000000e+00,1.102712101173572018e-01
7.097656250000000000e+00,1.122571960898979815e-01
7.277343750000000000e+00,1.112976265592361125e-01
7.457031250000000000e+00,1.110768422598886473e-01
7.636718750000000000e+00,1.147446773584937657e-01
7.816406250000000000e+00,1.100005326698841740e-01
7.996093750000000000e+00,1.133713551325161578e-01
8.175781250000000000e+00,1.114231980959276280e-01
8.355468750000000000e+00,1.123072666223988020e-01
8.535156250000000000e+00,1.117452468048541481e-01
8.714843750000000000e+00,1.151486838644250471e-01
8.894531250000000000e+00,1.094390781563000098e-01
9.074218750000000000e+00,1.098385020505728005e-01
9.253906250000000000e+00,1.100756773930387372e-01
9.433593750000000000e+00,1.065148518384220616e-01
9.613281250000000000e+00,1.055259160206616920e-01
9.792968750000000000e+00,1.068934191619071439e-01
9.972656250000000000e+00,1.061318280504846417e-01
1.015234375000000000e+01,1.028038182874575213e-01
1.033203125000000000e+01,1.064624685382785096e-01
1.051171875000000000e+01,1.016828846580906665e-01
1.069140625000000000e+01,9.662479397934814473e-02
1.087109375000000000e+01,9.892895153447776868e-02
1.105078125000000000e+01,9.552174056459603046e-02
1.123046875000000000e+01,9.632526297499190149e-02
1.141015625000000000e+01,9.268143697595765396e-02
