# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.679197591799720668e-02,1.716035591748376471e-02,1.728163005902565164e-02
-1.096093750000000000e+01,1.782411955788527208e-02,1.796878613382617632e-02,1.818688645415510521e-02
-1.060156250000000000e+01,1.875638463378321436e-02,1.872131421403085832e-02,1.933094653691520143e-02
-1.024218750000000000e+01,1.978030901428899299e-02,1.981294211724863447e-02,2.042399283560297762e-02
-9.882812500000000000e+00,2.076038509075316812e-02,2.096547694337812934e-02,2.137281305464419981e-02
-9.523437500000000000e+00,2.190892563121946482e-02,2.233983049529135803e-02,2.265573727922504110e-02
-9.164062500000000000e+00,2.291644123325603175e-02,2.369855112565562652e-02,2.399184037922456880e-02
-8.804687500000000000e+00,2.381039645675185612e-02,2.510562549358212950e-02,2.531962725993672572e-02
-8.445312500000000000e+00,2.540029151424326795e-02,2.637857563060201638e-02,2.664935831666255181e-02
-8.085937500000000000e+00,2.699595690045234614e-02,2.778040344422292446e-02,2.803689767460925894e-02
-7.726562500000000000e+00,2.843959792918242940e-02,2.915701448723695063e-02,2.965046161624291729e-02
-7.367187500000000000e+00,3.006094860638795080e-02,3.111441020047047215e-02,3.162919783411657221e-02
-7.007812500000000000e+00,3.198145719159800615e-02,3.292103501849388825e-02,3.367122106113661084e-02
-6.648437500000000000e+00,3.379573951490012079e-02,3.435299461076200822e-02,3.533396694770534613e-02
-6.289062500000000000e+00,3.565265468087704809e-02,3.681406654844018855e-02,3.719581760724432334e-02
-5.929687500000000000e+00,3.755660036716351041e-02,3.877071912786652502e-02,3.942057534716501138e-02
-5.570312500000000000e+00,3.926564423776561508e-02,4.099686350325992129e-02,4.139173332965694757e-02
-5.210937500000000000e+00,4.149824158327253959e-02,4.341284393449448137e-02,4.360922169985394919e-02
-4.851562500000000000e+00,4.409894678132927903e-02,4.594933680192746922e-02,4.616810928213760379e-02
-4.492187500000000000e+00,4.706518799215485965e-02,4.845608309695981913e-02,4.879866816326728501e-02
-4.132812500000000000e+00,4.992629066385690512e-02,5.086648993039517147e-02,5.141973090146042397e-02
-3.773437500000000000e+00,5.258670759215960250e-02,5.339921320632606827e-02,5.449245748140431334e-02
-3.414062500000000000e+00,5.545690722814149848e-02,5.610548011171950789e-02,5.761418132532269976e-02
-3.054687500000000000e+00,5.881732815644891837e-02,5.902024570185092356e-02,6.000990386635137591e-02
-2.695312500000000000e+00,6.221486909096428375e-02,6.196254459717455421e-02,6.274593983300119637e-02
-2.335937500000000000e+00,6.577216146248614226e-02,6.563388562057420605e-02,6.548682649666648370e-02
-1.976562500000000000e+00,6.937134333241661011e-02,6.894741375923282845e-02,6.814569576787370131e-02
-1.617187500000000000e+00,7.301315664316468390e-02,7.203769187066656754e-02,7.086934123260760221e-02
-1.257812500000000000e+00,7.689029057962325220e-02,7.444106972891501028e-02,7.379775031369203986e-02
-8.984375000000000000e-01,7.905045054532061632e-02,7.646121406196490500e-02,7.599749031948876965e-02
-5.390625000000000000e-01,8.200450722009951232e-02,7.882892214401825137e-02,7.743595101854425233e-02
