# value,p_w
8.984375000000000000e-02,2.847993401518282217e-04
2.695312500000000000e-01,2.068838527357903800e-03
4.492187500000000000e-01,5.522806594831606609e-03
6.289062500000000000e-01,9.994537668326529053e-03
8.085937500000000000e-01,1.500515639635707950e-02
9.882812500000000000e-01,2.056259775769674059e-02
1.167968750000000000e+00,2.653857129533751871e-02
1.347656250000000000e+00,3.260234345953744173e-02
1.527343750000000000e+00,3.830955956150969982e-02
1.707031250000000000e+00,4.388552757729046599e-02
1.886718750000000000e+00,5.014947003762566108e-02
2.066406250000000000e+00,5.561761027728144569e-02
2.246093750000000000e+00,6.113458756558604046e-02
2.425781250000000000e+00,6.549600703049132666e-02
2.605468750000000000e+00,7.038323168411371455e-02
2.785156250000000000e+00,7.497235374681329723e-02
2.964843750000000000e+00,7.950321894888984220e-02
3.144531250000000000e+00,8.351433235977684388e-02
3.324218750000000000e+00,8.645333795449947067e-02
3.503906250000000000e+00,8.938905865977674059e-02
3.683593750000000000e+00,9.313675009372793245e-02
3.863281250000000000e+00,9.635409345905027179e-02
4.042968750000000000e+00,9.862794547270194168e-02
4.222656250000000000e+00,1.018089802302548086e-01
4.402343750000000000e+00,1.040659522437836076e-01
4.582031250000000000e+00,1.047491078217804572e-01
4.761718750000000000e+00,1.073938635655957013e-01
4.941406250000000000e+00,1.083086288196594832e-01
5.121093750000000000e+00,1.098525314002726794e-01
5.300781250000000000e+00,1.105059427104800179e-01
5.480468750000000000e+00,1.113177839415172427e-01
5.660156250000000000e+00,1.123136558020147724e-01
5.839843750000000000e+00,1.125417860462483988e-01
6.019531250000000000e+00,1.135324886710252085e-01
6.199218750000000000e+00,1.137127099678295755e-01
6.378906250000000000e+00,1.136379403913018726e-01
6.558593750000000000e+00,1.131259574439599513e-01
6.738281250000000000e+00,1.127644176358355982e-01
6.917968750000000000e+00,1.117429375030781075e-01
7.097656250000000000e+00,1.122696957927311057e-01
7.277343750000000000e+00,1.122654938306683059e-01
7.457031250000000000e+00,1.128383636541112206e-01
7.636718750000000000e+00,1.123905984807464647e-01
7.816406250000000000e+00,1.118969119174385435e-01
7.996093750000000000e+00,1.116185291857940964e-01
8.175781250000000000e+00,1.112335229710777473e-01
8.355468750000000000e+00,1.096525675349620255e-01
8.535156250000000000e+00,1.091911457379247247e-01
8.714843750000000000e+00,1.087828699483305295e-01
8.894531250000000000e+00,1.080551358255231742e-01
9.074218750000000000e+00,1.063366771582734127e-01
9.253906250000000000e+00,1.043220843559488631e-01
9.433593750000000000e+00,1.045363871992411320e-01
9.613281250000000000e+00,1.033027971996935690e-01
9.792968750000000000e+00,1.016666274615364990e-01
9.972656250000000000e+00,1.011973706815279539e-01
1.015234375000000000e+01,9.979996699640124314e-02
1.033203125000000000e+01,9.823582161598914952e-02
1.051171875000000000e+01,9.717682422360711392e-02
1.069140625000000000e+01,9.583227770938081147e-02
1.087109375000000000e+01,9.442995795517183932e-02
1.105078125000000000e+01,9.309095233511766043e-02
1.123046875000000000e+01,9.286019200234106596e-02
1.141015625000000000e+01,9.135319986744092069e-02
