# value,p_norm_ratio
3.906250000000000000e-02,5.050126435554085080e-02
1.171875000000000000e-01,2.325662682013816540e-01
1.953125000000000000e-01,4.170298489786121166e-01
2.734375000000000000e-01,5.667305580941293108e-01
3.515625000000000000e-01,6.785345141395089374e-01
4.296875000000000000e-01,7.590344203378087684e-01
5.078125000000000000e-01,8.120211384409149469e-01
5.859375000000000000e-01,8.325233167148540225e-01
6.640625000000000000e-01,8.307181838086763470e-01
7.421875000000000000e-01,8.094256362091967194e-01
8.203125000000000000e-01,7.620423476535780338e-01
8.984375000000000000e-01,7.103976210677108716e-01
9.765625000000000000e-01,6.515896186996426032e-01
1.054687500000000000e+00,5.831033212371953267e-01
1.132812500000000000e+00,5.157711780508683619e-01
1.210937500000000000e+00,4.526938537020499531e-01
1.289062500000000000e+00,3.948163302223854365e-01
1.367187500000000000e+00,3.428678420393556081e-01
1.445312500000000000e+00,2.963053085587236124e-01
1.523437500000000000e+00,2.588501694662002639e-01
1.601562500000000000e+00,2.237732965729593571e-01
1.679687500000000000e+00,1.954703103862200642e-01
1.757812500000000000e+00,1.685840437804288217e-01
1.835937500000000000e+00,1.477566662505605533e-01
1.914062500000000000e+00,1.282972678975737579e-01
1.992187500000000000e+00,1.118348437210429092e-01
2.070312500000000000e+00,9.817638210484180838e-02
2.148437500000000000e+00,8.649283579343329531e-02
2.226562500000000000e+00,7.590449586256335646e-02
2.304687500000000000e+00,6.596247117013173678e-02
2.382812500000000000e+00,5.803487463673928648e-02
2.460937500000000000e+00,5.103902533305191419e-02
2.539062500000000000e+00,4.516628347747149441e-02
2.617187500000000000e+00,4.045199283382019950e-02
2.695312500000000000e+00,3.593333029337514306e-02
2.773437500000000000e+00,3.186875627393821742e-02
2.851562500000000000e+00,2.850642236006717053e-02
2.929687500000000000e+00,2.545990567880420177e-02
3.007812500000000000e+00,2.318851809858889917e-02
3.085937500000000000e+00,2.067085557667789480e-02
3.164062500000000000e+00,1.849176119523687767e-02
3.242187500000000000e+00,1.649986798786063497e-02
3.320312500000000000e+00,1.521059030330629974e-02
3.398437500000000000e+00,1.384003755757939186e-02
3.476562500000000000e+00,1.235263588489102574e-02
3.554687500000000000e+00,1.105520575828289852e-02
3.632812500000000000e+00,1.007627545941780674e-02
3.710937500000000000e+00,9.082181619108719087e-03
3.789062500000000000e+00,8.266052829134149654e-03
3.867187500000000000e+00,7.463961748084196011e-03
3.945312500000000000e+00,6.883015282789510698e-03
4.023437500000000000e+00,6.135857455182659563e-03
4.101562500000000000e+00,5.697751208383387833e-03
4.179687500000000000e+00,5.283464724808648733e-03
4.257812500000000000e+00,4.804601943259241038e-03
4.335937500000000000e+00,4.443592489164085654e-03
4.414062500000000000e+00,3.960995914841276659e-03
4.492187500000000000e+00,3.736006790142097633e-03
4.570312500000000000e+00,3.350473155536369887e-03
4.648437500000000000e+00,3.085391901760282593e-03
4.726562500000000000e+00,2.810234810538418497e-03
4.804687500000000000e+00,2.630362752888820536e-03
4.882812500000000000e+00,2.453625279928414293e-03
4.960937500000000000e+00,2.290737867245711597e-03
