# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.922894891720213634e-02,1.927711653185452262e-02,1.900448993908607914e-02
-1.096093750000000000e+01,2.015689553397726277e-02,2.005976445490688029e-02,1.990286204570847553e-02
-1.060156250000000000e+01,2.139817432522813159e-02,2.122042626260121911e-02,2.083759825341931562e-02
-1.024218750000000000e+01,2.187420709121450091e-02,2.249744248004802161e-02,2.194479954064901955e-02
-9.882812500000000000e+00,2.329212252658264745e-02,2.388730847555547640e-02,2.298312554867958102e-02
-9.523437500000000000e+00,2.447573064337888252e-02,2.449912077112694625e-02,2.358837870093288130e-02
-9.164062500000000000e+00,2.589566158885057631e-02,2.533184349366586138e-02,2.459848253945808028e-02
-8.804687500000000000e+00,2.748625066855739374e-02,2.659921330182565130e-02,2.648742867742011342e-02
-8.445312500000000000e+00,2.718300772020320472e-02,2.744866717407049364e-02,2.800349746064890316e-02
-8.085937500000000000e+00,2.960322431211094216e-02,2.918940881552510580e-02,2.930834670577901063e-02
-7.726562500000000000e+00,3.131934384453272796e-02,3.130378262852836352e-02,3.105269346586303839e-02
-7.367187500000000000e+00,3.233406864230728428e-02,3.235847654043325777e-02,3.257300558666693241e-02
-7.007812500000000000e+00,3.378676301734275661e-02,3.424351124736829677e-02,3.474989700648144220e-02
-6.648437500000000000e+00,3.508478494585692831e-02,3.637915798662820499e-02,3.623006429457316380e-02
-6.289062500000000000e+00,3.663420622119749337e-02,3.704269689508417340e-02,3.784975098063636523e-02
-5.929687500000000000e+00,3.889637658552370925e-02,3.866906719505370377e-02,3.980967484449286081e-02
-5.570312500000000000e+00,4.016530047247020285e-02,4.068855136000634753e-02,4.119015583331227942e-02
-5.210937500000000000e+00,4.333717743292542224e-02,4.239359950533354293e-02,4.384568901957604237e-02
-4.851562500000000000e+00,4.534760459014086642e-02,4.494013110348871187e-02,4.605611904931639772e-02
-4.492187500000000000e+00,4.887719268597370131e-02,4.655864471755061934e-02,4.876846541300482174e-02
-4.132812500000000000e+00,5.083873992367239636e-02,4.989679042653900887e-02,5.172664762549008394e-02
-3.773437500000000000e+00,5.296310142247200731e-02,5.188839425296865732e-02,5.342549256282472930e-02
-3.414062500000000000e+00,5.398698533405546507e-02,5.392027738031497652e-02,5.675520940812917720e-02
