# value,p_norm_ratio
3.906250000000000000e-02,7.580676066280032932e-02
1.171875000000000000e-01,3.464877059318374197e-01
1.953125000000000000e-01,6.055611092096626624e-01
2.734375000000000000e-01,7.784877678430283110e-01
3.515625000000000000e-01,9.016488050469286808e-01
4.296875000000000000e-01,9.764008233838888939e-01
5.078125000000000000e-01,9.868060472380275616e-01
5.859375000000000000e-01,9.681387083754334766e-01
6.640625000000000000e-01,9.149250842405561857e-01
7.421875000000000000e-01,8.636924035125175259e-01
8.203125000000000000e-01,7.869097818121016941e-01
8.984375000000000000e-01,6.964349164731131747e-01
9.765625000000000000e-01,6.007322887880822693e-01
1.054687500000000000e+00,5.095666045610001138e-01
1.132812500000000000e+00,4.244981652509460246e-01
1.210937500000000000e+00,3.555325694526814129e-01
1.289062500000000000e+00,3.027731071011282027e-01
1.367187500000000000e+00,2.524696662150971993e-01
1.445312500000000000e+00,2.092766690248165917e-01
1.523437500000000000e+00,1.728902809342945102e-01
1.601562500000000000e+00,1.493171374362783910e-01
1.679687500000000000e+00,1.274130752239794329e-01
1.757812500000000000e+00,1.064088296193518857e-01
1.835937500000000000e+00,9.192076236153469415e-02
1.914062500000000000e+00,7.822383359175748285e-02
1.992187500000000000e+00,6.895212309217479962e-02
2.070312500000000000e+00,5.842958599537331071e-02
2.148437500000000000e+00,5.051034703471859316e-02
2.226562500000000000e+00,4.063805238778366025e-02
2.304687500000000000e+00,3.527163338263702291e-02
2.382812500000000000e+00,3.240110188499613353e-02
2.460937500000000000e+00,2.830477817979323504e-02
2.539062500000000000e+00,2.379905195755063069e-02
2.617187500000000000e+00,2.123512772776826180e-02
2.695312500000000000e+00,1.860248292685654642e-02
2.773437500000000000e+00,1.588872139310315568e-02
2.851562500000000000e+00,1.378582898758565212e-02
2.929687500000000000e+00,1.216330562175530275e-02
3.007812500000000000e+00,1.069210756132639613e-02
3.085937500000000000e+00,9.300929526429708299e-03
3.164062500000000000e+00,8.450009601647162291e-03
3.242187500000000000e+00,7.348536265051645693e-03
3.320312500000000000e+00,6.668205359240346637e-03
3.398437500000000000e+00,5.556686463873281717e-03
3.476562500000000000e+00,5.226344334395842568e-03
3.554687500000000000e+00,4.684625361076575310e-03
3.632812500000000000e+00,4.304864067985903625e-03
3.710937500000000000e+00,3.814411793891919842e-03
3.789062500000000000e+00,3.854969549943797723e-03
3.867187500000000000e+00,3.033706328067449672e-03
3.945312500000000000e+00,3.214410679529067574e-03
4.023437500000000000e+00,2.493481562410283792e-03
4.101562500000000000e+00,2.262925956152392771e-03
4.179687500000000000e+00,2.522781540052871328e-03
4.257812500000000000e+00,2.122661679163070914e-03
4.335937500000000000e+00,1.822012387655853405e-03
4.414062500000000000e+00,1.871944251440993846e-03
4.492187500000000000e+00,1.461743946751366697e-03
4.570312500000000000e+00,1.351526133542283814e-03
4.648437500000000000e+00,1.301359237417961138e-03
4.726562500000000000e+00,1.201260786355199924e-03
4.804687500000000000e+00,1.091434899609223554e-03
4.882812500000000000e+00,1.021028043805455136e-03
4.960937500000000000e+00,1.020988820274474447e-03
