# value,p_w
8.984375000000000000e-02,2.046159989157821004e-04
2.695312500000000000e-01,1.511048010083530660e-03
4.492187500000000000e-01,4.410079185309554069e-03
6.289062500000000000e-01,7.369119023969077954e-03
8.085937500000000000e-01,1.449858458060156001e-02
9.882812500000000000e-01,2.017487862373972679e-02
1.167968750000000000e+00,2.568079149052616278e-02
1.347656250000000000e+00,2.991626135174765486e-02
1.527343750000000000e+00,3.803247430301766319e-02
1.707031250000000000e+00,4.526306701886321365e-02
1.886718750000000000e+00,4.998297005864050374e-02
2.066406250000000000e+00,5.545325615378137590e-02
2.246093750000000000e+00,5.904727415608767432e-02
2.425781250000000000e+00,6.573653092536331510e-02
2.605468750000000000e+00,6.576830330089053489e-02
2.785156250000000000e+00,7.126173744414225630e-02
2.964843750000000000e+00,7.454322450430539426e-02
3.144531250000000000e+00,7.839328148068332169e-02
3.324218750000000000e+00,8.027310955483185628e-02
3.503906250000000000e+00,8.467124229374344002e-02
3.683593750000000000e+00,8.998508843545255376e-02
3.863281250000000000e+00,9.351994444627026448e-02
4.042968750000000000e+00,9.666494153522711685e-02
4.222656250000000000e+00,1.016392192051182169e-01
4.402343750000000000e+00,1.015194194791232823e-01
4.582031250000000000e+00,1.057133575926360591e-01
4.761718750000000000e+00,1.070966656766171032e-01
4.941406250000000000e+00,1.123359738178266454e-01
5.121093750000000000e+00,1.077373790009598931e-01
5.300781250000000000e+00,1.098558220356550819e-01
5.480468750000000000e+00,1.067008810043382633e-01
5.660156250000000000e+00,1.110704024024609521e-01
5.839843750000000000e+00,1.092872045872064490e-01
6.019531250000000000e+00,1.088992981473019678e-01
6.199218750000000000e+00,1.097689002113066276e-01
6.378906250000000000e+00,1.120801251110973423e-01
6.558593750000000000e+00,1.113237741030036337e-01
6.738281250000000000e+00,1.136249854233084000e-01
6.917968750000000000e+00,1.153958869898453199e-01
7.097656250000000000e+00,1.159357934505640397e-01
7.277343750000000000e+00,1.132842920670436015e-01
7.457031250000000000e+00,1.078109282788791562e-01
7.636718750000000000e+00,1.112349401325540138e-01
7.816406250000000000e+00,1.104218955740156743e-01
7.996093750000000000e+00,1.120735025612993180e-01
8.175781250000000000e+00,1.100670875396456971e-01
8.355468750000000000e+00,1.111753110565292524e-01
8.535156250000000000e+00,1.095567270437122764e-01
8.714843750000000000e+00,1.061025998629042538e-01
8.894531250000000000e+00,1.117135947140715929e-01
9.074218750000000000e+00,1.082461023664102046e-01
9.253906250000000000e+00,1.108728579788539059e-01
9.433593750000000000e+00,1.098510033868601715e-01
9.613281250000000000e+00,1.064575006539264790e-01
9.792968750000000000e+00,1.077933745547255268e-01
9.972656250000000000e+00,1.032334734949188759e-01
1.015234375000000000e+01,1.019438522569957456e-01
1.033203125000000000e+01,1.008175672938131651e-01
1.051171875000000000e+01,9.997323558993258252e-02
1.069140625000000000e+01,1.035532730966958054e-01
1.087109375000000000e+01,1.025240081960022420e-01
1.105078125000000000e+01,9.945653554822131426e-02
1.123046875000000000e+01,9.889876065236184732e-02
1.141015625000000000e+01,9.580805528939606575e-02
