# value,p_norm_ratio
3.906250000000000000e-02,7.130113344013830345e-02
1.171875000000000000e-01,3.279055354982352011e-01
1.953125000000000000e-01,5.717035024987195957e-01
2.734375000000000000e-01,7.340455746577546625e-01
3.515625000000000000e-01,8.666139149302598543e-01
4.296875000000000000e-01,9.150420342349145919e-01
5.078125000000000000e-01,9.458992758498594444e-01
5.859375000000000000e-01,9.479418008475631874e-01
6.640625000000000000e-01,9.159775177461723095e-01
7.421875000000000000e-01,8.664882548076517921e-01
8.203125000000000000e-01,7.717097157595098622e-01
8.984375000000000000e-01,6.924045044055566756e-01
9.765625000000000000e-01,6.122708144246996609e-01
1.054687500000000000e+00,5.330416065045974205e-01
1.132812500000000000e+00,4.638957514780693847e-01
1.210937500000000000e+00,3.796795833307701207e-01
1.289062500000000000e+00,3.249800746769530568e-01
1.367187500000000000e+00,2.711156528334512927e-01
1.445312500000000000e+00,2.241342167430830090e-01
1.523437500000000000e+00,1.906754717768397722e-01
1.601562500000000000e+00,1.647498393100780001e-01
1.679687500000000000e+00,1.411772516081202522e-01
1.757812500000000000e+00,1.180580643931220947e-01
1.835937500000000000e+00,9.521772778989487374e-02
1.914062500000000000e+00,8.443161265332993493e-02
1.992187500000000000e+00,7.128394124567824508e-02
2.070312500000000000e+00,6.047169717128368649e-02
2.148437500000000000e+00,5.324404104146939626e-02
2.226562500000000000e+00,4.588920303177364962e-02
2.304687500000000000e+00,4.053258804879306815e-02
2.382812500000000000e+00,3.404123477414355142e-02
2.460937500000000000e+00,3.049545504619488590e-02
2.539062500000000000e+00,2.661212224698894860e-02
2.617187500000000000e+00,2.315507730494266794e-02
2.695312500000000000e+00,2.045127824287385279e-02
2.773437500000000000e+00,1.712636184635734152e-02
2.851562500000000000e+00,1.494427774948320353e-02
2.929687500000000000e+00,1.343283729844371374e-02
3.007812500000000000e+00,1.106646960738319647e-02
3.085937500000000000e+00,1.029631930471076526e-02
3.164062500000000000e+00,9.514043357075813168e-03
3.242187500000000000e+00,8.394096042572889854e-03
3.320312500000000000e+00,7.864619123786793092e-03
3.398437500000000000e+00,6.943379176790262508e-03
3.476562500000000000e+00,6.400551403473264331e-03
3.554687500000000000e+00,5.760154096563232205e-03
3.632812500000000000e+00,5.228787646280063685e-03
3.710937500000000000e+00,4.787716246132859774e-03
3.789062500000000000e+00,4.587559497740629696e-03
3.867187500000000000e+00,4.126449866196750527e-03
3.945312500000000000e+00,4.267101698070329546e-03
4.023437500000000000e+00,3.375704644535786492e-03
4.101562500000000000e+00,3.335934157034897707e-03
4.179687500000000000e+00,3.025436972306790907e-03
4.257812500000000000e+00,2.705689218525677859e-03
4.335937500000000000e+00,2.544632447785045385e-03
4.414062500000000000e+00,2.384562148055097922e-03
4.492187500000000000e+00,2.153887951988589684e-03
4.570312500000000000e+00,1.642725032181178773e-03
4.648437500000000000e+00,1.723135127434044641e-03
4.726562500000000000e+00,1.803307094556293221e-03
4.804687500000000000e+00,1.272455521078930682e-03
4.882812500000000000e+00,1.382437676931001736e-03
4.960937500000000000e+00,1.272297693090478597e-03
