# value,p_w
8.984375000000000000e-02,2.508377463729769431e-04
2.695312500000000000e-01,1.849648066266527599e-03
4.492187500000000000e-01,5.361453976669144396e-03
6.289062500000000000e-01,8.826623830980196567e-03
8.085937500000000000e-01,1.387765317204758472e-02
9.882812500000000000e-01,2.004763507071272502e-02
1.167968750000000000e+00,2.392937091031946406e-02
1.347656250000000000e+00,3.051876667512729013e-02
1.527343750000000000e+00,3.806217506576244775e-02
1.707031250000000000e+00,4.451962012818549974e-02
1.886718750000000000e+00,4.943002009984997364e-02
2.066406250000000000e+00,5.231225153182453985e-02
2.246093750000000000e+00,5.905957953363474150e-02
2.425781250000000000e+00,6.685185333799541219e-02
2.605468750000000000e+00,6.985358301717338458e-02
2.785156250000000000e+00,7.161749371060621705e-02
2.964843750000000000e+00,7.262916479875293485e-02
3.144531250000000000e+00,7.796655992026339799e-02
3.324218750000000000e+00,8.491260054876087482e-02
3.503906250000000000e+00,9.009663994784204710e-02
3.683593750000000000e+00,9.166439589621228068e-02
3.863281250000000000e+00,9.414678570071827179e-02
4.042968750000000000e+00,9.655681455494609378e-02
4.222656250000000000e+00,1.003599003192111733e-01
4.402343750000000000e+00,1.035691958187537204e-01
4.582031250000000000e+00,1.046400561779862737e-01
4.761718750000000000e+00,1.076994822367425553e-01
4.941406250000000000e+00,1.103666953606806389e-01
5.121093750000000000e+00,1.132098120745571174e-01
5.300781250000000000e+00,1.111192470400558241e-01
5.480468750000000000e+00,1.113511260620244914e-01
5.660156250000000000e+00,1.110392069644697971e-01
5.839843750000000000e+00,1.179857242624533509e-01
6.019531250000000000e+00,1.107547358805913429e-01
6.199218750000000000e+00,1.149855952106287188e-01
6.378906250000000000e+00,1.162890613927918815e-01
6.558593750000000000e+00,1.126438676683791662e-01
6.738281250000000000e+00,1.161612996387247632e-01
6.917968750000000000e+00,1.159859942754637441e-01
7.097656250000000000e+00,1.122519217354334548e-01
7.277343750000000000e+00,1.169698140122347740e-01
7.457031250000000000e+00,1.158376088162469397e-01
7.636718750000000000e+00,1.133993067038881752e-01
7.816406250000000000e+00,1.147830515722726291e-01
7.996093750000000000e+00,1.148556619071328805e-01
8.175781250000000000e+00,1.126421138656449883e-01
8.355468750000000000e+00,1.128412926986165354e-01
8.535156250000000000e+00,1.127058399702434155e-01
8.714843750000000000e+00,1.087148312516204168e-01
8.894531250000000000e+00,1.049687022219391030e-01
9.074218750000000000e+00,1.037274096615880825e-01
9.253906250000000000e+00,1.044482026619328180e-01
9.433593750000000000e+00,1.021629390370547147e-01
9.613281250000000000e+00,1.039964243129911231e-01
9.792968750000000000e+00,1.043022721112961543e-01
9.972656250000000000e+00,9.903672669212268409e-02
1.015234375000000000e+01,9.786467617137024899e-02
1.033203125000000000e+01,9.465103541622321703e-02
1.051171875000000000e+01,9.798803745871936810e-02
1.069140625000000000e+01,9.795127699303997348e-02
1.087109375000000000e+01,9.717191356177549977e-02
1.105078125000000000e+01,9.628140724948555662e-02
1.123046875000000000e+01,9.176340089067998307e-02
1.141015625000000000e+01,9.139899670621820515e-02
