# value,p_w
8.984375000000000000e-02,3.111087472148955251e-04
2.695312500000000000e-01,2.133762664112659815e-03
4.492187500000000000e-01,5.771224819436042604e-03
6.289062500000000000e-01,1.113484120447001680e-02
8.085937500000000000e-01,1.716452567308728375e-02
9.882812500000000000e-01,2.369044887833900506e-02
1.167968750000000000e+00,3.054991412851452634e-02
1.347656250000000000e+00,3.756726292777203685e-02
1.527343750000000000e+00,4.415876429985519935e-02
1.707031250000000000e+00,5.041869313867581442e-02
1.886718750000000000e+00,5.712574553181749143e-02
2.066406250000000000e+00,6.272301265615087829e-02
2.246093750000000000e+00,6.837010686955434513e-02
2.425781250000000000e+00,7.409579147674212607e-02
2.605468750000000000e+00,7.864905716950643111e-02
2.785156250000000000e+00,8.306003731583563865e-02
2.964843750000000000e+00,8.775642885818306371e-02
3.144531250000000000e+00,9.212924767949440263e-02
3.324218750000000000e+00,9.541651202102370555e-02
3.503906250000000000e+00,9.780960618356318581e-02
3.683593750000000000e+00,1.007400554388879627e-01
3.863281250000000000e+00,1.032251079670689631e-01
4.042968750000000000e+00,1.062112229977079381e-01
4.222656250000000000e+00,1.073990750872455130e-01
4.402343750000000000e+00,1.091825537064465002e-01
4.582031250000000000e+00,1.101566324684439546e-01
4.761718750000000000e+00,1.114025523167366249e-01
4.941406250000000000e+00,1.125105173997364566e-01
5.121093750000000000e+00,1.126717962770579368e-01
5.300781250000000000e+00,1.137462073343973729e-01
5.480468750000000000e+00,1.134822923941358197e-01
5.660156250000000000e+00,1.137833703865639007e-01
5.839843750000000000e+00,1.144932523376515493e-01
6.019531250000000000e+00,1.144233811126272038e-01
6.199218750000000000e+00,1.141758910059556265e-01
6.378906250000000000e+00,1.132774721272831325e-01
6.558593750000000000e+00,1.135893096472430364e-01
6.738281250000000000e+00,1.127963413331898590e-01
6.917968750000000000e+00,1.121244638875584787e-01
7.097656250000000000e+00,1.119942052819410533e-01
7.277343750000000000e+00,1.104773001146128614e-01
7.457031250000000000e+00,1.097029983128958858e-01
7.636718750000000000e+00,1.089661364713616631e-01
7.816406250000000000e+00,1.080620838046329746e-01
7.996093750000000000e+00,1.064807649324222977e-01
8.175781250000000000e+00,1.046668386594764438e-01
8.355468750000000000e+00,1.036505287539340042e-01
8.535156250000000000e+00,1.023409471668567938e-01
8.714843750000000000e+00,1.015166600550606590e-01
8.894531250000000000e+00,1.005410908399023140e-01
9.074218750000000000e+00,9.882404762896553063e-02
9.253906250000000000e+00,9.723562511302828726e-02
9.433593750000000000e+00,9.653958197639986305e-02
9.613281250000000000e+00,9.498550796940775920e-02
9.792968750000000000e+00,9.397187432631699811e-02
9.972656250000000000e+00,9.224563962088636049e-02
1.015234375000000000e+01,9.140471614593030647e-02
1.033203125000000000e+01,9.006434440818132658e-02
1.051171875000000000e+01,8.902368942815326591e-02
1.069140625000000000e+01,8.743283433361019596e-02
1.087109375000000000e+01,8.581949027349669579e-02
1.105078125000000000e+01,8.472179065031434919e-02
1.123046875000000000e+01,8.305128287559150613e-02
1.141015625000000000e+01,8.206982469168216943e-02
