# value,p_w
8.984375000000000000e-02,3.687918900649017596e-04
2.695312500000000000e-01,2.304169728598553461e-03
4.492187500000000000e-01,6.053561329080837071e-03
6.289062500000000000e-01,1.129764743110182879e-02
8.085937500000000000e-01,1.545926772254973755e-02
9.882812500000000000e-01,2.140203931134689735e-02
1.167968750000000000e+00,2.687143549893645372e-02
1.347656250000000000e+00,3.423196976359992733e-02
1.527343750000000000e+00,3.957972861560796196e-02
1.707031250000000000e+00,4.714763858427607063e-02
1.886718750000000000e+00,5.171692376912339489e-02
2.066406250000000000e+00,5.874608112021834777e-02
2.246093750000000000e+00,6.266862649212115444e-02
2.425781250000000000e+00,6.827173781455440904e-02
2.605468750000000000e+00,7.411378844576727021e-02
2.785156250000000000e+00,7.971197928249885989e-02
2.964843750000000000e+00,8.359407784598871238e-02
3.144531250000000000e+00,8.816828566410693513e-02
3.324218750000000000e+00,9.197714354435719553e-02
3.503906250000000000e+00,9.539393264277816475e-02
3.683593750000000000e+00,9.761805348417879058e-02
3.863281250000000000e+00,9.867816968409741374e-02
4.042968750000000000e+00,1.029860720970521559e-01
4.222656250000000000e+00,1.044022416891562666e-01
4.402343750000000000e+00,1.076255616484912830e-01
4.582031250000000000e+00,1.101842900578141188e-01
4.761718750000000000e+00,1.097293565263405407e-01
4.941406250000000000e+00,1.107473983366388387e-01
5.121093750000000000e+00,1.119496626167642978e-01
5.300781250000000000e+00,1.134593665997386536e-01
5.480468750000000000e+00,1.155981767443179237e-01
5.660156250000000000e+00,1.180340302676252118e-01
5.839843750000000000e+00,1.154072897659040309e-01
6.019531250000000000e+00,1.142220464348856906e-01
6.199218750000000000e+00,1.178376015543802224e-01
6.378906250000000000e+00,1.156627688499521911e-01
6.558593750000000000e+00,1.150618340253458383e-01
6.738281250000000000e+00,1.144953069023353226e-01
6.917968750000000000e+00,1.136543973888044512e-01
7.097656250000000000e+00,1.145819619342810652e-01
7.277343750000000000e+00,1.122159442173165517e-01
7.457031250000000000e+00,1.110425349301981668e-01
7.636718750000000000e+00,1.108649945950955784e-01
7.816406250000000000e+00,1.098333094995565251e-01
7.996093750000000000e+00,1.099324945294249817e-01
8.175781250000000000e+00,1.091910071260692727e-01
8.355468750000000000e+00,1.094203223954127724e-01
8.535156250000000000e+00,1.064707027510203435e-01
8.714843750000000000e+00,1.031322826893134037e-01
8.894531250000000000e+00,1.028185052137747940e-01
9.074218750000000000e+00,1.031872171312555597e-01
9.253906250000000000e+00,1.005298732752187424e-01
9.433593750000000000e+00,1.001872677561203712e-01
9.613281250000000000e+00,9.771936583239641816e-02
9.792968750000000000e+00,9.708452948382496894e-02
9.972656250000000000e+00,9.356639572972914876e-02
1.015234375000000000e+01,9.356060855640468965e-02
1.033203125000000000e+01,9.086965916134112642e-02
1.051171875000000000e+01,9.008144621851017775e-02
1.069140625000000000e+01,8.748558349554136360e-02
1.087109375000000000e+01,8.745680060991355143e-02
1.105078125000000000e+01,8.711285059373488626e-02
1.123046875000000000e+01,8.622571802769271598e-02
1.141015625000000000e+01,8.421356438069219075e-02
