# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
6.317446657000588273e-01,8.682119252236063289e+00,1.168647215401818151e+00,1.363947575098952925e+01,-2.539540213553130865e-01,3.835539549816209259e-01,-2.777139672934592768e-02,3.031642467243451586e-02,-2.187915099332365665e-01,-4.849538368423695345e-01,-5.811671729033313777e-02,5.920819918264896842e-01,6.123382281706337693e-01,5.500021461104716014e-01,1.796921189732855950e+01,1.363947575098952925e+01,1.060679929214345663e+01,8.270698937001179640e-01
