# value,p_norm_ratio
3.906250000000000000e-02,7.402891740662347064e-02
1.171875000000000000e-01,3.419600663604392965e-01
1.953125000000000000e-01,5.691730460787521872e-01
2.734375000000000000e-01,7.659754582765043729e-01
3.515625000000000000e-01,8.953072130043099319e-01
4.296875000000000000e-01,9.521933879863615502e-01
5.078125000000000000e-01,9.657640898379439287e-01
5.859375000000000000e-01,9.638154358982460312e-01
6.640625000000000000e-01,9.298996512052086771e-01
7.421875000000000000e-01,8.778249659148522621e-01
8.203125000000000000e-01,7.868865939086495676e-01
8.984375000000000000e-01,6.927721232930692530e-01
9.765625000000000000e-01,5.977083793614873519e-01
1.054687500000000000e+00,5.143418443033224152e-01
1.132812500000000000e+00,4.294704511818953629e-01
1.210937500000000000e+00,3.625743479469146768e-01
1.289062500000000000e+00,3.075722568989054384e-01
1.367187500000000000e+00,2.573462977285748132e-01
1.445312500000000000e+00,2.146036375733976764e-01
1.523437500000000000e+00,1.808959846244753700e-01
1.601562500000000000e+00,1.557397603432632838e-01
1.679687500000000000e+00,1.297136641870100526e-01
1.757812500000000000e+00,1.099809516434758772e-01
1.835937500000000000e+00,9.759920238015591665e-02
1.914062500000000000e+00,8.123341002045567083e-02
1.992187500000000000e+00,7.111075056793061955e-02
2.070312500000000000e+00,5.780777251200267669e-02
2.148437500000000000e+00,5.039928620644691659e-02
2.226562500000000000e+00,4.339026535465771717e-02
2.304687500000000000e+00,3.987531761344548925e-02
2.382812500000000000e+00,3.493714615939046142e-02
2.460937500000000000e+00,2.872328690008364369e-02
2.539062500000000000e+00,2.552258531583450132e-02
2.617187500000000000e+00,2.386509047841335260e-02
2.695312500000000000e+00,1.898733049221224337e-02
2.773437500000000000e+00,1.626422570740476345e-02
2.851562500000000000e+00,1.430641479038262387e-02
2.929687500000000000e+00,1.237900421866252806e-02
3.007812500000000000e+00,1.077739357395292308e-02
3.085937500000000000e+00,1.146580570594409564e-02
3.164062500000000000e+00,1.033734652716516295e-02
3.242187500000000000e+00,8.413111193667305310e-03
3.320312500000000000e+00,7.049684386442053342e-03
3.398437500000000000e+00,7.046488662811919122e-03
3.476562500000000000e+00,5.450654903126030647e-03
3.554687500000000000e+00,5.486811648043881870e-03
3.632812500000000000e+00,4.769228295223806695e-03
3.710937500000000000e+00,4.691117434956515973e-03
3.789062500000000000e+00,3.528980245613889608e-03
3.867187500000000000e+00,3.404490421893897455e-03
3.945312500000000000e+00,3.763292341007877864e-03
4.023437500000000000e+00,2.965672499579277612e-03
4.101562500000000000e+00,2.363647332641129455e-03
4.179687500000000000e+00,2.084226369083339633e-03
4.257812500000000000e+00,2.682461735562675573e-03
4.335937500000000000e+00,2.282361234151590590e-03
4.414062500000000000e+00,1.601590159301702213e-03
4.492187500000000000e+00,1.440923105255972544e-03
4.570312500000000000e+00,1.360907102055332460e-03
4.648437500000000000e+00,1.120224044808962273e-03
4.726562500000000000e+00,1.401550151300101892e-03
4.804687500000000000e+00,9.608270860521313846e-04
4.882812500000000000e+00,6.401280256051211127e-04
4.960937500000000000e+00,9.614621336965808833e-04
