# value,p_w
8.984375000000000000e-02,2.593925315750455368e-04
2.695312500000000000e-01,2.319925113352004024e-03
4.492187500000000000e-01,5.556473358150646434e-03
6.289062500000000000e-01,1.129505226287454839e-02
8.085937500000000000e-01,1.626857857752129696e-02
9.882812500000000000e-01,2.205893914100334058e-02
1.167968750000000000e+00,2.735453604041103437e-02
1.347656250000000000e+00,3.414142183347330939e-02
1.527343750000000000e+00,4.008770641053992917e-02
1.707031250000000000e+00,4.809749069239003388e-02
1.886718750000000000e+00,5.405292970513750350e-02
2.066406250000000000e+00,5.912874523891772233e-02
2.246093750000000000e+00,6.161082195706627657e-02
2.425781250000000000e+00,7.037671992301944290e-02
2.605468750000000000e+00,7.505531940753568110e-02
2.785156250000000000e+00,8.183018145811307709e-02
2.964843750000000000e+00,8.704475778738428315e-02
3.144531250000000000e+00,8.822578607705527931e-02
3.324218750000000000e+00,8.981346525371748657e-02
3.503906250000000000e+00,9.662353127903389183e-02
3.683593750000000000e+00,9.941148233448333926e-02
3.863281250000000000e+00,9.964933020584915147e-02
4.042968750000000000e+00,1.000028984654304370e-01
4.222656250000000000e+00,1.031483280390900342e-01
4.402343750000000000e+00,1.024840392417149110e-01
4.582031250000000000e+00,1.079646364053644531e-01
4.761718750000000000e+00,1.087540212488898872e-01
4.941406250000000000e+00,1.102133715509055756e-01
5.121093750000000000e+00,1.123009518070070545e-01
5.300781250000000000e+00,1.116348010407105795e-01
5.480468750000000000e+00,1.151937826839870144e-01
5.660156250000000000e+00,1.113667867693075852e-01
5.839843750000000000e+00,1.143000779667998762e-01
6.019531250000000000e+00,1.139677824432640957e-01
6.199218750000000000e+00,1.101649324899090648e-01
6.378906250000000000e+00,1.120517591735165769e-01
6.558593750000000000e+00,1.155533377122064387e-01
6.738281250000000000e+00,1.105863417030375218e-01
6.917968750000000000e+00,1.139514270834646459e-01
7.097656250000000000e+00,1.159383705779878510e-01
7.277343750000000000e+00,1.143882908522646374e-01
7.457031250000000000e+00,1.130257078988979036e-01
7.636718750000000000e+00,1.126175947394797289e-01
7.816406250000000000e+00,1.084050930064665436e-01
7.996093750000000000e+00,1.113444258808057585e-01
8.175781250000000000e+00,1.094348433017349603e-01
8.355468750000000000e+00,1.068070619066151389e-01
8.535156250000000000e+00,1.056254118641778705e-01
8.714843750000000000e+00,1.071692227022314065e-01
8.894531250000000000e+00,1.031377535547341462e-01
9.074218750000000000e+00,1.037147194132676392e-01
9.253906250000000000e+00,1.022697081464633839e-01
9.433593750000000000e+00,1.015600461871141030e-01
9.613281250000000000e+00,9.832124319997917472e-02
9.792968750000000000e+00,9.705017206438487642e-02
9.972656250000000000e+00,9.885546867696114182e-02
1.015234375000000000e+01,9.422833495360101452e-02
1.033203125000000000e+01,9.356807494554698901e-02
1.051171875000000000e+01,9.197535552589480856e-02
1.069140625000000000e+01,9.106747456426354803e-02
1.087109375000000000e+01,8.987617398734711049e-02
1.105078125000000000e+01,8.397358200949396612e-02
1.123046875000000000e+01,8.426311430143032521e-02
1.141015625000000000e+01,8.269828462995962304e-02
