# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,1.758499527420485931e-02,6.887833699302051485e-03,6.525974572309301003e-03,1.229624527551195085e-02,5.170710854970417616e-03,8.737048566357652479e-03,1.252040106802256546e-02,9.281464971700723043e-03,5.242157899318178847e-03
-1.096093750000000000e+01,1.835259578792779525e-02,7.130287318154863475e-03,7.138392717134708736e-03,1.362416524356485636e-02,5.764566061920183872e-03,9.494432329960235048e-03,1.433630293254947556e-02,9.927243595551136709e-03,5.556446652590266155e-03
-1.060156250000000000e+01,1.927718373488777545e-02,7.911517375832873358e-03,8.195634523205064595e-03,1.321958228062141381e-02,6.581889121470158206e-03,1.044879023231078639e-02,1.489289615071984207e-02,1.104325946383323889e-02,6.110029268196412455e-03
-1.024218750000000000e+01,2.124527641653253807e-02,8.242038593881114567e-03,9.197266425498047335e-03,1.451956282050845086e-02,6.490670481381913964e-03,1.082068412943336909e-02,1.560882223262216248e-02,1.141291149325574829e-02,6.707511329571890814e-03
-9.882812500000000000e+00,2.288198436475262498e-02,9.254422416623817038e-03,1.042902204300915660e-02,1.653324879877083459e-02,7.696126165995902102e-03,1.163468498078938131e-02,1.713145007826234745e-02,1.265521487070914337e-02,7.574866945868619951e-03
-9.523437500000000000e+00,2.586829212912541628e-02,1.102382280013831928e-02,1.157079523919997410e-02,1.764409611236186434e-02,7.808665411676966178e-03,1.184975334333954015e-02,1.886033926857208845e-02,1.414817677250599683e-02,8.458403874808353984e-03
-9.164062500000000000e+00,2.679235403805485874e-02,1.196834147010979697e-02,1.205983509709182382e-02,1.858704554683128160e-02,8.425566902110799908e-03,1.377106829017008156e-02,1.949301530365125934e-02,1.447300219633866104e-02,8.671802456628413189e-03
-8.804687500000000000e+00,2.825361672664699134e-02,1.418517262116426349e-02,1.359696251633145565e-02,1.991583152708923526e-02,1.036801113492182014e-02,1.517136828502118479e-02,2.112451057485047190e-02,1.530286451877250001e-02,9.047629032153923362e-03
-8.445312500000000000e+00,3.107965350197094620e-02,1.553347657134599748e-02,1.460085377626594259e-02,2.240184618258646634e-02,1.057398149095584855e-02,1.593271665976045415e-02,2.180185574349522912e-02,1.651462546227887296e-02,1.022416343988650188e-02
-8.085937500000000000e+00,3.374313668154600709e-02,1.666009733888530395e-02,1.678613296936242241e-02,2.347740905518834464e-02,1.134250610997179255e-02,1.768546530371203213e-02,2.289354092679940847e-02,1.746068777356354212e-02,1.137689348814251676e-02
-7.726562500000000000e+00,3.512437648362105175e-02,1.814190918917359813e-02,1.865218351152073475e-02,2.449682180237510928e-02,1.247842065433443781e-02,1.949615963638895097e-02,2.567973194385391594e-02,2.073163306545403040e-02,1.206406887367854168e-02
-7.367187500000000000e+00,3.787493813836795287e-02,2.040098095914505069e-02,2.113770458643141406e-02,2.499621432305687563e-02,1.298339361193633947e-02,2.157819061679848091e-02,2.687182275319211291e-02,2.163548961569775053e-02,1.448229218632922019e-02
-7.007812500000000000e+00,4.182944941178222409e-02,2.193444536968678846e-02,2.309397080384623796e-02,2.777533226386221660e-02,1.555480131647224255e-02,2.393955187283905786e-02,2.944800960744765189e-02,2.316055151900725875e-02,1.606476027616889068e-02
-6.648437500000000000e+00,4.641903225901671676e-02,2.573580278553588493e-02,2.628981185172277885e-02,3.011659215160270020e-02,1.577352086727677044e-02,2.618213865691538036e-02,3.090443539568652961e-02,2.673613353058802364e-02,1.672358378238452542e-02
-6.289062500000000000e+00,4.763685934200986849e-02,2.870966986391549486e-02,3.136612204963865752e-02,3.230723057614678234e-02,1.953386537191907288e-02,3.003020013950431430e-02,3.528009727895742992e-02,3.107560623040199477e-02,1.945576366988570685e-02
-5.929687500000000000e+00,5.143558066105971549e-02,3.172266916316529572e-02,3.333100887193058554e-02,3.441593676762388226e-02,2.182779993202997246e-02,3.269205535677429525e-02,3.610572004001622037e-02,3.220840454327868890e-02,2.077176105598582678e-02
-5.570312500000000000e+00,5.528855924968011093e-02,3.385217185767547959e-02,3.687349189398481109e-02,3.789606065922698080e-02,2.296758110787120236e-02,3.435374825536585686e-02,3.780859772784781608e-02,3.596017390940003944e-02,2.268371756919587354e-02
-5.210937500000000000e+00,5.982270078060419882e-02,3.713038615303513451e-02,4.028899124837623941e-02,3.975164898895829774e-02,2.448200739577433699e-02,3.697342498139032096e-02,4.192204437474845308e-02,3.900029946000918568e-02,2.670813998313902385e-02
-4.851562500000000000e+00,6.206308107641617805e-02,4.171691738578636038e-02,4.510159840312590734e-02,4.252975446451463110e-02,2.649318143513380852e-02,4.131963914466967730e-02,4.361970490387782201e-02,4.171510093328510693e-02,2.928361218657771908e-02
-4.492187500000000000e+00,6.408834733426400920e-02,4.749642171958066983e-02,4.895183413523061106e-02,4.754746875682452217e-02,3.022631056259256557e-02,4.343153395202969252e-02,4.799800888914297625e-02,4.534449709764632602e-02,3.146051962691449183e-02
-4.132812500000000000e+00,7.063716688102916752e-02,5.114353288818732080e-02,5.287772047030968314e-02,5.208809590866293748e-02,3.377059411462117466e-02,4.879501667938256765e-02,5.283569396275451802e-02,5.103549422167601157e-02,3.463745857210904361e-02
-3.773437500000000000e+00,7.368216721881049036e-02,5.741927301042894227e-02,5.947801259758665055e-02,5.446797603368188495e-02,3.693391239388005287e-02,5.379846792961767710e-02,5.395981217376740607e-02,5.505928265837300301e-02,3.802614327472012001e-02
-3.414062500000000000e+00,7.670562057108572251e-02,6.526102209225580209e-02,6.359891065274420052e-02,5.798566586328460226e-02,4.171828544566813513e-02,5.833177576175010981e-02,6.009641977819622088e-02,6.156496329425620306e-02,4.429950195373154320e-02
-3.054687500000000000e+00,8.053818389479688866e-02,6.780708713428015844e-02,6.806084185758139171e-02,6.342560519489809367e-02,4.492559015887881424e-02,6.411248512255969534e-02,6.589519343022053055e-02,6.622691979797118433e-02,4.556542772697214777e-02
-2.695312500000000000e+00,8.232753765461102435e-02,7.063936563650656530e-02,7.511663446715927117e-02,6.795484355611097760e-02,4.949747316342425346e-02,7.219756483968353677e-02,6.714845182722704864e-02,7.179722723298968823e-02,5.049694735228493075e-02
-2.335937500000000000e+00,8.602028199169624301e-02,7.809533110673912149e-02,8.110809685907013900e-02,7.254865157238853113e-02,5.700789167535750407e-02,7.844496378784826529e-02,7.083417263133570674e-02,7.853067118942280711e-02,5.332205460567698146e-02
-1.976562500000000000e+00,8.889802607077426644e-02,8.402414213037574797e-02,8.499280296296624071e-02,7.512299200363251050e-02,6.250423367457932922e-02,8.570062984902482306e-02,7.492894114970606589e-02,8.290503734875080688e-02,6.032047916477974864e-02
-1.617187500000000000e+00,9.264925148301510205e-02,8.988163691500256069e-02,9.086504734992285892e-02,8.052791770832616602e-02,6.678772627641453574e-02,9.226528098757495744e-02,8.091664131378699387e-02,8.980137177610263144e-02,6.605132323773897640e-02
-1.257812500000000000e+00,9.401038192909257074e-02,9.761109901112141607e-02,9.950337841169329400e-02,8.558082339172776165e-02,7.384400149581264727e-02,9.616978242878380934e-02,8.516003851226060239e-02,9.349707220954224518e-02,7.168994799923954220e-02
-8.984375000000000000e-01,9.574331469214818202e-02,9.919838278780611363e-02,1.001629561096114562e-01,9.075436241728893072e-02,8.031897590910394569e-02,1.009572599695031936e-01,8.559672971419046705e-02,9.829946407167811095e-02,7.670160713594230406e-02
-5.390625000000000000e-01,9.413692989905221575e-02,1.014086332227197990e-01,1.009109811782784721e-01,9.194986754545679541e-02,8.889193854152610541e-02,1.044558066937706919e-01,8.726403710469361752e-02,1.001446705225479822e-01,8.335357483237244847e-02
-1.796875000000000000e-01,9.476318408127200332e-02,1.026085327873901692e-01,1.046382960478583340e-01,8.900799425619382310e-02,9.081718872644620189e-02,1.035821376911120612e-01,8.756568369255614270e-02,1.003187254645487025e-01,8.919511287877759931e-02
1.796875000000000000e-01,9.398612643366037467e-02,9.972345099478446828e-02,1.028677924885441491e-01,9.052997039820569192e-02,9.676135137510917528e-02,1.064743986650534269e-01,8.914946511162427645e-02,1.001662501338427269e-01,9.359397980666248062e-02
5.390625000000000000e-01,9.130183827555428400e-02,9.972297314808052648e-02,1.016043982069834012e-01,8.653022297515848560e-02,1.003284532552528169e-01,1.027583569060069174e-01,8.915471124129317748e-02,9.996638945023478273e-02,1.002776728722507976e-01
8.984375000000000000e-01,8.636857138545445123e-02,9.795245152844801739e-02,9.865472183312433418e-02,8.437997485451692592e-02,1.040361993171892013e-01,1.013668800646505691e-01,8.596327859885367906e-02,9.774914365399300920e-02,1.054299924787889253e-01
1.257812500000000000e+00,8.292634877048521425e-02,9.553606600079760092e-02,9.682603530007863335e-02,8.520647146736146094e-02,1.096425573603680426e-01,9.563798626529886049e-02,8.460594762880621622e-02,9.545332025437364143e-02,1.093896700948221584e-01
1.617187500000000000e+00,7.654096403043353369e-02,9.541084811159936119e-02,8.915584220838802809e-02,7.971170381512727998e-02,1.080259075902243876e-01,8.896775492586402045e-02,7.927444895359625487e-02,8.787584813421618624e-02,1.068019474924588041e-01
1.976562500000000000e+00,6.633747679829260502e-02,8.540459709224665352e-02,8.370684127999730717e-02,7.952943456983006809e-02,1.014030704387943876e-01,8.308083776564127720e-02,7.620584557116268087e-02,8.310448897500137544e-02,1.055301940665904908e-01
2.335937500000000000e+00,6.152235481364222436e-02,7.716049460644980318e-02,7.913214496500942108e-02,7.255316284770522983e-02,9.997423900781049477e-02,7.631565499673025055e-02,7.234381142403818743e-02,7.661623948487136793e-02,1.030324364277811905e-01
2.695312500000000000e+00,5.656700840541339925e-02,7.477522982707757171e-02,7.342358777490168298e-02,6.762978502180912177e-02,9.815933243771939043e-02,6.909712866719175395e-02,6.772026946126089020e-02,7.223325440913597184e-02,9.922168317629607992e-02
3.054687500000000000e+00,4.880843692442408260e-02,6.924881565262407113e-02,6.807240340234844977e-02,6.439330871559577341e-02,9.296852139123382153e-02,6.528369877697652590e-02,6.398509039337108018e-02,6.761982410241679231e-02,9.241328656564666566e-02
