# value,p_norm_ratio
3.906250000000000000e-02,7.517642097148707903e-02
1.171875000000000000e-01,3.375396978610353260e-01
1.953125000000000000e-01,5.896786917469912792e-01
2.734375000000000000e-01,7.777709324552724013e-01
3.515625000000000000e-01,8.903056807002627249e-01
4.296875000000000000e-01,9.335990198785322214e-01
5.078125000000000000e-01,9.611414024141746726e-01
5.859375000000000000e-01,9.496103174959567017e-01
6.640625000000000000e-01,9.174486593878655727e-01
7.421875000000000000e-01,8.516044190403750935e-01
8.203125000000000000e-01,7.585007616635753847e-01
8.984375000000000000e-01,6.613662961369026760e-01
9.765625000000000000e-01,5.919713765229497326e-01
1.054687500000000000e+00,5.108086317097122464e-01
1.132812500000000000e+00,4.287506405328805892e-01
1.210937500000000000e+00,3.678451098225253291e-01
1.289062500000000000e+00,3.121464084109181747e-01
1.367187500000000000e+00,2.629694373513928318e-01
1.445312500000000000e+00,2.225183434917540337e-01
1.523437500000000000e+00,1.887826384505923993e-01
1.601562500000000000e+00,1.577394203273119466e-01
1.679687500000000000e+00,1.364186238445247723e-01
1.757812500000000000e+00,1.154744524163390101e-01
1.835937500000000000e+00,9.937240836851249370e-02
1.914062500000000000e+00,8.461931937054245623e-02
1.992187500000000000e+00,7.396062387047236397e-02
2.070312500000000000e+00,6.393519898110359978e-02
2.148437500000000000e+00,5.738283730175629954e-02
2.226562500000000000e+00,4.853323371696485755e-02
2.304687500000000000e+00,4.143212435417231720e-02
2.382812500000000000e+00,3.701589033445230881e-02
2.460937500000000000e+00,3.189409918576303210e-02
2.539062500000000000e+00,2.897645102485472621e-02
2.617187500000000000e+00,2.452147257653907592e-02
2.695312500000000000e+00,2.203912643401972557e-02
2.773437500000000000e+00,1.898172447152621581e-02
2.851562500000000000e+00,1.660701462169822742e-02
2.929687500000000000e+00,1.563677726686231451e-02
3.007812500000000000e+00,1.354200237527062103e-02
3.085937500000000000e+00,1.257133664976910724e-02
3.164062500000000000e+00,1.086866625620096748e-02
3.242187500000000000e+00,1.038708160322451834e-02
3.320312500000000000e+00,9.185118257128884953e-03
3.398437500000000000e+00,8.654972707209187405e-03
3.476562500000000000e+00,8.164399979239785748e-03
3.554687500000000000e+00,7.052253451860244181e-03
3.632812500000000000e+00,6.169913007988533406e-03
3.710937500000000000e+00,5.318448608445998371e-03
3.789062500000000000e+00,5.139042961022764755e-03
3.867187500000000000e+00,4.817445855463342586e-03
3.945312500000000000e+00,4.327231713162188118e-03
4.023437500000000000e+00,3.956172778906467957e-03
4.101562500000000000e+00,3.445873063362238538e-03
4.179687500000000000e+00,2.884071333334146080e-03
4.257812500000000000e+00,2.753692937709893099e-03
4.335937500000000000e+00,2.664028563581400440e-03
4.414062500000000000e+00,2.292971180883612327e-03
4.492187500000000000e+00,2.163222214835254422e-03
4.570312500000000000e+00,1.843196495361354437e-03
4.648437500000000000e+00,1.672654443061875147e-03
4.726562500000000000e+00,1.642842390265206046e-03
4.804687500000000000e+00,1.562355083337183155e-03
4.882812500000000000e+00,1.412560109675166722e-03
4.960937500000000000e+00,1.432761467179247171e-03
