# value,p_norm_ratio
3.906250000000000000e-02,6.758723731147910085e-02
1.171875000000000000e-01,3.044317930041129938e-01
1.953125000000000000e-01,5.230280094683562586e-01
2.734375000000000000e-01,6.831764003639143601e-01
3.515625000000000000e-01,7.880770322142456319e-01
4.296875000000000000e-01,8.456091692711542596e-01
5.078125000000000000e-01,8.766087891240555985e-01
5.859375000000000000e-01,8.674574220326637386e-01
6.640625000000000000e-01,8.398107196178546952e-01
7.421875000000000000e-01,7.939772248510682529e-01
8.203125000000000000e-01,7.381737784653362722e-01
8.984375000000000000e-01,6.745613221893506095e-01
9.765625000000000000e-01,6.036847691218113487e-01
1.054687500000000000e+00,5.348835493838898225e-01
1.132812500000000000e+00,4.726249855355019180e-01
1.210937500000000000e+00,4.123508105786433675e-01
1.289062500000000000e+00,3.582884368090197280e-01
1.367187500000000000e+00,3.103821274015771681e-01
1.445312500000000000e+00,2.684504235301319874e-01
1.523437500000000000e+00,2.325966019434207166e-01
1.601562500000000000e+00,1.995286312826683728e-01
1.679687500000000000e+00,1.713033722400602310e-01
1.757812500000000000e+00,1.486140639220860926e-01
1.835937500000000000e+00,1.296264574448909301e-01
1.914062500000000000e+00,1.127570893473749947e-01
1.992187500000000000e+00,9.856514882628637786e-02
2.070312500000000000e+00,8.491314817304780604e-02
2.148437500000000000e+00,7.460585327388605248e-02
2.226562500000000000e+00,6.549242693494201906e-02
2.304687500000000000e+00,5.774250675783516168e-02
2.382812500000000000e+00,5.083917241518018382e-02
2.460937500000000000e+00,4.426822195706369562e-02
2.539062500000000000e+00,3.880657512990236951e-02
2.617187500000000000e+00,3.431813264640404953e-02
2.695312500000000000e+00,3.051219189706770932e-02
2.773437500000000000e+00,2.703514958577849306e-02
2.851562500000000000e+00,2.420727355846961568e-02
2.929687500000000000e+00,2.141282735259734601e-02
3.007812500000000000e+00,1.907802043070263784e-02
3.085937500000000000e+00,1.721730330679178619e-02
3.164062500000000000e+00,1.541630336152556222e-02
3.242187500000000000e+00,1.425343817446097019e-02
3.320312500000000000e+00,1.272731972463858954e-02
3.398437500000000000e+00,1.150493281414024203e-02
3.476562500000000000e+00,1.025452216554247932e-02
3.554687500000000000e+00,9.438766943371311099e-03
3.632812500000000000e+00,8.569233507090883925e-03
3.710937500000000000e+00,7.648330218087839513e-03
3.789062500000000000e+00,7.214175114550016796e-03
3.867187500000000000e+00,6.479217591619736497e-03
3.945312500000000000e+00,5.942260594680480630e-03
4.023437500000000000e+00,5.481821819457705254e-03
4.101562500000000000e+00,4.895506426754886627e-03
4.179687500000000000e+00,4.475024855284818852e-03
4.257812500000000000e+00,4.082962340644785693e-03
4.335937500000000000e+00,3.761548943019859658e-03
4.414062500000000000e+00,3.450195537751703928e-03
4.492187500000000000e+00,3.197050799040283050e-03
4.570312500000000000e+00,2.942675411065282139e-03
4.648437500000000000e+00,2.756588471179046654e-03
4.726562500000000000e+00,2.486579661083657914e-03
4.804687500000000000e+00,2.345092016088114791e-03
4.882812500000000000e+00,2.134504746675265630e-03
4.960937500000000000e+00,1.937780061642433837e-03
