# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.780802215270289868e-02,1.812602526727231239e-02,1.823282967622033915e-02
-1.096093750000000000e+01,1.850455979716349869e-02,1.904959115631153430e-02,1.930028669643436487e-02
-1.060156250000000000e+01,1.982782729565621058e-02,2.010221534566334484e-02,2.014773743049449312e-02
-1.024218750000000000e+01,2.076438458089854139e-02,2.110915879265272063e-02,2.122264489267824614e-02
-9.882812500000000000e+00,2.149178102821209385e-02,2.243528629973399677e-02,2.237751623479255700e-02
-9.523437500000000000e+00,2.290885253596671237e-02,2.372334045357940915e-02,2.368191425134319114e-02
-9.164062500000000000e+00,2.395273431799586211e-02,2.494200792273595577e-02,2.490437908318991408e-02
-8.804687500000000000e+00,2.548124366195257326e-02,2.623814903113583230e-02,2.589942476728197135e-02
-8.445312500000000000e+00,2.673947807574577479e-02,2.778253953968381693e-02,2.742621865662312267e-02
-8.085937500000000000e+00,2.823844018492359040e-02,2.902521289035789320e-02,2.891217070236257181e-02
-7.726562500000000000e+00,2.992043856947982153e-02,3.046631931159721890e-02,3.040668085339364932e-02
-7.367187500000000000e+00,3.149946763481741019e-02,3.179111213989671558e-02,3.200995675518515660e-02
-7.007812500000000000e+00,3.304587906805148134e-02,3.330963589625714205e-02,3.373946355074698006e-02
-6.648437500000000000e+00,3.507101536169020956e-02,3.549586673840440798e-02,3.542001005101270972e-02
-6.289062500000000000e+00,3.709288935426351824e-02,3.724521556131852457e-02,3.742915443212280202e-02
-5.929687500000000000e+00,3.890123723398253991e-02,3.927452825169057415e-02,3.962152674315451428e-02
-5.570312500000000000e+00,4.089351000943180353e-02,4.164704762981802366e-02,4.172192368162227355e-02
-5.210937500000000000e+00,4.265873442772390167e-02,4.370088726543597257e-02,4.382868346639520046e-02
-4.851562500000000000e+00,4.520684498640779175e-02,4.546482282169635181e-02,4.632253440759544899e-02
-4.492187500000000000e+00,4.764641611440459390e-02,4.791910095879005349e-02,4.871658090480274900e-02
-4.132812500000000000e+00,4.982137321014374481e-02,5.044799590923665367e-02,5.087439706480870183e-02
-3.773437500000000000e+00,5.252338639283488791e-02,5.273921370201346825e-02,5.344489945778631984e-02
-3.414062500000000000e+00,5.504846124400616242e-02,5.541606549531173653e-02,5.576450076000068201e-02
-3.054687500000000000e+00,5.800817173003670196e-02,5.766272567339545546e-02,5.825442663673395527e-02
-2.695312500000000000e+00,6.135203099074307970e-02,6.110765279759560603e-02,6.119696953454287214e-02
-2.335937500000000000e+00,6.389068713574881653e-02,6.372258704121216977e-02,6.430414419130131565e-02
-1.976562500000000000e+00,6.712651580666556539e-02,6.664545924295048329e-02,6.701521600281927504e-02
-1.617187500000000000e+00,6.966241166004766283e-02,6.967650351814702603e-02,6.956314260010239281e-02
-1.257812500000000000e+00,7.228835470778034733e-02,7.156679342609867378e-02,7.150640605832259133e-02
-8.984375000000000000e-01,7.498968987564241795e-02,7.399280988175258034e-02,7.407113748405490250e-02
-5.390625000000000000e-01,7.640681773991316039e-02,7.528955926157930578e-02,7.545703572192576092e-02
-1.796875000000000000e-01,7.766297472572390725e-02,7.656550272007683899e-02,7.674951573007093852e-02
1.796875000000000000e-01,7.739868106079680898e-02,7.690927704812347554e-02,7.680352670967680040e-02
5.390625000000000000e-01,7.679694463148117878e-02,7.542250192999828962e-02,7.583265435730773829e-02
8.984375000000000000e-01,7.504737995358677638e-02,7.384011883059943271e-02,7.413622300256346442e-02
1.257812500000000000e+00,7.329742879771081188e-02,7.170957576166740732e-02,7.153276529109808823e-02
1.617187500000000000e+00,6.990612209395094534e-02,6.874084142092654059e-02,6.822508214959435713e-02
1.976562500000000000e+00,6.682197211446984364e-02,6.632060177992724070e-02,6.523964696344407288e-02
2.335937500000000000e+00,6.449593539885449534e-02,6.385859347897150651e-02,6.271041642644946401e-02
2.695312500000000000e+00,6.180676521832298431e-02,6.109657810019381019e-02,6.016431201599312800e-02
3.054687500000000000e+00,5.901700166721429025e-02,5.829335471375862721e-02,5.745238623145294821e-02
3.414062500000000000e+00,5.617984134531747720e-02,5.571511039083403005e-02,5.483027088862957310e-02
3.773437500000000000e+00,5.356800410455206385e-02,5.276885045149314751e-02,5.249514492878096933e-02
4.132812500000000000e+00,5.121941580046675269e-02,5.032023718719327160e-02,5.006012103999486068e-02
4.492187500000000000e+00,4.798076316230939775e-02,4.808744271293237393e-02,4.778035525265623973e-02
4.851562500000000000e+00,4.603739337305736562e-02,4.579115012059834650e-02,4.527704562400680643e-02
5.210937500000000000e+00,4.356288944903698862e-02,4.326860252576718302e-02,4.320863738109106955e-02
5.570312500000000000e+00,4.100407414476720663e-02,4.117349530547322056e-02,4.103906993063316522e-02
5.929687500000000000e+00,3.920225705042756914e-02,3.878849591410822584e-02,3.910954186296860396e-02
6.289062500000000000e+00,3.699020315026022715e-02,3.694840156507896850e-02,3.706622706610787632e-02
6.648437500000000000e+00,3.504980648146384381e-02,3.527213512152305164e-02,3.501350700364688068e-02
7.007812500000000000e+00,3.319854581447793940e-02,3.355896001906092524e-02,3.360121907530309177e-02
7.367187500000000000e+00,3.142929518807557193e-02,3.153915994124637662e-02,3.184265165558585603e-02
