# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,1.973124081326935175e-01,4.704329984743372828e-01,3.540218073298060930e-01
-8.006249999999999201e-01,2.110590076570592055e-01,5.028348456987568049e-01,3.652452290754185649e-01
-7.743750000000000355e-01,2.190906833148026089e-01,5.200770600147076594e-01,4.260674228408238284e-01
-7.481249999999999289e-01,2.613856250975863937e-01,5.667081006984883151e-01,4.270010769457508459e-01
-7.218750000000000444e-01,2.612120831600363013e-01,5.933240425850611066e-01,4.228083477058447448e-01
-6.956249999999999378e-01,2.698884841345016161e-01,5.588233336269257112e-01,4.410577329075905939e-01
-6.693750000000000533e-01,2.933488498804014410e-01,5.452548006106684442e-01,4.357682362165917755e-01
-6.431249999999999467e-01,3.239899811167866184e-01,5.685621775212390538e-01,4.557548674805579902e-01
-6.168750000000000622e-01,3.089198403107736302e-01,5.422168691927421458e-01,5.208665338049902616e-01
-5.906249999999999556e-01,3.324030874999120422e-01,6.094871944691291343e-01,4.784087573473053134e-01
-5.643749999999999600e-01,3.629179051638685150e-01,6.016024616139410419e-01,5.432870958469077083e-01
-5.381249999999999645e-01,4.465726834279220570e-01,5.637851285198499651e-01,5.546827048791753700e-01
-5.118749999999999689e-01,4.608306309508595766e-01,6.153684730560533556e-01,5.644499115598400341e-01
-4.856249999999999734e-01,4.388636995841710964e-01,6.339074246851025274e-01,5.776229138993974610e-01
-4.593749999999999778e-01,4.580735327693835623e-01,6.852266368559284393e-01,6.261008894240385203e-01
-4.331249999999999822e-01,4.590304826158084772e-01,6.756686143833358082e-01,6.077007096729354352e-01
-4.068749999999999867e-01,4.627197043537152332e-01,6.594720229794684974e-01,6.163834602146793795e-01
-3.806249999999999911e-01,4.807686162479559155e-01,6.965856478253078521e-01,5.750843898110931107e-01
-3.543749999999999956e-01,4.894936968805238542e-01,6.344890707442930600e-01,6.150844635674078686e-01
-3.281250000000000000e-01,4.847881429227552941e-01,6.841959695276933484e-01,6.474229810008871322e-01
-3.018749999999999489e-01,4.842578586238501792e-01,6.953297036864617420e-01,6.119811173798214154e-01
-2.756249999999999534e-01,5.298410664806124659e-01,7.248008347539065532e-01,6.608069716906385116e-01
-2.493749999999999578e-01,5.368633053128056831e-01,7.290553584110341934e-01,6.175942619439622749e-01
-2.231249999999999623e-01,5.598808700028988783e-01,6.823521765401713290e-01,6.518269253526774998e-01
-1.968749999999999667e-01,5.783853293420024855e-01,6.725650751391879512e-01,7.099610448392363882e-01
-1.706249999999999711e-01,6.048795198562076925e-01,6.905827101641316412e-01,6.956120408817960676e-01
-1.443749999999999756e-01,6.804235957557596137e-01,7.160226687588663319e-01,6.846864913479162595e-01
-1.181249999999999800e-01,6.281704861319280520e-01,6.076659132434560906e-01,6.694359488187717755e-01
-9.187499999999998446e-02,6.374615759791255609e-01,6.225926007886442015e-01,6.723379502325381729e-01
-6.562499999999998890e-02,6.416207211387864318e-01,6.346489145266162035e-01,6.587018313577777118e-01
-3.937499999999999334e-02,6.591164140070762123e-01,6.135727687098663230e-01,6.159845246155178922e-01
-1.312499999999999778e-02,6.888491377871517329e-01,6.286773579470277262e-01,6.937362980574590665e-01
1.312499999999999778e-02,6.271476279785219710e-01,6.332232504135093532e-01,6.709689029083999445e-01
3.937499999999999334e-02,6.843867163926781183e-01,6.324427108810183329e-01,6.908743075466796668e-01
6.562499999999998890e-02,7.009083406295043561e-01,6.418610516701535040e-01,7.031161264267035138e-01
9.187499999999998446e-02,7.269766014037754021e-01,6.256106103161475085e-01,7.228897372008223909e-01
1.181249999999999800e-01,8.375075894653222219e-01,6.249436417378643194e-01,6.970161910413170681e-01
1.443749999999999756e-01,7.691901954065379909e-01,6.676434047823759377e-01,6.961186524970102152e-01
1.706249999999999711e-01,7.785634000877269534e-01,6.713737373224620830e-01,6.893302300701040775e-01
1.968750000000000222e-01,7.391006427608050044e-01,6.449311216732241947e-01,7.281014988962285495e-01
2.231250000000000178e-01,7.960217527744362087e-01,6.973552990837016408e-01,7.486277394112854644e-01
2.493750000000000133e-01,8.660383900616347441e-01,6.328398082662697322e-01,7.510801166811216234e-01
2.756250000000000089e-01,7.470340447091289304e-01,6.514528838831973312e-01,7.209886425262902465e-01
3.018750000000000044e-01,7.458282192621926709e-01,6.321238815992777926e-01,6.755076334432708052e-01
3.281250000000000000e-01,7.386761535529033917e-01,6.351327902936330094e-01,6.802949641091666777e-01
3.543749999999999956e-01,7.884208823340379535e-01,6.321499963274891387e-01,6.762460342918463763e-01
3.806249999999999911e-01,7.843313199251448209e-01,6.033301665093229182e-01,6.642015729054965290e-01
4.068749999999999867e-01,7.514488041848358391e-01,6.057252765915764892e-01,6.274249499048289991e-01
4.331249999999999822e-01,7.498753284568657751e-01,5.801809935633639448e-01,6.843936725023702650e-01
4.593749999999999778e-01,7.133037101897886645e-01,5.409322365774478225e-01,6.446580428070901592e-01
4.856249999999999734e-01,7.110405428687582852e-01,5.773700182396001024e-01,6.033938237094795820e-01
5.118749999999999689e-01,7.464198370938028848e-01,5.471787165212322890e-01,5.615415276108762788e-01
5.381249999999999645e-01,7.610728540743083581e-01,4.873828914696806125e-01,5.866021188689773957e-01
5.643749999999999600e-01,7.226493553160298067e-01,4.773214201427462555e-01,5.539641244667391495e-01
5.906249999999999556e-01,7.768324658105086877e-01,5.081980605720596289e-01,5.885616586310984388e-01
