# value,p_w
8.984375000000000000e-02,2.873261748112862350e-04
2.695312500000000000e-01,1.828036619551418312e-03
4.492187500000000000e-01,4.688770168326493459e-03
6.289062500000000000e-01,8.834602305213561449e-03
8.085937500000000000e-01,1.359893927650290130e-02
9.882812500000000000e-01,1.886734514470339227e-02
1.167968750000000000e+00,2.433331451201124762e-02
1.347656250000000000e+00,3.023192363550989553e-02
1.527343750000000000e+00,3.553437028182362956e-02
1.707031250000000000e+00,4.134107883148901291e-02
1.886718750000000000e+00,4.693775745716353975e-02
2.066406250000000000e+00,5.265526727802571916e-02
2.246093750000000000e+00,5.818894494281971752e-02
2.425781250000000000e+00,6.329855586922164545e-02
2.605468750000000000e+00,6.848278024029479105e-02
2.785156250000000000e+00,7.241269539080029405e-02
2.964843750000000000e+00,7.667599705779135077e-02
3.144531250000000000e+00,8.048246401886370582e-02
3.324218750000000000e+00,8.386454875970170142e-02
3.503906250000000000e+00,8.811844360921955444e-02
3.683593750000000000e+00,9.103338450956539873e-02
3.863281250000000000e+00,9.292215939128035951e-02
4.042968750000000000e+00,9.558627023155003011e-02
4.222656250000000000e+00,9.830261466998192754e-02
4.402343750000000000e+00,1.008848278860369763e-01
4.582031250000000000e+00,1.019895773719618343e-01
4.761718750000000000e+00,1.037507555516782032e-01
4.941406250000000000e+00,1.055287056589025441e-01
5.121093750000000000e+00,1.081227383187711583e-01
5.300781250000000000e+00,1.084548707890755498e-01
5.480468750000000000e+00,1.095353903010963803e-01
5.660156250000000000e+00,1.110037787240270579e-01
5.839843750000000000e+00,1.114040463027789057e-01
6.019531250000000000e+00,1.115303280308783951e-01
6.199218750000000000e+00,1.122605884244146368e-01
6.378906250000000000e+00,1.133604444825118962e-01
6.558593750000000000e+00,1.124261622797916305e-01
6.738281250000000000e+00,1.122534715733366495e-01
6.917968750000000000e+00,1.134170426375883806e-01
7.097656250000000000e+00,1.131887330191749114e-01
7.277343750000000000e+00,1.137426507392783614e-01
7.457031250000000000e+00,1.134141459311278771e-01
7.636718750000000000e+00,1.133082278847758750e-01
7.816406250000000000e+00,1.127355282536170455e-01
7.996093750000000000e+00,1.126445207177722840e-01
8.175781250000000000e+00,1.114250851976397172e-01
8.355468750000000000e+00,1.111608534604198867e-01
8.535156250000000000e+00,1.105778327332119088e-01
8.714843750000000000e+00,1.097822808838399278e-01
8.894531250000000000e+00,1.096698997384006613e-01
9.074218750000000000e+00,1.098261570511575164e-01
9.253906250000000000e+00,1.086838655040489737e-01
9.433593750000000000e+00,1.071809453824439790e-01
9.613281250000000000e+00,1.060069038898249216e-01
9.792968750000000000e+00,1.054255051318905845e-01
9.972656250000000000e+00,1.047884017186283823e-01
1.015234375000000000e+01,1.038112110225609397e-01
1.033203125000000000e+01,1.027047963192127961e-01
1.051171875000000000e+01,1.021028666334931473e-01
1.069140625000000000e+01,1.015222838157430751e-01
1.087109375000000000e+01,1.008142515182412907e-01
1.105078125000000000e+01,9.984765443081396186e-02
1.123046875000000000e+01,9.886959386824939466e-02
1.141015625000000000e+01,9.755287774970411441e-02
