# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
6.334764662961757109e-01,8.526313915154046796e+00,1.154482239818324540e+00,1.338428236913459557e+01,-9.057002210546294396e-02,3.474364282356468547e-01,5.471360613997809652e-02,-1.795139405693646842e-02,9.893024975932680765e-02,-2.120612862510003471e-01,-1.585790298247153063e-01,5.654612734734443258e-01,6.473534611609820244e-01,5.259407887483765753e-01,1.765162060533059574e+01,1.338428236913459557e+01,1.041201863984563936e+01,8.253549326193050373e-01
