# value,p_w
8.984375000000000000e-02,2.519774213050167151e-04
2.695312500000000000e-01,1.793939537482224129e-03
4.492187500000000000e-01,4.859009632780859032e-03
6.289062500000000000e-01,8.744047699653173522e-03
8.085937500000000000e-01,1.404758225459858817e-02
9.882812500000000000e-01,1.947836277327554336e-02
1.167968750000000000e+00,2.514383650593279146e-02
1.347656250000000000e+00,3.145035170510034755e-02
1.527343750000000000e+00,3.740377913038531871e-02
1.707031250000000000e+00,4.310927730782070783e-02
1.886718750000000000e+00,4.825957565134567084e-02
2.066406250000000000e+00,5.343151726572226839e-02
2.246093750000000000e+00,5.853883600516799485e-02
2.425781250000000000e+00,6.409105275676083013e-02
2.605468750000000000e+00,6.764501891446228488e-02
2.785156250000000000e+00,7.228187794849079417e-02
2.964843750000000000e+00,7.644333694557695069e-02
3.144531250000000000e+00,8.048769636513490588e-02
3.324218750000000000e+00,8.299693511603499496e-02
3.503906250000000000e+00,8.683229057584410104e-02
3.683593750000000000e+00,9.005290879474807386e-02
3.863281250000000000e+00,9.386689723780709815e-02
4.042968750000000000e+00,9.688724158827974331e-02
4.222656250000000000e+00,9.883989020868721997e-02
4.402343750000000000e+00,1.012056790236294385e-01
4.582031250000000000e+00,1.038180954827376962e-01
4.761718750000000000e+00,1.060757287510939451e-01
4.941406250000000000e+00,1.072224070694115794e-01
5.121093750000000000e+00,1.086012488997741277e-01
5.300781250000000000e+00,1.091969739784168641e-01
5.480468750000000000e+00,1.098423979852369836e-01
5.660156250000000000e+00,1.112208998633610613e-01
5.839843750000000000e+00,1.126297155925926746e-01
6.019531250000000000e+00,1.121592266284650585e-01
6.199218750000000000e+00,1.131807306366650057e-01
6.378906250000000000e+00,1.137300699661891040e-01
6.558593750000000000e+00,1.136115994658216388e-01
6.738281250000000000e+00,1.136619686295648746e-01
6.917968750000000000e+00,1.137174690797705112e-01
7.097656250000000000e+00,1.143290374648042174e-01
7.277343750000000000e+00,1.131976743903295585e-01
7.457031250000000000e+00,1.129270772175863663e-01
7.636718750000000000e+00,1.131296472933046859e-01
7.816406250000000000e+00,1.123721667636301547e-01
7.996093750000000000e+00,1.124389860936361313e-01
8.175781250000000000e+00,1.121891876472918409e-01
8.355468750000000000e+00,1.108105265266342010e-01
8.535156250000000000e+00,1.108719501624769455e-01
8.714843750000000000e+00,1.101315031726351479e-01
8.894531250000000000e+00,1.094642878867798930e-01
9.074218750000000000e+00,1.084175020001189871e-01
9.253906250000000000e+00,1.074881148526418834e-01
9.433593750000000000e+00,1.064985568561034185e-01
9.613281250000000000e+00,1.064793300089887096e-01
9.792968750000000000e+00,1.050930791464814301e-01
9.972656250000000000e+00,1.038398769373334446e-01
1.015234375000000000e+01,1.024860641493566260e-01
1.033203125000000000e+01,1.012500162978754864e-01
1.051171875000000000e+01,1.003821480894645096e-01
1.069140625000000000e+01,9.876883672696008809e-02
1.087109375000000000e+01,9.824647670578025294e-02
1.105078125000000000e+01,9.719782078414966608e-02
1.123046875000000000e+01,9.596274598980572557e-02
1.141015625000000000e+01,9.443332774504767380e-02
