# value,p_w
8.984375000000000000e-02,3.212303025911197353e-04
2.695312500000000000e-01,2.406498368400970291e-03
4.492187500000000000e-01,6.162388995686957777e-03
6.289062500000000000e-01,1.090118768917665813e-02
8.085937500000000000e-01,1.692208630102371575e-02
9.882812500000000000e-01,2.337406123362710184e-02
1.167968750000000000e+00,2.969884408593242986e-02
1.347656250000000000e+00,3.714719876232988605e-02
1.527343750000000000e+00,4.375456546063822422e-02
1.707031250000000000e+00,5.023394320137713337e-02
1.886718750000000000e+00,5.699259427887014978e-02
2.066406250000000000e+00,6.277697680028850036e-02
2.246093750000000000e+00,6.794665721699345851e-02
2.425781250000000000e+00,7.358369870987087336e-02
2.605468750000000000e+00,7.831764308230958205e-02
2.785156250000000000e+00,8.297571786740669253e-02
2.964843750000000000e+00,8.755987691324287892e-02
3.144531250000000000e+00,9.145739425072510476e-02
3.324218750000000000e+00,9.432592514160824393e-02
3.503906250000000000e+00,9.742863602270622481e-02
3.683593750000000000e+00,1.001149213325492615e-01
3.863281250000000000e+00,1.020567841913883889e-01
4.042968750000000000e+00,1.048625575714167563e-01
4.222656250000000000e+00,1.068568484899482945e-01
4.402343750000000000e+00,1.085661240108509451e-01
4.582031250000000000e+00,1.098898586152890211e-01
4.761718750000000000e+00,1.114618012409730324e-01
4.941406250000000000e+00,1.121418071365929137e-01
5.121093750000000000e+00,1.124147744955897171e-01
5.300781250000000000e+00,1.132976129632421586e-01
5.480468750000000000e+00,1.133716565523208847e-01
5.660156250000000000e+00,1.133939503254211556e-01
5.839843750000000000e+00,1.145441324417184326e-01
6.019531250000000000e+00,1.140942259560019656e-01
6.199218750000000000e+00,1.135391482246800171e-01
6.378906250000000000e+00,1.129816862187378035e-01
6.558593750000000000e+00,1.122524811355652408e-01
6.738281250000000000e+00,1.109823836003333702e-01
6.917968750000000000e+00,1.105587053612849258e-01
7.097656250000000000e+00,1.102582375959959976e-01
7.277343750000000000e+00,1.094820866266939668e-01
7.457031250000000000e+00,1.090546563546538478e-01
7.636718750000000000e+00,1.085011035947577723e-01
7.816406250000000000e+00,1.080329714301496158e-01
7.996093750000000000e+00,1.063713448356084224e-01
8.175781250000000000e+00,1.054935997390649416e-01
8.355468750000000000e+00,1.045298425557864563e-01
8.535156250000000000e+00,1.036093682203926836e-01
8.714843750000000000e+00,1.026757494633857293e-01
8.894531250000000000e+00,1.016080162634362266e-01
9.074218750000000000e+00,9.981227761948587018e-02
9.253906250000000000e+00,9.855219512491565637e-02
9.433593750000000000e+00,9.735466658848354604e-02
9.613281250000000000e+00,9.640259546520012213e-02
9.792968750000000000e+00,9.511906457425280126e-02
9.972656250000000000e+00,9.370320128458173303e-02
1.015234375000000000e+01,9.275985995312148458e-02
1.033203125000000000e+01,9.109753815895561824e-02
1.051171875000000000e+01,8.974515544312768045e-02
1.069140625000000000e+01,8.808311478687183560e-02
1.087109375000000000e+01,8.734768812487313239e-02
1.105078125000000000e+01,8.624942634388252372e-02
1.123046875000000000e+01,8.471988584363583652e-02
1.141015625000000000e+01,8.298516076431804167e-02
