# value,p_norm_ratio
3.906250000000000000e-02,8.141821919200445401e-02
1.171875000000000000e-01,3.480097561984669130e-01
1.953125000000000000e-01,6.126316333133181580e-01
2.734375000000000000e-01,7.916567638970051224e-01
3.515625000000000000e-01,8.902728982704093408e-01
4.296875000000000000e-01,9.290274254904611340e-01
5.078125000000000000e-01,9.360590322608325353e-01
5.859375000000000000e-01,9.312842937274266042e-01
6.640625000000000000e-01,8.995495723747131134e-01
7.421875000000000000e-01,8.377485414803400587e-01
8.203125000000000000e-01,7.561024884601585949e-01
8.984375000000000000e-01,6.672452482002960705e-01
9.765625000000000000e-01,5.938451739775515437e-01
1.054687500000000000e+00,5.109198174809402859e-01
1.132812500000000000e+00,4.331730520009733354e-01
1.210937500000000000e+00,3.688201721175105030e-01
1.289062500000000000e+00,3.107076803346497940e-01
1.367187500000000000e+00,2.595668443835170147e-01
1.445312500000000000e+00,2.224932171481304455e-01
1.523437500000000000e+00,1.883720380708293340e-01
1.601562500000000000e+00,1.600792219168288288e-01
1.679687500000000000e+00,1.350995811175800809e-01
1.757812500000000000e+00,1.194886395867666151e-01
1.835937500000000000e+00,1.031346394074323797e-01
1.914062500000000000e+00,8.861990688091783697e-02
1.992187500000000000e+00,7.516591886683429702e-02
2.070312500000000000e+00,6.622061889287832182e-02
2.148437500000000000e+00,5.550367359301255910e-02
2.226562500000000000e+00,4.936259730726413192e-02
2.304687500000000000e+00,4.271455593141478685e-02
2.382812500000000000e+00,3.751645103171337425e-02
2.460937500000000000e+00,3.315894247739707701e-02
2.539062500000000000e+00,2.916910790848411747e-02
2.617187500000000000e+00,2.559253956179578099e-02
2.695312500000000000e+00,2.295764852249254639e-02
2.773437500000000000e+00,2.086397550716015403e-02
2.851562500000000000e+00,1.728804062336640468e-02
2.929687500000000000e+00,1.569584292972031614e-02
3.007812500000000000e+00,1.432316756983871044e-02
3.085937500000000000e+00,1.309214108332748712e-02
3.164062500000000000e+00,1.100889409660404591e-02
3.242187500000000000e+00,9.596218478262899879e-03
3.320312500000000000e+00,8.794560841280708169e-03
3.398437500000000000e+00,8.223623120663367536e-03
3.476562500000000000e+00,7.452052097532500981e-03
3.554687500000000000e+00,7.251697988774149020e-03
3.632812500000000000e+00,5.938922233067229703e-03
3.710937500000000000e+00,5.218309066123193694e-03
3.789062500000000000e+00,4.988535764895794811e-03
3.867187500000000000e+00,4.346483315499009674e-03
3.945312500000000000e+00,4.087019352877148404e-03
4.023437500000000000e+00,3.265482805332951041e-03
4.101562500000000000e+00,3.005430482421956456e-03
4.179687500000000000e+00,2.875682759084828913e-03
4.257812500000000000e+00,2.704782735148242821e-03
4.335937500000000000e+00,2.454221587518901938e-03
4.414062500000000000e+00,2.304272190506565822e-03
4.492187500000000000e+00,2.093718426784146273e-03
4.570312500000000000e+00,2.163612898587132741e-03
4.648437500000000000e+00,1.773105905903466038e-03
4.726562500000000000e+00,1.693597330507541068e-03
4.804687500000000000e+00,1.802952226035049862e-03
4.882812500000000000e+00,1.713366607815217232e-03
4.960937500000000000e+00,1.292378593056882526e-03
