# value,p_norm_ratio
3.906250000000000000e-02,7.534302266514911195e-02
1.171875000000000000e-01,3.437799706673982381e-01
1.953125000000000000e-01,6.030449399322019843e-01
2.734375000000000000e-01,7.908354700846574881e-01
3.515625000000000000e-01,9.120786307124673087e-01
4.296875000000000000e-01,9.662523770485502705e-01
5.078125000000000000e-01,9.860561683204942529e-01
5.859375000000000000e-01,9.612697114633151907e-01
6.640625000000000000e-01,9.232588582059649829e-01
7.421875000000000000e-01,8.506130553563755470e-01
8.203125000000000000e-01,7.760741930460832716e-01
8.984375000000000000e-01,6.841316000361847838e-01
9.765625000000000000e-01,5.911723735646288169e-01
1.054687500000000000e+00,5.058464008438475767e-01
1.132812500000000000e+00,4.218106813918275355e-01
1.210937500000000000e+00,3.575448978258379817e-01
1.289062500000000000e+00,3.020779457234405996e-01
1.367187500000000000e+00,2.484784688753770288e-01
1.445312500000000000e+00,2.100622835430280555e-01
1.523437500000000000e+00,1.798536000890041675e-01
1.601562500000000000e+00,1.520889702054004367e-01
1.679687500000000000e+00,1.250367521610446786e-01
1.757812500000000000e+00,1.074093612874711945e-01
1.835937500000000000e+00,9.182015109677121867e-02
1.914062500000000000e+00,7.862223534577628126e-02
1.992187500000000000e+00,6.804578218218328145e-02
2.070312500000000000e+00,5.675711188948677488e-02
2.148437500000000000e+00,5.006063065896512732e-02
2.226562500000000000e+00,4.298188036240135207e-02
2.304687500000000000e+00,3.844169545945323729e-02
2.382812500000000000e+00,3.381432162530426111e-02
2.460937500000000000e+00,2.938289404346437414e-02
2.539062500000000000e+00,2.739998302556502507e-02
2.617187500000000000e+00,2.314100678999045368e-02
2.695312500000000000e+00,1.996766469895626395e-02
2.773437500000000000e+00,1.838503321569123772e-02
2.851562500000000000e+00,1.555254391040167446e-02
2.929687500000000000e+00,1.397050264783045344e-02
3.007812500000000000e+00,1.232707560343658526e-02
3.085937500000000000e+00,1.050423085194930953e-02
3.164062500000000000e+00,9.422992827683872655e-03
3.242187500000000000e+00,8.542070622510354594e-03
3.320312500000000000e+00,7.991844474146530750e-03
3.398437500000000000e+00,7.260871353476423817e-03
3.476562500000000000e+00,6.669498493051477517e-03
3.554687500000000000e+00,6.138566917292021669e-03
3.632812500000000000e+00,5.296356789300687637e-03
3.710937500000000000e+00,4.295763274933849310e-03
3.789062500000000000e+00,4.605630405068233610e-03
3.867187500000000000e+00,3.314903218981842762e-03
3.945312500000000000e+00,3.826574794656345622e-03
4.023437500000000000e+00,3.536204855210806075e-03
4.101562500000000000e+00,2.834378222697454906e-03
4.179687500000000000e+00,2.824805199377914463e-03
4.257812500000000000e+00,2.694464475726710342e-03
4.335937500000000000e+00,2.272612929255609770e-03
4.414062500000000000e+00,2.172749201685330624e-03
4.492187500000000000e+00,2.002755653801751180e-03
4.570312500000000000e+00,1.642290477548957435e-03
4.648437500000000000e+00,1.662176807756175117e-03
4.726562500000000000e+00,1.933095284135631165e-03
4.804687500000000000e+00,1.241858688815947621e-03
4.882812500000000000e+00,1.281474763953161043e-03
4.960937500000000000e+00,1.241583811590167563e-03
