# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.833743536642523653e-02,1.849836226244277321e-02,1.872008082250053995e-02
-1.096093750000000000e+01,1.923670571093252096e-02,1.931353423828282428e-02,1.978933872536856042e-02
-1.060156250000000000e+01,2.033672220752683057e-02,2.050018677416096807e-02,2.085987440079227831e-02
-1.024218750000000000e+01,2.122422520699793896e-02,2.135048054573866760e-02,2.171576518277297876e-02
-9.882812500000000000e+00,2.234352485146345879e-02,2.240180763404101341e-02,2.272624428441506750e-02
-9.523437500000000000e+00,2.354700683716204682e-02,2.342620535901487888e-02,2.384068153350159952e-02
-9.164062500000000000e+00,2.481096528445416241e-02,2.461994931501966868e-02,2.526661998738113230e-02
-8.804687500000000000e+00,2.602026357746130281e-02,2.583460938918747535e-02,2.653037219369544161e-02
-8.445312500000000000e+00,2.752125721735471792e-02,2.711030500444502889e-02,2.795714246830898267e-02
-8.085937500000000000e+00,2.857354836309818763e-02,2.861246965118056929e-02,2.929693899970699580e-02
-7.726562500000000000e+00,3.017264881623303238e-02,3.028819160549078501e-02,3.059020777225938958e-02
-7.367187500000000000e+00,3.163247931591941370e-02,3.164752433093397793e-02,3.227356495204582176e-02
-7.007812500000000000e+00,3.316692458924518083e-02,3.355352350291514185e-02,3.432449196679348419e-02
-6.648437500000000000e+00,3.473082588968393059e-02,3.539635039260900090e-02,3.610117186695487729e-02
-6.289062500000000000e+00,3.691130138599400118e-02,3.739261483055280472e-02,3.760534347208537714e-02
-5.929687500000000000e+00,3.886820628027087832e-02,3.952630145540022427e-02,3.953202691367136562e-02
-5.570312500000000000e+00,4.080014289770349245e-02,4.110651160384963532e-02,4.162773703344713888e-02
-5.210937500000000000e+00,4.324557266021161056e-02,4.338876085684212347e-02,4.373274224968743545e-02
-4.851562500000000000e+00,4.528603362963515289e-02,4.556672815695593515e-02,4.597021263178335121e-02
-4.492187500000000000e+00,4.770656072115453394e-02,4.814129930948266717e-02,4.794257059987375169e-02
-4.132812500000000000e+00,5.012681201914529622e-02,5.072208194847811769e-02,5.049914720893605019e-02
-3.773437500000000000e+00,5.233868053240200990e-02,5.317037065036248067e-02,5.310161323204420913e-02
-3.414062500000000000e+00,5.503831752787531617e-02,5.539440597538160260e-02,5.651121102312581940e-02
-3.054687500000000000e+00,5.787998867466821740e-02,5.815085099829242488e-02,5.897073986342098173e-02
-2.695312500000000000e+00,6.047802366278747649e-02,6.058391835560227728e-02,6.104492159485352260e-02
-2.335937500000000000e+00,6.276126537239909431e-02,6.335396464256329296e-02,6.353229043618692506e-02
-1.976562500000000000e+00,6.565237129099506241e-02,6.604110078558650399e-02,6.655706419311145650e-02
-1.617187500000000000e+00,6.875938651121395184e-02,6.861281779490115140e-02,6.888567935257158825e-02
-1.257812500000000000e+00,7.128886569563593067e-02,7.073632893993270221e-02,7.149366144475299834e-02
-8.984375000000000000e-01,7.385651334435250348e-02,7.288571099995740099e-02,7.329652707893144492e-02
-5.390625000000000000e-01,7.483487945569133881e-02,7.495562340350617192e-02,7.471155161282119761e-02
-1.796875000000000000e-01,7.600049940608162580e-02,7.578677060234910445e-02,7.573871750807055492e-02
1.796875000000000000e-01,7.621006205554932411e-02,7.558509787720937845e-02,7.543012224128932408e-02
5.390625000000000000e-01,7.520611227540610622e-02,7.469885517462165891e-02,7.453694431886123684e-02
8.984375000000000000e-01,7.298202034900294621e-02,7.336394296693279915e-02,7.332981392059996495e-02
1.257812500000000000e+00,7.118407839944315696e-02,7.137506727315477695e-02,7.103999043593295371e-02
1.617187500000000000e+00,6.883820642083994523e-02,6.851423837012406148e-02,6.859573434634337608e-02
1.976562500000000000e+00,6.686405979968956803e-02,6.655578259650569983e-02,6.630837421177561419e-02
2.335937500000000000e+00,6.414214716768480706e-02,6.381102437775355851e-02,6.296401377262006438e-02
2.695312500000000000e+00,6.129068738782070258e-02,6.148515098064928630e-02,6.000095449796719743e-02
3.054687500000000000e+00,5.777566536338474279e-02,5.874451132132989251e-02,5.745680249146710439e-02
3.414062500000000000e+00,5.553687904274884346e-02,5.578828334903925684e-02,5.459237501577855756e-02
3.773437500000000000e+00,5.312996217239551039e-02,5.267017019624747193e-02,5.192831086969631332e-02
4.132812500000000000e+00,5.060631713196455522e-02,5.020597263233787105e-02,4.942883007078132523e-02
4.492187500000000000e+00,4.806315883290012553e-02,4.793407988297307409e-02,4.752204187336838553e-02
4.851562500000000000e+00,4.624446454784381100e-02,4.569468814898420411e-02,4.492685597929230862e-02
5.210937500000000000e+00,4.375998049570710424e-02,4.368280620997651298e-02,4.261244283199087240e-02
5.570312500000000000e+00,4.148675102994858754e-02,4.138233640585432110e-02,4.086558836905983955e-02
5.929687500000000000e+00,3.946788818024898893e-02,3.953092776811525239e-02,3.899135700182030512e-02
6.289062500000000000e+00,3.753884198916469100e-02,3.734243191194619449e-02,3.704180481499520089e-02
6.648437500000000000e+00,3.574623475484933061e-02,3.565519406130233937e-02,3.516812902666196367e-02
7.007812500000000000e+00,3.400767038291047095e-02,3.378542050613154990e-02,3.349256744887669363e-02
7.367187500000000000e+00,3.204610907552180032e-02,3.221175152182519791e-02,3.169353985598728080e-02
7.726562500000000000e+00,3.057333492394525773e-02,3.047263150428086362e-02,3.034658707874873448e-02
8.085937500000000000e+00,2.914979465566566383e-02,2.889688706590480202e-02,2.882922201677842397e-02
8.445312500000000000e+00,2.811773754955592536e-02,2.769319946334866667e-02,2.746207866541693424e-02
8.804687500000000000e+00,2.664600834760249420e-02,2.629951815189746425e-02,2.609927384319631408e-02
9.164062500000000000e+00,2.524288375092421585e-02,2.486872243679658784e-02,2.477754449846485477e-02
9.523437500000000000e+00,2.385993136519504523e-02,2.354779886729837027e-02,2.371660962263273664e-02
9.882812500000000000e+00,2.270706739738273527e-02,2.275681324869523181e-02,2.261602225611059058e-02
1.024218750000000000e+01,2.159156729326026924e-02,2.157521263738341327e-02,2.144350412827798411e-02
1.060156250000000000e+01,2.075838557311225629e-02,2.035215468261065627e-02,2.051409968121901961e-02
1.096093750000000000e+01,1.965444770802176125e-02,1.957286927547341113e-02,1.953572058216189455e-02
1.132031250000000000e+01,1.869228593030274749e-02,1.848549347000689666e-02,1.859518727812603869e-02
