# value,p_norm_ratio
3.906250000000000000e-02,6.844663651313702413e-02
1.171875000000000000e-01,3.061705661394941713e-01
1.953125000000000000e-01,5.326277236503130785e-01
2.734375000000000000e-01,7.022534613640810663e-01
3.515625000000000000e-01,8.137948977992978117e-01
4.296875000000000000e-01,8.769832574357363519e-01
5.078125000000000000e-01,9.067971797926103195e-01
5.859375000000000000e-01,8.992940103427652376e-01
6.640625000000000000e-01,8.652993250032077199e-01
7.421875000000000000e-01,8.129577690307392412e-01
8.203125000000000000e-01,7.512129836288310436e-01
8.984375000000000000e-01,6.752431011162811636e-01
9.765625000000000000e-01,6.003195432980722446e-01
1.054687500000000000e+00,5.253186567244948479e-01
1.132812500000000000e+00,4.613213887709618488e-01
1.210937500000000000e+00,3.983827421454425588e-01
1.289062500000000000e+00,3.399870256776211797e-01
1.367187500000000000e+00,2.941926672439327262e-01
1.445312500000000000e+00,2.536735702878569199e-01
1.523437500000000000e+00,2.201525538500221923e-01
1.601562500000000000e+00,1.877546192063188346e-01
1.679687500000000000e+00,1.626148976840835481e-01
1.757812500000000000e+00,1.403068760280472282e-01
1.835937500000000000e+00,1.208522761006663587e-01
1.914062500000000000e+00,1.047278728053221003e-01
1.992187500000000000e+00,9.107628280900204043e-02
2.070312500000000000e+00,7.970974462062367649e-02
2.148437500000000000e+00,6.961420363702983116e-02
2.226562500000000000e+00,6.108066430944766173e-02
2.304687500000000000e+00,5.314010979140530028e-02
2.382812500000000000e+00,4.666027117345552394e-02
2.460937500000000000e+00,4.125539143576233830e-02
2.539062500000000000e+00,3.635984736169010911e-02
2.617187500000000000e+00,3.213823577834245410e-02
2.695312500000000000e+00,2.845756256353385721e-02
2.773437500000000000e+00,2.500780860852808152e-02
2.851562500000000000e+00,2.233827096606694901e-02
2.929687500000000000e+00,1.992120996812219574e-02
3.007812500000000000e+00,1.773029685540029876e-02
3.085937500000000000e+00,1.604270980825270310e-02
3.164062500000000000e+00,1.439666323025733975e-02
3.242187500000000000e+00,1.298181763033110121e-02
3.320312500000000000e+00,1.182285686214003609e-02
3.398437500000000000e+00,1.057901532033983516e-02
3.476562500000000000e+00,9.647631074441290200e-03
3.554687500000000000e+00,8.681869720111016001e-03
3.632812500000000000e+00,7.687223384694883560e-03
3.710937500000000000e+00,7.067065531631102834e-03
3.789062500000000000e+00,6.362468858875230948e-03
3.867187500000000000e+00,5.623390701483565492e-03
3.945312500000000000e+00,5.120460937159006069e-03
4.023437500000000000e+00,4.737787584590778811e-03
4.101562500000000000e+00,4.338166644027838074e-03
4.179687500000000000e+00,4.026898973688628099e-03
4.257812500000000000e+00,3.674330254744959893e-03
4.335937500000000000e+00,3.392374020213724441e-03
4.414062500000000000e+00,3.098673168825228242e-03
4.492187500000000000e+00,2.844892075816182666e-03
4.570312500000000000e+00,2.583104192322600249e-03
4.648437500000000000e+00,2.346359490485474403e-03
4.726562500000000000e+00,2.154717445906088533e-03
4.804687500000000000e+00,2.011254742664984711e-03
4.882812500000000000e+00,1.840836579241026880e-03
4.960937500000000000e+00,1.761930250018137797e-03
