# time,average_velocity_axis_0_t_inf,95CLI,vs,delay,surftimeconst
9.996000000000000441e+00,2.255351035922181224e-01,6.103117764075929180e-03,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.429241260957507587e-01,5.945100640177613215e-03,1.000000000000000000e+00,7.500000000000000000e-01,0.000000000000000000e+00
9.996000000000000441e+00,2.194152658133565748e-01,6.027619192898524096e-03,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.418608040872599063e-01,6.180148658970562037e-03,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
9.996000000000000441e+00,2.311446233766944192e-01,6.156718310472248865e-03,1.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.334117199614220706e-01,6.154281457941395903e-03,1.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00
9.996000000000000441e+00,2.077671378121561108e-01,6.118168297071701657e-03,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.026685036319214928e-01,5.627564235928690477e-03,1.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00
9.996000000000000441e+00,2.763600635566726416e-01,5.835934104158873453e-03,1.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.346244270169005053e-01,6.051171247006184757e-03,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.579353580299307280e-01,5.699998922942150180e-03,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.106753791360293837e-01,5.847038607100180606e-03,1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
9.996000000000000441e+00,2.257313108837284976e-01,5.782595481778078986e-03,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.170617807669943167e-01,5.983944385321234710e-03,1.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00
9.996000000000000441e+00,2.691208869289903327e-01,5.795862210969722310e-03,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,2.081325077882715258e-01,5.798918450966385023e-03,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,2.498997358709108552e-01,5.927194485494544085e-03,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,2.202147438076793029e-01,5.416634269372152220e-03,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,3.457255629790978446e-01,5.685194538381215662e-03,1.000000000000000000e+00,2.500000000000000000e-01,2.000000000000000000e+00
9.996000000000000441e+00,3.287548685489820599e-01,5.634908884597654780e-03,1.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00
9.996000000000000441e+00,3.176471813334709182e-01,5.554159529257962462e-03,1.000000000000000000e+00,7.500000000000000000e-01,2.000000000000000000e+00
9.996000000000000441e+00,3.012875557449541941e-01,5.784218363637462848e-03,1.000000000000000000e+00,7.500000000000000000e-01,3.000000000000000000e+00
