# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,8.431312145186876661e-01
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,2.666215004263080002e-01
4.392845456035934792e-02,3.748307196849230416e-01
7.811706625951746197e-02,6.745049716149501551e-01
1.389139705019461490e-01,1.043080553859932147e+00
2.470278535103651030e-01,1.439756102302063079e+00
4.392845456035935348e-01,1.206954917385452575e+00
7.811706625951745364e-01,8.599938388090614394e-01
