# pos_1,concentration
1.389139705019461386e-03,1.607614127426517214e+00
2.470278535103650856e-03,1.130034823514692865e+00
4.392845456035934966e-03,1.016744448266391210e+00
7.811706625951745156e-03,1.214984518388362300e+00
1.389139705019461560e-02,9.243781232702470430e-01
2.470278535103651030e-02,1.130034823514693088e+00
4.392845456035934792e-02,9.404886146464117580e-01
7.811706625951746197e-02,9.648406469554642317e-01
1.389139705019461490e-01,1.077101465375766232e+00
2.470278535103651030e-01,9.492292517523419626e-01
4.392845456035935348e-01,9.773456008960687003e-01
7.811706625951745364e-01,1.017728208344134133e+00
