# pos_1,average_velocity_axis
1.389139705019461386e-03,5.342895365505103550e-02
2.470278535103650856e-03,-2.148379986776660991e-02
4.392845456035934966e-03,-9.430366030366099661e-02
7.811706625951745156e-03,-1.899983360488110284e-01
1.389139705019461560e-02,-2.991719206021384303e-01
2.470278535103651030e-02,-3.918528297240728153e-01
4.392845456035934792e-02,-4.586908327766470728e-01
7.811706625951746197e-02,-5.432624311568791109e-01
1.389139705019461490e-01,-6.172573794710259909e-01
2.470278535103651030e-01,-7.053105930061569495e-01
4.392845456035935348e-01,-8.024994679122288144e-01
7.811706625951745364e-01,-9.118438196796146977e-01
