# pos_1,concentration
1.389139705019461386e-03,1.205710595569887911e+00
2.470278535103650856e-03,1.582048752920569790e+00
4.392845456035934966e-03,1.398023616366288246e+00
7.811706625951745156e-03,6.432270979703095248e-01
1.389139705019461560e-02,8.038070637132582741e-01
2.470278535103651030e-02,9.718299482226360198e-01
4.392845456035934792e-02,1.004035142663061375e+00
7.811706625951746197e-02,9.362527759345614653e-01
1.389139705019461490e-01,9.967207590044403487e-01
2.470278535103651030e-01,9.808702268107534206e-01
4.392845456035935348e-01,1.000222350982062469e+00
7.811706625951745364e-01,1.018442905119656627e+00
