# pos_1,average_velocity_axis
1.389139705019461386e-03,-2.893550547749436375e-02
2.470278535103650856e-03,-8.323722541073574899e-02
4.392845456035934966e-03,-1.680990241102185978e-01
7.811706625951745156e-03,-2.974633737953858437e-01
1.389139705019461560e-02,-4.433788244492442576e-01
2.470278535103651030e-02,-5.616626566313139834e-01
4.392845456035934792e-02,-6.533494811771588529e-01
7.811706625951746197e-02,-7.209276790249521394e-01
1.389139705019461490e-01,-7.867769076338798628e-01
2.470278535103651030e-01,-8.626347574297923426e-01
4.392845456035935348e-01,-9.482175436691846482e-01
7.811706625951745364e-01,-1.034355528303227967e+00
