# pos_1,average_velocity_axis
1.389139705019461386e-03,-3.785527314854701675e-02
2.470278535103650856e-03,-9.414814778737799761e-02
4.392845456035934966e-03,-1.792955847583437567e-01
7.811706625951745156e-03,-3.041723892845067945e-01
1.389139705019461560e-02,-4.473788277976927796e-01
2.470278535103651030e-02,-5.629018437738899650e-01
4.392845456035934792e-02,-6.508435197768586145e-01
7.811706625951746197e-02,-7.176833181771508086e-01
1.389139705019461490e-01,-7.856135185141183142e-01
2.470278535103651030e-01,-8.633670721821034011e-01
4.392845456035935348e-01,-9.479785370644437936e-01
7.811706625951745364e-01,-1.035526379470671943e+00
