# pos_1,average_velocity_axis
1.389139705019461386e-03,-2.013540511981580516e-02
2.470278535103650856e-03,-7.263636773092976839e-02
4.392845456035934966e-03,-1.669114113175710346e-01
7.811706625951745156e-03,-3.019896530129984602e-01
1.389139705019461560e-02,-4.545155621402316992e-01
2.470278535103651030e-02,-5.791326431195620295e-01
4.392845456035934792e-02,-6.694730499660609402e-01
7.811706625951746197e-02,-7.386838453489971146e-01
1.389139705019461490e-01,-8.092345089570325278e-01
2.470278535103651030e-01,-8.900448481791731759e-01
4.392845456035935348e-01,-9.745123399697245281e-01
7.811706625951745364e-01,-1.056138180733824594e+00
