# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,1.451130357637344881e+00
7.811706625951746197e-02,8.160305683377299113e-01
1.389139705019461490e-01,4.588877111948727050e-01
2.470278535103651030e-01,1.548309141761345487e+00
4.392845456035935348e-01,1.306017321873610859e+00
7.811706625951745364e-01,8.160305683377299113e-01
