# pos_1,concentration
1.389139705019461386e-03,2.757561093133692465e-01
2.470278535103650856e-03,3.876726398515369376e-01
4.392845456035934966e-03,1.308026076204925336e-01
7.811706625951745156e-03,2.942228468306440914e-01
1.389139705019461560e-02,2.481804983820322386e-01
2.470278535103651030e-02,3.876726398515370486e-01
4.392845456035934792e-02,4.098481705442098555e-01
7.811706625951746197e-02,7.036829753366238283e-01
1.389139705019461490e-01,8.327834501263747802e-01
2.470278535103651030e-01,1.025781805047166761e+00
4.392845456035935348e-01,1.148446894907924509e+00
7.811706625951745364e-01,1.051111120302476110e+00
