# pos_1,average_velocity_axis
1.389139705019461386e-03,1.333368185212994994e-01
2.470278535103650856e-03,7.641432860543778682e-02
4.392845456035934966e-03,3.041354528289847651e-03
7.811706625951745156e-03,-1.019240664995378493e-01
1.389139705019461560e-02,-2.197016111641671710e-01
2.470278535103651030e-02,-3.335882240500462892e-01
4.392845456035934792e-02,-4.397755754391344252e-01
7.811706625951746197e-02,-5.305618056532143134e-01
1.389139705019461490e-01,-6.133864254240178893e-01
2.470278535103651030e-01,-6.904718825723634712e-01
4.392845456035935348e-01,-7.868621444689190003e-01
7.811706625951745364e-01,-8.831461853720042887e-01
